jaar	mean	p02.5	p50	p97.5	simulatienr	sd	intercept
1985	3.06074997379975	2.81798469732077	3.05890485556867	3.3138037627939	1	0.126509772168591	3.93992047798462
1985	3.07607742812233	2.85485816425583	3.07478777749422	3.30461585820906	2	0.11469623702652	3.92697831079924
1985	2.9976652109691	2.75505060562745	2.9953394620514	3.25299220526642	3	0.127227125069144	3.92659766115024
1985	3.03192288172646	2.80065632289494	3.03028944610145	3.27239677512615	4	0.120358307058812	3.92294389001142
1985	3.14272816479146	2.91940429850213	3.14086578043375	3.37649524925539	5	0.116596098297468	3.92679947769072
1985	3.1214890970694	2.8774680481375	3.12044661789335	3.37165670122468	6	0.126181505377924	3.93791814869224
1985	2.97352232584404	2.73200876306366	2.9717774740393	3.22485376325662	7	0.125773997242993	3.9327015397752
1985	3.11779014174234	2.86714412318687	3.11492613603183	3.38396060884838	8	0.131877848879459	3.94042202837035
1985	2.93787527789842	2.71028214295017	2.93663997168897	3.17250021106743	9	0.11791917842531	3.90951090270143
1985	3.04548111657736	2.82186558171062	3.04340470254585	3.28074247671872	10	0.117023794145664	3.92144041234137
1985	2.94967643445196	2.71798425596304	2.9483418702152	3.18896001757185	11	0.120120035072427	3.91360985824369
1985	2.81544710777378	2.57398929123768	2.81337568447238	3.0683783359683	12	0.12602940444615	3.91470881785104
1985	2.97122763839875	2.73329941513893	2.96934609474736	3.21967285433538	13	0.124082176507481	3.92122002553312
1985	3.06878495138055	2.82820335456696	3.06688766789648	3.32001368297444	14	0.12547347553388	3.93341256783332
1985	3.0237386391437	2.78476989996127	3.02183715900749	3.27334308849731	15	0.124638712666867	3.92360320002334
1985	2.8298818296887	2.60778974479035	2.82854424937963	3.05956339457346	16	0.115202170704723	3.9136609297656
1985	3.0823638793704	2.83028168533793	3.07957642069217	3.3496137105335	17	0.132545338886245	3.93648617794751
1985	3.04591378604801	2.80261356490541	3.0442482766079	3.29867044586588	18	0.126660896488231	3.91722656915824
1985	3.08787541270625	2.85285581733409	3.08556599355503	3.33564517532799	19	0.12311671108095	3.93965674096734
1985	3.00607606045201	2.75978545558059	3.00441947201357	3.26173917172772	20	0.128092102553883	3.91814151979367
1986	3.38617270657637	3.22367177911857	3.38475295576396	3.5567384994994	1	0.0848934496611105	3.93992047798462
1986	3.39900135162868	3.24423722056995	3.39794396590902	3.55983194222257	2	0.0804592027621818	3.92697831079924
1986	3.33809948848344	3.17844144701525	3.33659423073116	3.50635070755218	3	0.0835883817699234	3.92659766115024
1986	3.37391442386578	3.21587369936563	3.37273256204209	3.53868160334149	4	0.0823021286801006	3.92294389001142
1986	3.45436229406547	3.29958512369997	3.45313208008161	3.61612869997126	5	0.0806854410502337	3.92679947769072
1986	3.4133380817016	3.24676827938834	3.41202573764644	3.58731463168839	6	0.0868486570991791	3.93791814869224
1986	3.35466830231297	3.19337154451804	3.35345037155516	3.52286512888206	7	0.0840092655365533	3.9327015397752
1986	3.42548412277275	3.25882141737468	3.42368611338648	3.60229468119368	8	0.0875472007036599	3.94042202837035
1986	3.28629352420714	3.12645561455113	3.28519554817516	3.45243120055249	9	0.0831150751056725	3.90951090270143
1986	3.38735174086835	3.23142513195791	3.38617992987456	3.54994575173269	10	0.0812079794291091	3.92144041234137
1986	3.32606652268726	3.17130435558929	3.32494186142829	3.48728014250435	11	0.080562073417863	3.91360985824369
1986	3.27901810148462	3.12319398181128	3.27781360122065	3.44172140820846	12	0.0811898370018962	3.91470881785104
1986	3.32152898977719	3.15701387985114	3.32017037464076	3.49375764158226	13	0.0858301625882711	3.92122002553312
1986	3.39243063078932	3.22845256234883	3.39101077641446	3.56447333948581	14	0.0856433173335219	3.93341256783332
1986	3.34698977578772	3.18033348397365	3.34557079051474	3.52169315264586	15	0.0870106013346323	3.92360320002334
1986	3.20049500682944	3.04372083935121	3.19943439134303	3.36333255668861	16	0.0814777837100822	3.9136609297656
1986	3.40024111268999	3.2315121662313	3.39845881735293	3.57906710819272	17	0.0885907316090391	3.93648617794751
1986	3.38021999270674	3.2172392972461	3.37883272019678	3.55108083549426	18	0.0851000339418438	3.91722656915824
1986	3.41043059485268	3.25269859130976	3.40896728338742	3.57649787670233	19	0.0825158175954371	3.93965674096734
1986	3.35612309734768	3.19104923201206	3.35469974883892	3.52929737282215	20	0.0862191412564646	3.91814151979367
1987	3.67947985492445	3.54062837914789	3.6789428537105	3.82136902169544	1	0.0715582471709577	3.93992047798462
1987	3.69100757292963	3.55039241058036	3.69060174900502	3.83393328121836	2	0.0722600666859992	3.92697831079924
1987	3.63969368700751	3.50333144262829	3.63913673149381	3.77924908413043	3	0.0703287176016074	3.92659766115024
1987	3.6840125615051	3.54071477409022	3.6833513266895	3.83112967250222	4	0.0740119485825665	3.92294389001142
1987	3.7402864548165	3.60131980628572	3.73981384596891	3.88189596980179	5	0.0714945159104332	3.92679947769072
1987	3.68107918239286	3.54211839152721	3.68056819853567	3.8229440543514	6	0.0715877714232818	3.93791814869224
1987	3.69073224662852	3.54680891044417	3.69011194148902	3.83820911354177	7	0.0742709652445422	3.9327015397752
1987	3.70489718600648	3.56668493433621	3.70435876075718	3.84616611066432	8	0.0712404943279827	3.94042202837035
1987	3.60707932211434	3.46687251550407	3.60660884341783	3.74997554563398	9	0.0721630229297696	3.90951090270143
1987	3.70413241638151	3.55933087070681	3.70351033365247	3.8524384986456	10	0.0746718213882866	3.92144041234137
1987	3.65314112028313	3.51056477771405	3.65257132388234	3.79894042758695	11	0.0734889463036042	3.91360985824369
