jaar	mean	p02.5	p50	p97.5	simulatienr	sd
1985	-0.806610382987636	-1.49386026722937	-0.822932039911731	-0.0281627535599559	1	0.373819156599174
1985	-0.672139951098949	-1.31801318318344	-0.688180521199755	0.0635567975512255	2	0.352026220286114
1985	-1.17256052063818	-1.88880117922165	-1.187787947417	-0.370913546894267	3	0.386821542211785
1985	-1.29984981535482	-1.96632094647354	-1.31563043031047	-0.544593759752752	4	0.36227392443974
1985	-0.80000321008099	-1.4571572037524	-0.815379145490655	-0.0566080432982304	5	0.356957118979064
1985	-0.805773151823393	-1.50511158822509	-0.822668660400345	-0.0124006266727845	6	0.380778650853133
1985	-1.01861807915356	-1.71267929604033	-1.03359184007411	-0.240615379439704	7	0.375138764595737
1985	-0.736462389811898	-1.43688669319881	-0.753042399149965	0.0563542221403409	8	0.380899589058517
1985	-1.04124508539197	-1.72285262336521	-1.05319725724859	-0.291861749512323	9	0.364085122870122
1985	-0.855553941391505	-1.50944905487351	-0.87069530255276	-0.116752006144193	10	0.354863669905603
1985	-0.945848936969555	-1.61693495583884	-0.961106574686968	-0.189038851771292	11	0.363815627124616
1985	-1.0582222200867	-1.75598014410867	-1.07442467846569	-0.269529275579186	12	0.378894226113148
1985	-1.11309166959645	-1.78708447572824	-1.12985656116262	-0.345196861234617	13	0.367424087398833
1985	-0.945619114801904	-1.63998889375577	-0.960015593048968	-0.170307547786375	14	0.374578651878094
1985	-0.8529029523038	-1.50228002061306	-0.86845720232898	-0.11607831140428	15	0.353188079559124
1985	-0.967991192609246	-1.63548203067334	-0.982179284191549	-0.220643120883102	16	0.360349663709937
1985	-1.17433522996248	-1.86081947726068	-1.19052546707685	-0.39705682709637	17	0.373128067941589
1985	-0.96920401892932	-1.65627733579894	-0.98502870117149	-0.193287368924096	18	0.372850596239821
1985	-0.63949424252601	-1.3288220172265	-0.655461606824412	0.139316660085309	19	0.374322855140357
1985	-0.907896105289388	-1.60069823303163	-0.923746876502651	-0.126369151682718	20	0.375702609546026
1986	-0.268463370348475	-0.776611675714742	-0.281232865195467	0.311199564408985	1	0.277230958499123
1986	-0.190780728810512	-0.700851283324301	-0.201690760727267	0.380932549512014	2	0.275484212180174
1986	-0.509081444179976	-1.01495259453008	-0.522009277178956	0.0696685646409086	3	0.276374486062468
1986	-0.650553204567452	-1.1516725668157	-0.661978166853632	-0.0849071890406921	4	0.271672215900333
1986	-0.283015497714287	-0.790474600545188	-0.29409350301744	0.286812320129231	5	0.274394789933967
1986	-0.280222812191486	-0.798944211557191	-0.293424650311177	0.312368208855296	6	0.283272824661865
1986	-0.419283933244069	-0.928634505854923	-0.43137932221981	0.158216336049743	7	0.27689465510024
1986	-0.215195515509691	-0.737621888838849	-0.22821369720187	0.380058549992106	8	0.284847225035557
1986	-0.502688791967922	-1.0424768748988	-0.511476006765277	0.0872400080481718	9	0.287725327439828
1986	-0.337106351433776	-0.847297860393793	-0.347934221234936	0.234258453515421	10	0.275439269580337
1986	-0.375148218990384	-0.874801546488373	-0.386734118593529	0.190059289043836	11	0.2712704401483
1986	-0.421010699003644	-0.935377100770128	-0.433379484245906	0.163002608864052	12	0.279780760542449
1986	-0.506768475513717	-1.01968666885992	-0.518904760449041	0.0746907383410889	13	0.278749719571885
1986	-0.373539368412845	-0.883416354725192	-0.385334556825521	0.202958151901353	14	0.276800837689593
1986	-0.315030548356844	-0.822510286644168	-0.325683739098538	0.252811258440659	15	0.273833790744548
1986	-0.430569284200962	-0.946475092446756	-0.44123469365991	0.145702283345672	16	0.278175805345714
1986	-0.540687814394303	-1.04717483931189	-0.553069497109723	0.0353796949482547	17	0.275759059378047
1986	-0.379667762467058	-0.88598416038674	-0.391876311427231	0.195383424662987	18	0.275446836796824
1986	-0.116121553758012	-0.625714340795256	-0.128720692880637	0.464116781303734	19	0.277687103348048
1986	-0.356250344643515	-0.885085925245294	-0.368238274878455	0.240222521478485	20	0.286746959398958
1987	0.253819581333516	-0.201819984046179	0.250318247349806	0.729186250482851	1	0.236615766523579
1987	0.299822767578738	-0.190294896457202	0.298921534445834	0.794452560065035	2	0.249948693645637
1987	0.115982102360432	-0.344182329145374	0.112019562417261	0.598605434768366	3	0.239719765274197
1987	-0.0168609614289205	-0.504535784343645	-0.0185368431425458	0.479824749245315	4	0.24992532489669
1987	0.233671045300577	-0.252252591881093	0.232466284409658	0.726311584156663	5	0.248477088061074
1987	0.230643860475312	-0.23047205416514	0.226786340678219	0.713823065616133	6	0.240123044080039
1987	0.16019435759827	-0.302035805914273	0.156923078899025	0.640823583489381	7	0.239680862441395
1987	0.294083468385464	-0.168383179600412	0.29031895000298	0.778143724059755	8	0.24070289899695
1987	0.0536778818771383	-0.452246891386162	0.0535058241818745	0.560625965700589	9	0.257285358313479
1987	0.185352354571066	-0.304092087478538	0.184289234099833	0.680771040956542	10	0.250098178830117
1987	0.178535430576794	-0.299263342926131	0.17644702097885	0.667750367680722	11	0.245617640013614
1987	0.195819279310304	-0.279350302252554	0.192764199630526	0.688157766907822	12	0.245893543916195
1987	0.0918451610201142	-0.389234337505113	0.0893159385972175	0.587042970496233	13	0.247965655012435
1987	0.179284620749751	-0.285777526567665	0.176147689923986	0.662001578942806	14	0.240975612522466
1987	0.227024415996524	-0.271385075168912	0.226851962306568	0.726020000501403	15	0.25306686430923
1987	0.109288926409059	-0.380912964291971	0.107968081034574	0.60692502331323	16	0.250912356684325
1987	0.0735632850738578	-0.392209022072484	0.0700928666903377	0.558837502302769	17	0.241700767856037
