jaar	mean	p02.5	p50	p97.5	simulatienr	sd	intercept
1985	2.79842317245793	2.57858955471407	2.79646479594533	3.02926604734111	1	0.114904517597554	3.32595508068428
1985	2.80213076271479	2.581365550875	2.80023690048147	3.03364023635369	2	0.115276625894025	3.30436512198129
1985	2.6309524260869	2.41551073457736	2.62919580716897	2.85636035874041	3	0.112370999309835	3.31496290280466
1985	2.79842926682538	2.56169096973667	2.79178292335784	3.07086362485477	4	0.129651529165347	3.34490022750889
1985	2.89363817711081	2.66603653357525	2.8902751218676	3.13908676982957	5	0.120752670575666	3.33932510185051
1985	2.79332500427166	2.58117677013641	2.79171162683524	3.01471741002972	6	0.110515772555301	3.31868682542349
1985	2.75410450263722	2.53928959534807	2.75238668827475	2.97868073671625	7	0.111994239783138	3.30643607764669
1985	3.01659846151011	2.73575207475142	3.01840791726412	3.28547668562287	8	0.144841774205483	3.38298614846105
1985	2.75458956548204	2.53774938585239	2.75248704316541	2.98322102494398	9	0.113594121668668	3.33117794235403
1985	2.67140011528259	2.45683183137554	2.66966651425455	2.89582266481624	10	0.111889301292002	3.2956854730054
1985	2.79684974526041	2.57505999883189	2.79482752941981	3.02999105436576	11	0.115994355998449	3.33644884839231
1985	2.78147108766601	2.56525939517941	2.77969942452245	3.00777350594672	12	0.112773743084811	3.27994700603866
1985	2.7713042390496	2.54495438449594	2.76930963250224	3.00889204260202	13	0.118278704544125	3.31683814059598
1985	2.6980881373474	2.48683753404868	2.69645956883658	2.91863629490994	14	0.110069028913057	3.29283295860396
1985	2.75066821567548	2.54235435085178	2.74899387619584	2.96851475270401	15	0.108614631451636	3.28896588025709
1985	2.64308542434685	2.42854771945948	2.64141115075279	2.86714541552949	16	0.111803145341372	3.30639741248905
1985	2.7919987434527	2.56787103449186	2.79009247713171	3.0268767743782	17	0.117024846328238	3.31393154584732
1985	2.87646379040113	2.66014967761532	2.87469098929036	3.10278763829096	18	0.112843838528427	3.31231093250762
1985	2.79006237913445	2.5783346464498	2.78838234806015	3.01132719513158	19	0.110370165452772	3.30219787343022
1985	2.785675455484	2.55696220024241	2.78332915738759	3.02765982559288	20	0.120028729848214	3.33435850913687
1986	2.88578489616469	2.69325019486273	2.88460518739379	3.08487371533322	1	0.0999382171182366	3.32595508068428
1986	2.89573556929687	2.69853652810652	2.89519696910168	3.09593473674311	2	0.101293863451438	3.30436512198129
