jaar	gem_jaar	og_jaar	bg_jaar	dag_onder_p01_mean	dag_onder_p05_mean	dag_onder_p10_mean	dag_onder_p30_mean	dag_onder_p01_median	dag_onder_p05_median	dag_onder_p10_median	dag_onder_p30_median	var_sim	gem_jaar_t	gem_og_t	gem_bg_t	og_jaar_t	bg_jaar_t
1985	35.2691756307349	26.0102699090808	47.8239846806566	1.02894736842105	3.28333333333333	8.00350877192983	61.8535087719298	0	0	1	57	0.0241386818393338	3.56300937087401	3.36265919800744	3.76348911796882	3.25849145653401	3.86752728521401
1986	35.8428112250072	28.4323440314382	45.1847063714119	3.52327586206897	14.7948275862069	29.5560344827586	86.8258620689655	0	11	29	92	0.0139644445364016	3.57914302322836	3.40993879503986	3.75268163110617	3.34752737148815	3.81075867496857
1987	36.4017927069242	30.6038361038679	43.2981835277311	0.0922413793103448	0.456034482758621	1.35862068965517	17.7853448275862	0	0	0	9	0.00783519964379376	3.59461802362017	3.45161226507579	3.7441637939719	3.42112536397257	3.76811068326777
1988	36.8865815821363	32.0270193799273	42.4835007177831	0.0862068965517241	0.807758620689655	2.51293103448276	28.4827586206897	0	0	0	21	0.00519487475818066	3.60784784215188	3.4838829504728	3.73783695928713	3.46657990215478	3.74911578214899
1989	37.2287671421951	32.5589761302898	42.5683257784756	36.9836206896552	69.4551724137931	93.2379310344828	154.640517241379	33	73	100	161	0.0046760949719102	3.61708177270283	3.50365798304819	3.73547940678028	3.48305309501	3.75111045039567
1990	37.3455681264784	32.7393350418605	42.5998712834632	45.1896551724138	72.5741379310345	94.9586206896552	169.358620689655	35	65	90	164	0.00451069758890579	3.6202142466128	3.51575790848803	3.72982313505454	3.4885772614698	3.75185123175581
1991	37.2495512273404	32.9874536218746	42.0623271666584	16.4068965517241	35.1387931034483	54.4112068965517	131.43275862069	6	27	47	128	0.00384353193111956	3.61763989716482	3.52284860375632	3.71735635160547	3.49612729589817	3.73915249843147
1992	37.0362004563767	33.270049495486	41.2286775957763	1.73448275862069	7.25689655172414	15.3387931034483	69.5525862068965	0	3	11	71	0.00299355520856129	3.61189582504487	3.52589591817329	3.70242467222111	3.50465757772047	3.71913407236927
1993	36.7917952079681	33.4676952535691	40.4460535560993	7.36810344827586	22.7646551724138	40.9103448275862	116.338793103448	2	18	37	120	0.00233418201781518	3.60527486401122	3.52537322848286	3.68878170760416	3.51058065278562	3.69996907523682
1994	36.5587678966909	33.535154567603	39.8549977585403	7.80172413793103	19.7594827586207	30.9637931034483	74.351724137931	1.5	17	34	81	0.00193989759749018	3.59892104516169	3.52177281624357	3.67798732539541	3.51259427868386	3.68524781163952
1995	36.3390764228306	33.4670926652771	39.4575199128188	21.0801724137931	40.2715517241379	56.9818965517241	119.962931034483	19	41	58	123	0.00176447146875156	3.59289364775322	3.5154251439948	3.67000660581601	3.51056264755065	3.6752246479558
1996	36.1135029514634	33.1874236188328	39.2975697783684	35.7181034482759	63.4396551724138	86.0637931034483	158.428448275862	27	57	79	151	0.00185848269643606	3.58666683837903	3.50589065775135	3.66461802795467	3.50217099749541	3.67116267926264
1997	35.8809742424461	32.5562981072687	39.5451690589981	16.3991379310345	35.8465517241379	55.2413793103448	132.356896551724	5	25	47	124	0.0024611900388895	3.58020718962147	3.49224618911173	3.66240972475623	3.48297084017643	3.67744353906651
1998	35.720964912988	31.778261605737	40.1528362421361	4.14655172413793	12.2060344827586	21.6043103448276	69.1887931034483	0	8	15	62	0.00356063738418025	3.57573776888499	3.47822167443994	3.66396562657884	3.45878245872309	3.69269307904689
1999	35.7162056029229	31.2855005872652	40.7743944870587	4.5551724137931	17.4301724137931	33.5672413793103	103.620689655172	1	13	30	108	0.00456657190908009	3.57560452424392	3.4705161521652	3.66905397134372	3.44315475019383	3.70805429829402
2000	35.9052972471229	31.3042717243467	41.1825702816652	0.402586206896552	2.99827586206897	7.93879310344828	45.0629310344828	0	0	2	43	0.00489502092185506	3.58088484023914	3.47283364525813	3.67731482846779	3.44375456505018	3.71801511542809
2001	36.2969933830236	31.866386972453	41.343617956631	2.74913793103448	10.9379310344828	21.4586206896552	66.1051724137931	0	5	16	73	0.00441161345792403	3.59173491092652	3.48595814614052	3.68841830580537	3.46155175433565	3.72191806751738
2002	36.8713843561367	32.8222348612587	41.4200614334957	0.168103448275862	1.65603448275862	5.76810344827586	54.523275862069	0	0	1	55	0.00352263935231323	3.60743575849363	3.50743460970343	3.70216561102159	3.49110617783657	3.72376533915069
