jaar	gem_jaar	og_jaar	bg_jaar	dag_onder_p01_mean	dag_onder_p05_mean	dag_onder_p10_mean	dag_onder_p30_mean	dag_onder_p01_median	dag_onder_p05_median	dag_onder_p10_median	dag_onder_p30_median	var_sim	gem_jaar_t	gem_og_t	gem_bg_t	og_jaar_t	bg_jaar_t
2003	37.5714355952115	33.8546224597434	41.6963082179893	37.8637931034483	67.6379310344828	90.0318965517241	153.062931034483	33	65	86	153	0.00282462545764618	3.62624407006723	3.53153126542264	3.71871688605044	3.52207554719158	3.73041259294287
2004	38.309643576298	34.704019672129	42.2898789479897	12.1293103448276	26.9681034482759	45.0741379310345	127.502586206897	0	11	29	121	0.00254335647076547	3.64570165499655	3.55321073098872	3.73741046098667	3.54685552093916	3.74454778905395
2005	39.0865417435723	35.4790776161612	43.0608078936107	24.0913793103448	56.8181034482759	85.4077586206896	164.347413793103	13	42	75	161.5	0.00244091689050424	3.66577820680893	3.57463454850169	3.75703887556505	3.56894315981374	3.76261325380412
2006	39.8800856108347	36.2505404339286	43.873034975196	22.6344827586207	43.0120689655172	62.1439655172414	143.203448275862	20	37	55	138	0.00237023926458359	3.68587709180233	3.59605066740291	3.77595340653772	3.59045428971172	3.78129989389295
2007	40.7143459455742	37.0792819831	44.7057730657088	3.50689655172414	10.2344827586207	21.7801724137931	101.740517241379	0	2	12	105	0.00227675696567738	3.70658051057722	3.61826078372215	3.79464481213024	3.6130583765161	3.80010264463834
2008	41.6267687891735	37.9895746714458	45.6121947880012	2.58534482758621	9.18275862068966	18.6336206896552	85.8310344827586	0	0	8	85	0.00217611156473752	3.72874344083138	3.6422000834279	3.81427816487562	3.63731177133391	3.82017511032886
2009	42.6148845474202	38.9557594866054	46.6177122182505	40.6844827586207	71.226724137931	95.4318965517241	163.478448275862	35	67	89	161	0.00209805898183228	3.75220359477008	3.66759829534643	3.83483280381828	3.66242663010426	3.84198055943589
2010	43.6393586316656	39.8269032428965	47.8167637129254	30.9534482758621	51.0646551724138	66.1715517241379	120.719827586207	31	51	65	119	0.00217540473801438	3.77595946405727	3.69271155171544	3.85617463205517	3.68454264480854	3.86737628330601
2011	44.7431962060229	40.5138630459652	49.4140389540078	20.451724137931	47.7818965517241	74.023275862069	156.478448275862	10	39.5	68	151	0.0025665172821144	3.80093939307272	3.71684674013579	3.88139722323636	3.70164421297333	3.90023457317212
2012	46.0031939677536	41.1813096133222	51.38966864109	5.85	17.0784482758621	29.898275862069	85.9594827586207	0	11	27	82	0.00319146163714251	3.82871082816026	3.7416147265278	3.91149469947337	3.71798450326303	3.93943715305749
2013	47.5204417399517	42.2489048806153	53.4497258459413	10.9327586206897	33.448275862069	53.551724137931	114.450862068966	6.5	34	55	114	0.00359886972569599	3.86115997088559	3.7708608062089	3.94731097840028	3.74357843348182	3.97874150828935
2014	49.3551234393546	43.9313883915197	55.44846859846	3.30431034482759	14.0120689655172	27.2448275862069	100.230172413793	0	8	22	97	0.00352766401156911	3.89904157891737	3.80516267262981	3.99012112321281	3.78262906212109	4.01545409571365
2015	51.5542827132458	46.1592382260216	57.5798944744923	27.5275862068966	53.6206896551724	74.7741379310345	143.999137931034	25	50	71	146	0.00318062429490047	3.94263528583357	3.84364955105308	4.04126353090367	3.83209711916119	4.05317345250594
2016	54.1016569094123	48.2102229039176	60.713041841296	1.82413793103448	7.19396551724138	16.5896551724138	68.4577586206897	0	1	11	69	0.00346018375400726	3.9908648121748	3.88278675253094	4.10149300350758	3.87557109201019	4.10615853233941
2017	56.9939878174601	49.3261866400874	65.8537557553026	28.2043103448276	60.95	84.4594827586207	148.204310344828	18	57	83	146	0.00543459899646368	4.04294578538481	3.91784177934747	4.1732316361637	3.89845510919837	4.18743646157125
2018	60.1579718628878	49.4400819927987	73.1993441916851	85.0974137931034	112.062068965517	129.647413793103	177.511206896552	81	115	133	181	0.0100216949284244	4.0969739666878	3.94707415550443	4.25791829694471	3.90076147157845	4.29318646179715
