polygon_id,description_orig,description,source,phab,certain,type,groupnr,typegroup_name,rasterid,geom,opp
676539_v2014,70% 4010; 30% 7140_oli,70% 4010; 30% 7140_oli,habitatmap_stdized,70,TRUE,4010,3,types van matig nat milieu,630,"list(c(213704.203000002, 213741, 213810.406000003, 213870.020999998, 213891.703000002, 213887.048, 213889.552000001, 213944.652999997, 214039.827, 214062.368000001, 214091.170000002, 214093.674999997, 214102.472000003, 214161.796999998, 214206.296999998, 214276.093999997, 214304.796999998, 214372.203000002, 214426.203000002, 214478.296999998, 214536.796999998, 214571.703000002, 214617.5, 214686.181000002, 214714.703000002, 214836.796999998, 214942.406000003, 215059.296999998, 215193.296999998, 215283.703000002, 
215363.796999998, 215428.593999997, 215460.295999996, 215448.296999998, 215419.703000002, 215407.593999997, 215407.593999997, 215431.703000002, 215484.406000003, 215485.093999997, 215503.5, 215485.703000002, 215478.593999997, 215551.906000003, 215616, 215675.093999997, 215767.906000003, 215848.593999997, 215905.796999998, 215890.593999997, 215872.203000002, 215771.796999998, 215682.093999997, 215601.406000003, 215546.703000002, 215488.796999998, 215412.5, 215381.218999997, 215381.218999997, 215384.748999998, 
215349.446999997, 215275.311999999, 215252.365000002, 215176.465000004, 215119.593999997, 215100.5, 215085.722000003, 215071.906000003, 215016, 214940.296999998, 214900.296999998, 214848.093999997, 214749.593999997, 214668.296999998, 214574.796999998, 214476.296999998, 214364.406000003, 214299, 214199.203000002, 214063.203000002, 213895.296999998, 213758.703000002, 213591.5, 213441.593000002, 213414.204000004, 213369.796999998, 213336.147, 213282.151000001, 213218.696999997, 213157.006999999, 213125.280000001, 
213126.162, 213127.924000002, 213120.620999999, 213079.453000002, 213054.777000003, 213003.578000002, 213006.828000002, 213048.983999997, 213063.125, 213067.296999998, 213114.296999998, 213143.5, 213166.5, 213205.906000003, 213238.906000003, 213265.593000002, 213293.593999997, 213315.703000002, 213328.5, 213340, 213390.093000002, 213420.703000002, 213438.5, 213474.093999997, 213498.906000003, 213519.796999998, 213537.093000002, 213557.296999998, 213599.406000003, 213666.093999997, 213688.906000003, 
213685.093999997, 213704.203000002, 204330.406100001, 204288.406100001, 204291.594099998, 204279.426100001, 204275.000100002, 204229.362100001, 204215.586100001, 204189.289099999, 204159.234099999, 204156.7291, 204156.7291, 204170.504099999, 204211.9201, 204155.2031, 204084.594099998, 204010.906100001, 203966.906100001, 203915.2971, 203871.500100002, 203810.406100001, 203748.7031, 203715.7031, 203707.906100001, 203713.2711, 203715.500100002, 203736.2971, 203733.7031, 203731.5931, 203751.2031, 203735.906100001, 
203742.906100001, 203730.094099998, 203707.094099998, 203673.500100002, 203627.7031, 203583.906100001, 203525.406100001, 203462.500100002, 203409.000100002, 203352.406100001, 203309.2031, 203288.7971, 203250.000100002, 203252.594099998, 203314.094099998, 203349.7031, 203372.500100002, 203359.0931, 203350.0931, 203292.2971, 203255.406100001, 203272.7031, 203236.500100002, 203179.406100001, 203133.094099998, 203098.7971, 203070.2031, 203068.423099998, 203104.088100001, 203153.5121, 203209.995099999, 
203285.8961, 203310.607099999, 203321.198100001, 203296.7971, 203341.2971, 203354.169100001, 203366.2031, 203387.2031, 203416.406100001, 203427.906100001, 203440.7031, 203482.7971, 203552.7971, 203575.7971, 203585.2971, 203616.000100002, 203597.594099998, 203626.2971, 203640.500100002, 203640.000100002, 203650.906100001, 203637.000100002, 203653.796100002, 203709.094099998, 203791.7031, 203826.908100002, 203834.908100002, 203845.483100001, 203869.278099999, 203928.325100001, 203952.119100001, 204004.997099999, 
204033.3301, 204090.482099999, 204136.3101, 204154.9221, 204171.969099998, 204349.5471, 204409.0781, 204410.2031, 204400.906100001, 204417.406100001, 204456.2031, 204449.7971, 204432.000100002, 204405.204100002, 204340.406100001, 204296.4991, 204266.000100002, 204251.2971, 204231.594099998, 204237.2031, 204258.906100001, 204303.406100001, 204349.7971, 204386.500100002, 204424.7031, 204462.2031, 204494.500100002, 204511.000100002, 204458.7971, 204395.2971, 204330.406100001))",1165792
676539_v2014,70% 4010; 30% 7140_oli,70% 4010; 30% 7140_oli,habitatmap_stdized,30,TRUE,7140_oli,1,types van zeer nat milieu,630,"list(c(213704.203000002, 213741, 213810.406000003, 213870.020999998, 213891.703000002, 213887.048, 213889.552000001, 213944.652999997, 214039.827, 214062.368000001, 214091.170000002, 214093.674999997, 214102.472000003, 214161.796999998, 214206.296999998, 214276.093999997, 214304.796999998, 214372.203000002, 214426.203000002, 214478.296999998, 214536.796999998, 214571.703000002, 214617.5, 214686.181000002, 214714.703000002, 214836.796999998, 214942.406000003, 215059.296999998, 215193.296999998, 215283.703000002, 
215363.796999998, 215428.593999997, 215460.295999996, 215448.296999998, 215419.703000002, 215407.593999997, 215407.593999997, 215431.703000002, 215484.406000003, 215485.093999997, 215503.5, 215485.703000002, 215478.593999997, 215551.906000003, 215616, 215675.093999997, 215767.906000003, 215848.593999997, 215905.796999998, 215890.593999997, 215872.203000002, 215771.796999998, 215682.093999997, 215601.406000003, 215546.703000002, 215488.796999998, 215412.5, 215381.218999997, 215381.218999997, 215384.748999998, 
215349.446999997, 215275.311999999, 215252.365000002, 215176.465000004, 215119.593999997, 215100.5, 215085.722000003, 215071.906000003, 215016, 214940.296999998, 214900.296999998, 214848.093999997, 214749.593999997, 214668.296999998, 214574.796999998, 214476.296999998, 214364.406000003, 214299, 214199.203000002, 214063.203000002, 213895.296999998, 213758.703000002, 213591.5, 213441.593000002, 213414.204000004, 213369.796999998, 213336.147, 213282.151000001, 213218.696999997, 213157.006999999, 213125.280000001, 
213126.162, 213127.924000002, 213120.620999999, 213079.453000002, 213054.777000003, 213003.578000002, 213006.828000002, 213048.983999997, 213063.125, 213067.296999998, 213114.296999998, 213143.5, 213166.5, 213205.906000003, 213238.906000003, 213265.593000002, 213293.593999997, 213315.703000002, 213328.5, 213340, 213390.093000002, 213420.703000002, 213438.5, 213474.093999997, 213498.906000003, 213519.796999998, 213537.093000002, 213557.296999998, 213599.406000003, 213666.093999997, 213688.906000003, 
213685.093999997, 213704.203000002, 204330.406100001, 204288.406100001, 204291.594099998, 204279.426100001, 204275.000100002, 204229.362100001, 204215.586100001, 204189.289099999, 204159.234099999, 204156.7291, 204156.7291, 204170.504099999, 204211.9201, 204155.2031, 204084.594099998, 204010.906100001, 203966.906100001, 203915.2971, 203871.500100002, 203810.406100001, 203748.7031, 203715.7031, 203707.906100001, 203713.2711, 203715.500100002, 203736.2971, 203733.7031, 203731.5931, 203751.2031, 203735.906100001, 
203742.906100001, 203730.094099998, 203707.094099998, 203673.500100002, 203627.7031, 203583.906100001, 203525.406100001, 203462.500100002, 203409.000100002, 203352.406100001, 203309.2031, 203288.7971, 203250.000100002, 203252.594099998, 203314.094099998, 203349.7031, 203372.500100002, 203359.0931, 203350.0931, 203292.2971, 203255.406100001, 203272.7031, 203236.500100002, 203179.406100001, 203133.094099998, 203098.7971, 203070.2031, 203068.423099998, 203104.088100001, 203153.5121, 203209.995099999, 
203285.8961, 203310.607099999, 203321.198100001, 203296.7971, 203341.2971, 203354.169100001, 203366.2031, 203387.2031, 203416.406100001, 203427.906100001, 203440.7031, 203482.7971, 203552.7971, 203575.7971, 203585.2971, 203616.000100002, 203597.594099998, 203626.2971, 203640.500100002, 203640.000100002, 203650.906100001, 203637.000100002, 203653.796100002, 203709.094099998, 203791.7031, 203826.908100002, 203834.908100002, 203845.483100001, 203869.278099999, 203928.325100001, 203952.119100001, 204004.997099999, 
204033.3301, 204090.482099999, 204136.3101, 204154.9221, 204171.969099998, 204349.5471, 204409.0781, 204410.2031, 204400.906100001, 204417.406100001, 204456.2031, 204449.7971, 204432.000100002, 204405.204100002, 204340.406100001, 204296.4991, 204266.000100002, 204251.2971, 204231.594099998, 204237.2031, 204258.906100001, 204303.406100001, 204349.7971, 204386.500100002, 204424.7031, 204462.2031, 204494.500100002, 204511.000100002, 204458.7971, 204395.2971, 204330.406100001))",1165792
