loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	polygon_id	description_orig	patch_id	phab	certain	type	groupnr	rasterid	opp	filterdepth	soilsurf_ost	description	source.x	source.y	typegroup_name
KEVP002	KEV	De Kevie	228829	163963	VLD	Gevalideerd	P	Peilbuis/Piëzometer	44304	60% 6510_hu,bos; 20% rbbhc; 20% gh	2	20	1	68	3	114	17782	2.7	87.66	60% 6510_hu,bos; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
KEVP003	KEV	De Kevie	228842	163955	VLD	Gevalideerd	P	Peilbuis/Piëzometer	44304	60% 6510_hu,bos; 20% rbbhc; 20% gh	2	20	1	68	3	114	17782	2.8	87.07	60% 6510_hu,bos; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
KEVP004	KEV	De Kevie	228850	163892	VLD	Gevalideerd	P	Peilbuis/Piëzometer	44304	60% 6510_hu,bos; 20% rbbhc; 20% gh	2	20	1	68	3	114	17782	3	86.21	60% 6510_hu,bos; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
KEVP005	KEV	De Kevie	228863	163834	VLD	Gevalideerd	P	Peilbuis/Piëzometer	44304	60% 6510_hu,bos; 20% rbbhc; 20% gh	2	20	1	68	3	114	17782	2.7	86.42	60% 6510_hu,bos; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
KEVP015	KEV	De Kevie	229074	163350	VLD	Gevalideerd	P	Peilbuis/Piëzometer	67855	100% 6430,rbbhf	1	100	0	59	3	114	23329	2.2	86.84	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	13
KEVP015	KEV	De Kevie	229074	163350	VLD	Gevalideerd	P	Peilbuis/Piëzometer	67855	100% 6430,rbbhf	1	100	0	69	3	114	23329	2.2	86.84	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized	13
KEVP104	KEV	De Kevie	228850	163892	VLD	Gevalideerd	P	Peilbuis/Piëzometer	44304	60% 6510_hu,bos; 20% rbbhc; 20% gh	2	20	1	68	3	114	17782	1.5	86.21	60% 6510_hu,bos; 20% rbbhc; 20% gh	habitatmap_stdized	habitatmap_stdized	13
KIJP003	KIJ	Kijkverdriet	195612	227982	VLD	Gevalideerd	P	Peilbuis/Piëzometer	6687	100% 6230_hmo	1	100	1	51	4	814	8202	1.01	31.39	100% 6230_hmo	habitatmap_stdized	habitatmap_stdized	14
KIJP005	KIJ	Kijkverdriet	196039	228172	VLD	Gevalideerd	P	Peilbuis/Piëzometer	11002	50% 4010; 50% 7140_oli	1	50	1	38	3	814	7464	1.17	0.2	50% 4010; 50% 7140_oli	habitatmap_stdized	habitatmap_stdized	13
KIJP005	KIJ	Kijkverdriet	196039	228172	VLD	Gevalideerd	P	Peilbuis/Piëzometer	11002	50% 4010; 50% 7140_oli	2	50	1	82	1	814	7464	1.17	0.2	50% 4010; 50% 7140_oli	habitatmap_stdized	habitatmap_stdized	11
KLBP002	KLB	Klein Broek	134889	200160	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15546	80% rbbsf; 20% rbbhf	1	80	1	109	3	425	4851	0.95	5.19	80% rbbsf; 20% rbbhf	habitatmap_stdized	habitatmap_stdized	13
KLBP002	KLB	Klein Broek	134889	200160	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15546	80% rbbsf; 20% rbbhf	2	20	1	69	3	425	4851	0.95	5.19	80% rbbsf; 20% rbbhf	habitatmap_stdized	habitatmap_stdized	13
KLBP007	KLB	Klein Broek	134857	200200	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46744	100% 91E0_vn	1	100	1	105	3	425	2376	2.27	5.47	100% 91E0_vn	habitatmap_stdized	habitatmap_stdized	13
KLBP102	KLB	Klein Broek	134888	200160	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15546	80% rbbsf; 20% rbbhf	1	80	1	109	3	425	4851	2.25	4.94	80% rbbsf; 20% rbbhf	habitatmap_stdized	habitatmap_stdized	13
KLBP102	KLB	Klein Broek	134888	200160	VLD	Gevalideerd	P	Peilbuis/Piëzometer	15546	80% rbbsf; 20% rbbhf	2	20	1	69	3	425	4851	2.25	4.94	80% rbbsf; 20% rbbhf	habitatmap_stdized	habitatmap_stdized	13
KLEP002	KLE	Poldergraslanden Klemskerke	56371	216105	VLD	Gevalideerd	P	Peilbuis/Piëzometer	61206	90% gh; 10% 1330_hpr	2	10	1	10	3	1	41137	2.68	3.11	90% gh; 10% 1330_hpr	habitatmap_stdized	habitatmap_stdized	13
KLOP001	KLO	Kloosterbroek	177389	180045	VLD	Gevalideerd	P	Peilbuis/Piëzometer	25126	60% 91E0_vm; 25% rbbsf; 15% rbbhf	1	60	1	104	1	902	11645	2.05	14.67	60% 91E0_vm; 25% rbbsf; 15% rbbhf	habitatmap_stdized	habitatmap_stdized	11
KLOP001	KLO	Kloosterbroek	177389	180045	VLD	Gevalideerd	P	Peilbuis/Piëzometer	25126	60% 91E0_vm; 25% rbbsf; 15% rbbhf	2	25	1	109	3	902	11645	2.05	14.67	60% 91E0_vm; 25% rbbsf; 15% rbbhf	habitatmap_stdized	habitatmap_stdized	13
KLOP001	KLO	Kloosterbroek	177389	180045	VLD	Gevalideerd	P	Peilbuis/Piëzometer	25126	60% 91E0_vm; 25% rbbsf; 15% rbbhf	3	15	1	69	3	902	11645	2.05	14.67	60% 91E0_vm; 25% rbbsf; 15% rbbhf	habitatmap_stdized	habitatmap_stdized	13
KLOP002	KLO	Kloosterbroek	177391	180100	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20319	100% 91E0_va	1	100	1	102	4	902	6863	1.84	14.86	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KLOP003	KLO	Kloosterbroek	177412	180150	VLD	Gevalideerd	P	Peilbuis/Piëzometer	25126	60% 91E0_vm; 25% rbbsf; 15% rbbhf	1	60	1	104	1	902	11645	2.19	14.58	60% 91E0_vm; 25% rbbsf; 15% rbbhf	habitatmap_stdized	habitatmap_stdized	11
KLOP003	KLO	Kloosterbroek	177412	180150	VLD	Gevalideerd	P	Peilbuis/Piëzometer	25126	60% 91E0_vm; 25% rbbsf; 15% rbbhf	2	25	1	109	3	902	11645	2.19	14.58	60% 91E0_vm; 25% rbbsf; 15% rbbhf	habitatmap_stdized	habitatmap_stdized	13
KLOP003	KLO	Kloosterbroek	177412	180150	VLD	Gevalideerd	P	Peilbuis/Piëzometer	25126	60% 91E0_vm; 25% rbbsf; 15% rbbhf	3	15	1	69	3	902	11645	2.19	14.58	60% 91E0_vm; 25% rbbsf; 15% rbbhf	habitatmap_stdized	habitatmap_stdized	13
KLOP004	KLO	Kloosterbroek	177184	180754	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24901	50% 9160; 50% 91E0_va	1	50	1	98	4	902	32248	2	14.72	50% 9160; 50% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KLOP004	KLO	Kloosterbroek	177184	180754	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24901	50% 9160; 50% 91E0_va	2	50	1	102	4	902	32248	2	14.72	50% 9160; 50% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KLOP005	KLO	Kloosterbroek	177176	180797	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24901	50% 9160; 50% 91E0_va	1	50	1	98	4	902	32248	1.88	14.85	50% 9160; 50% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KLOP005	KLO	Kloosterbroek	177176	180797	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24901	50% 9160; 50% 91E0_va	2	50	1	102	4	902	32248	1.88	14.85	50% 9160; 50% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KLUP003	KLU	Kluysbos	119864	161359	VLD	Gevalideerd	P	Peilbuis/Piëzometer	56945	70% 91E0_va; 30% 91E0_vc; 0% 7220	1	70	1	102	4	217	33157	0.93	45.12	70% 91E0_va; 30% 91E0_vc; 0% 7220	habitatmap_stdized	habitatmap_stdized	14
KLUP003	KLU	Kluysbos	119864	161359	VLD	Gevalideerd	P	Peilbuis/Piëzometer	56945	70% 91E0_va; 30% 91E0_vc; 0% 7220	2	30	1	103	1	217	33157	0.93	45.12	70% 91E0_va; 30% 91E0_vc; 0% 7220	habitatmap_stdized	habitatmap_stdized	11
KORP001	KOR	Kordaalbos	89349	175805	VLD	Gevalideerd	P	Peilbuis/Piëzometer	22814	70% 91E0_vc; 30% 9130	1	70	1	103	1	921	19150	0.87	41.53	70% 91E0_vc; 30% 9130_end	habitatmap_stdized + interpretation	habitatmap_stdized	11
KORP001	KOR	Kordaalbos	89349	175805	VLD	Gevalideerd	P	Peilbuis/Piëzometer	22814	70% 91E0_vc; 30% 9130	2	30	1	95	4	921	19150	0.87	41.53	70% 91E0_vc; 30% 9130_end	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
KORP002	KOR	Kordaalbos	89358	175764	VLD	Gevalideerd	P	Peilbuis/Piëzometer	22814	70% 91E0_vc; 30% 9130	1	70	1	103	1	921	19150	1.27	44.39	70% 91E0_vc; 30% 9130_end	habitatmap_stdized + interpretation	habitatmap_stdized	11
KORP002	KOR	Kordaalbos	89358	175764	VLD	Gevalideerd	P	Peilbuis/Piëzometer	22814	70% 91E0_vc; 30% 9130	2	30	1	95	4	921	19150	1.27	44.39	70% 91E0_vc; 30% 9130_end	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
KORP002	KOR	Kordaalbos	89358	175764	VLD	Gevalideerd	P	Peilbuis/Piëzometer	58947	100% 91E0_vc	1	100	1	103	1	921	2683	1.27	44.39	100% 91E0_vc	habitatmap_stdized	habitatmap_stdized	11
KORP003	KOR	Kordaalbos	89420	175824	VLD	Gevalideerd	P	Peilbuis/Piëzometer	22814	70% 91E0_vc; 30% 9130	1	70	1	103	1	921	19150	0.86	44.15	70% 91E0_vc; 30% 9130_end	habitatmap_stdized + interpretation	habitatmap_stdized	11
KORP003	KOR	Kordaalbos	89420	175824	VLD	Gevalideerd	P	Peilbuis/Piëzometer	22814	70% 91E0_vc; 30% 9130	2	30	1	95	4	921	19150	0.86	44.15	70% 91E0_vc; 30% 9130_end	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
KORP004	KOR	Kordaalbos	89443	175781	VLD	Gevalideerd	P	Peilbuis/Piëzometer	22814	70% 91E0_vc; 30% 9130	1	70	1	103	1	921	19150	0.87	45.59	70% 91E0_vc; 30% 9130_end	habitatmap_stdized + interpretation	habitatmap_stdized	11
KORP004	KOR	Kordaalbos	89443	175781	VLD	Gevalideerd	P	Peilbuis/Piëzometer	22814	70% 91E0_vc; 30% 9130	2	30	1	95	4	921	19150	0.87	45.59	70% 91E0_vc; 30% 9130_end	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
KORP005	KOR	Kordaalbos	89534	175809	VLD	Gevalideerd	P	Peilbuis/Piëzometer	22814	70% 91E0_vc; 30% 9130	1	70	1	103	1	921	19150	0.79	46.88	70% 91E0_vc; 30% 9130_end	habitatmap_stdized + interpretation	habitatmap_stdized	11
KORP005	KOR	Kordaalbos	89534	175809	VLD	Gevalideerd	P	Peilbuis/Piëzometer	22814	70% 91E0_vc; 30% 9130	2	30	1	95	4	921	19150	0.79	46.88	70% 91E0_vc; 30% 9130_end	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
KRAP001	KRA	Kravaalbos	134716	179802	VLD	Gevalideerd	P	Peilbuis/Piëzometer	25272	80% 9130_end; 20% 91E0_va	1	80	1	95	4	249	8232	2.549	43.379	80% 9130_end; 20% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KRAP001	KRA	Kravaalbos	134716	179802	VLD	Gevalideerd	P	Peilbuis/Piëzometer	25272	80% 9130_end; 20% 91E0_va	2	20	1	102	4	249	8232	2.549	43.379	80% 9130_end; 20% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KRAP001	KRA	Kravaalbos	134716	179802	VLD	Gevalideerd	P	Peilbuis/Piëzometer	26644	100% 91E0_vc	1	100	1	103	1	249	4797	2.549	43.379	100% 91E0_vc	habitatmap_stdized	habitatmap_stdized	11
KRAP002	KRA	Kravaalbos	134715	179793	VLD	Gevalideerd	P	Peilbuis/Piëzometer	26644	100% 91E0_vc	1	100	1	103	1	249	4797	1.199	39.569	100% 91E0_vc	habitatmap_stdized	habitatmap_stdized	11
KRBP002	KRB	Kraaiveldbos	72840	198950	VLD	Gevalideerd	P	Peilbuis/Piëzometer	56093	100% 9160	1	100	1	98	4	65	12316	1.29	13.254	100% 9160	habitatmap_stdized	habitatmap_stdized	14
KRBP003	KRB	Kraaiveldbos	72810	198935	VLD	Gevalideerd	P	Peilbuis/Piëzometer	56093	100% 9160	1	100	1	98	4	65	12316	2.85	14.058	100% 9160	habitatmap_stdized	habitatmap_stdized	14
KRBP003	KRB	Kraaiveldbos	72810	198935	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63978	100% 91E0_va	1	100	1	102	4	65	20267	2.85	14.058	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KRBP004	KRB	Kraaiveldbos	72786	198918	VLD	Gevalideerd	P	Peilbuis/Piëzometer	56093	100% 9160	1	100	1	98	4	65	12316	2.42	4.659	100% 9160	habitatmap_stdized	habitatmap_stdized	14
KRBP004	KRB	Kraaiveldbos	72786	198918	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63978	100% 91E0_va	1	100	1	102	4	65	20267	2.42	4.659	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KRBP011	KRB	Kraaiveldbos	72661	199044	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63978	100% 91E0_va	1	100	1	102	4	65	20267	2.496	8.42	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KRBP012	KRB	Kraaiveldbos	72688	199067	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63978	100% 91E0_va	1	100	1	102	4	65	20267	1.202	8.146	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KRBP013	KRB	Kraaiveldbos	72701	199077	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63978	100% 91E0_va	1	100	1	102	4	65	20267	1.496	8.116	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KRBP014	KRB	Kraaiveldbos	72708	199083	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63978	100% 91E0_va	1	100	1	102	4	65	20267	1.597	8.331	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KRBP015	KRB	Kraaiveldbos	72713	199088	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63978	100% 91E0_va	1	100	1	102	4	65	20267	1.605	8.398	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KRBP017	KRB	Kraaiveldbos	72717	199091	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63978	100% 91E0_va	1	100	1	102	4	65	20267	1.498	8.535	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KRBP018	KRB	Kraaiveldbos	72725	199097	VLD	Gevalideerd	P	Peilbuis/Piëzometer	63978	100% 91E0_va	1	100	1	102	4	65	20267	1.497	8.69	100% 91E0_va	habitatmap_stdized	habitatmap_stdized	14
KREP100	KRE	Krekelbroek-Demervallei	188286	187165	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7004	60% 6410_mo; 30% rbbhc; 10% 6510_hu	1	60	1	55	3	310	8226	2.05	15.64	60% 6410_mo; 30% rbbhc; 10% 6510_hu	habitatmap_stdized	habitatmap_stdized	13
KREP100	KRE	Krekelbroek-Demervallei	188286	187165	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7004	60% 6410_mo; 30% rbbhc; 10% 6510_hu	2	30	1	68	3	310	8226	2.05	15.64	60% 6410_mo; 30% rbbhc; 10% 6510_hu	habitatmap_stdized	habitatmap_stdized	13
KREP101	KRE	Krekelbroek-Demervallei	188241	187258	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7004	60% 6410_mo; 30% rbbhc; 10% 6510_hu	1	60	1	55	3	310	8226	1.71	15.26	60% 6410_mo; 30% rbbhc; 10% 6510_hu	habitatmap_stdized	habitatmap_stdized	13
KREP101	KRE	Krekelbroek-Demervallei	188241	187258	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7004	60% 6410_mo; 30% rbbhc; 10% 6510_hu	2	30	1	68	3	310	8226	1.71	15.26	60% 6410_mo; 30% rbbhc; 10% 6510_hu	habitatmap_stdized	habitatmap_stdized	13
KREP102	KRE	Krekelbroek-Demervallei	188176	187414	VLD	Gevalideerd	P	Peilbuis/Piëzometer	11641	60% gh; 40% rbbhf	2	40	1	69	3	310	4270	2.34	15.32	60% gh; 40% rbbhf	habitatmap_stdized	habitatmap_stdized	13
KREP106	KRE	Krekelbroek-Demervallei	187677	187159	VLD	Gevalideerd	P	Peilbuis/Piëzometer	40905	100% 6430,rbbhf	1	100	0	59	3	310	8599	2.46	15.45	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	13
KREP106	KRE	Krekelbroek-Demervallei	187677	187159	VLD	Gevalideerd	P	Peilbuis/Piëzometer	40905	100% 6430,rbbhf	1	100	0	69	3	310	8599	2.46	15.45	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized	13
KREP110	KRE	Krekelbroek-Demervallei	187689	187117	VLD	Gevalideerd	P	Peilbuis/Piëzometer	40905	100% 6430,rbbhf	1	100	0	59	3	310	8599	2.24	15.92	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	13
KREP110	KRE	Krekelbroek-Demervallei	187689	187117	VLD	Gevalideerd	P	Peilbuis/Piëzometer	40905	100% 6430,rbbhf	1	100	0	69	3	310	8599	2.24	15.92	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized	13
KRGP001	KRG	Krekengebied	91612	216152	VLD	Gevalideerd	P	Peilbuis/Piëzometer	5960	95% rbbah; 5% rbbmr	2	5	1	88	2	329	34268	1.2	0.41	95% rbbah; 5% rbbmr	habitatmap_stdized	habitatmap_stdized	12
KRGP004	KRG	Krekengebied	94308	217542	VLD	Gevalideerd	P	Peilbuis/Piëzometer	49234	100% rbbhc	1	100	1	68	3	329	6986	0.97	2.423	100% rbbhc	habitatmap_stdized	habitatmap_stdized	13
KRGP005	KRG	Krekengebied	94322	217520	VLD	Gevalideerd	P	Peilbuis/Piëzometer	49234	100% rbbhc	1	100	1	68	3	329	6986	1.01	2.51	100% rbbhc	habitatmap_stdized	habitatmap_stdized	13
KRGP006	KRG	Krekengebied	94332	217503	VLD	Gevalideerd	P	Peilbuis/Piëzometer	49234	100% rbbhc	1	100	1	68	3	329	6986	0.94	2.48	100% rbbhc	habitatmap_stdized	habitatmap_stdized	13
KRGP007	KRG	Krekengebied	102008	217400	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7824	100% rbbzil	1	100	1	75	3	73	16013	1.04	2.46	100% rbbzil	habitatmap_stdized	habitatmap_stdized	13
KRGP008	KRG	Krekengebied	102002	217400	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7824	100% rbbzil	1	100	1	75	3	73	16013	1.31	2.15	100% rbbzil	habitatmap_stdized	habitatmap_stdized	13
KRGP014	KRG	Krekengebied	96916	219681	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7703	100% 1330_hpr	1	100	1	10	3	285	5936	1.22	2.91	100% 1330_hpr	habitatmap_stdized	habitatmap_stdized	13
KRGP032	KRG	Krekengebied	96853	219731	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7703	100% 1330_hpr	1	100	1	10	3	285	5936	1.78	3.4772	100% 1330_hpr	habitatmap_stdized	habitatmap_stdized	13
KRGP033	KRG	Krekengebied	96864	219737	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7703	100% 1330_hpr	1	100	1	10	3	285	5936	2.01	3.2917	100% 1330_hpr	habitatmap_stdized	habitatmap_stdized	13
KRGP035	KRG	Krekengebied	96875	219745	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7703	100% 1330_hpr	1	100	1	10	3	285	5936	1.97	3.3303	100% 1330_hpr	habitatmap_stdized	habitatmap_stdized	13
KRGP037	KRG	Krekengebied	93038	217746	VLD	Gevalideerd	P	Peilbuis/Piëzometer	37542	100% 7140_mrd	1	100	1	81	1	329	19927	1.5	2.531	100% 7140_mrd	habitatmap_stdized	habitatmap_stdized	11
KRGP106	KRG	Krekengebied	94333	217504	VLD	Gevalideerd	P	Peilbuis/Piëzometer	49234	100% rbbhc	1	100	1	68	3	329	6986	2.45	2.8	100% rbbhc	habitatmap_stdized	habitatmap_stdized	13
KRGP107	KRG	Krekengebied	102008	217400	VLD	Gevalideerd	P	Peilbuis/Piëzometer	7824	100% rbbzil	1	100	1	75	3	73	16013	1.39	2.49	100% rbbzil	habitatmap_stdized	habitatmap_stdized	13
KRZP001	KRZ	Kraanrijk	193818	189591	ENT	Ingegeven	P	Peilbuis/Piëzometer	47955	100% 6430,rbbhf	1	100	0	59	3	310	13496	1.29	17.896	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	13
KRZP001	KRZ	Kraanrijk	193818	189591	ENT	Ingegeven	P	Peilbuis/Piëzometer	47955	100% 6430,rbbhf	1	100	0	69	3	310	13496	1.29	17.896	100% 6430_hf,rbbhf	habitatmap_stdized + interpretation	habitatmap_stdized	13
KSVP003	KSV	Klein Schietveld	158484	228503	VLD	Gevalideerd	P	Peilbuis/Piëzometer	33538	100% 4010	1	100	1	38	3	734	13217	0.75	27.15	100% 4010	habitatmap_stdized	habitatmap_stdized	13
KSVP006	KSV	Klein Schietveld	158887	226366	VLD	Gevalideerd	P	Peilbuis/Piëzometer	35659	50% rbbso; 50% gh	1	50	1	110	3	990	11723	1.1	23.04	50% rbbso; 50% gh	habitatmap_stdized	habitatmap_stdized	13
KSVP007	KSV	Klein Schietveld	159129	226607	VLD	Gevalideerd	P	Peilbuis/Piëzometer	24223	100% 4010	1	100	1	38	3	990	4341	2.41	22.77	100% 4010	habitatmap_stdized	habitatmap_stdized	13
KSVP008	KSV	Klein Schietveld	158579	227095	VLD	Gevalideerd	P	Peilbuis/Piëzometer	22339	100% 4010	1	100	1	38	3	734	7516	1.18	24.75	100% 4010	habitatmap_stdized	habitatmap_stdized	13
KSVP009	KSV	Klein Schietveld	159182	227481	VLD	Gevalideerd	P	Peilbuis/Piëzometer	21794	100% 4010	1	100	1	38	3	734	2309	2.39	25.52	100% 4010	habitatmap_stdized	habitatmap_stdized	13
KSVP011	KSV	Klein Schietveld	158553	227614	VLD	Gevalideerd	P	Peilbuis/Piëzometer	10030	40% 3130_aom; 30% 4010; 30% 7150	2	30	1	38	3	734	7283	1.33	26	40% 3130_aom; 30% 4010; 30% 7150	habitatmap_stdized	habitatmap_stdized	13
KSVP011	KSV	Klein Schietveld	158553	227614	VLD	Gevalideerd	P	Peilbuis/Piëzometer	10030	40% 3130_aom; 30% 4010; 30% 7150	3	30	1	83	3	734	7283	1.33	26	40% 3130_aom; 30% 4010; 30% 7150	habitatmap_stdized	habitatmap_stdized	13
KSVP012	KSV	Klein Schietveld	158279	225421	VLD	Gevalideerd	P	Peilbuis/Piëzometer	10142	100% 4010	1	100	1	38	3	990	7200	1.03	19.71	100% 4010	habitatmap_stdized	habitatmap_stdized	13
KSVP014	KSV	Klein Schietveld	158447	225307	VLD	Gevalideerd	P	Peilbuis/Piëzometer	10145	70% 4010; 30% 4030	1	70	1	38	3	990	7783	2.03	19.22	70% 4010; 30% 4030	habitatmap_stdized	habitatmap_stdized	13
KSVP014	KSV	Klein Schietveld	158447	225307	VLD	Gevalideerd	P	Peilbuis/Piëzometer	10148	100% 4010	1	100	1	38	3	990	1584	2.03	19.22	100% 4010	habitatmap_stdized	habitatmap_stdized	13
KVSP001	KVS	Kreken van Salegem	133621	214778	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20643	40% 7140_meso; 30% gh; 20% rbbsf; 10% 91E0_vm	1	40	1	80	1	617	11151	1.075	1.606	40% 7140_meso; 30% gh; 20% rbbsf; 10% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
KVSP001	KVS	Kreken van Salegem	133621	214778	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20643	40% 7140_meso; 30% gh; 20% rbbsf; 10% 91E0_vm	3	20	1	109	3	617	11151	1.075	1.606	40% 7140_meso; 30% gh; 20% rbbsf; 10% 91E0_vm	habitatmap_stdized	habitatmap_stdized	13
KVSP001	KVS	Kreken van Salegem	133621	214778	VLD	Gevalideerd	P	Peilbuis/Piëzometer	20643	40% 7140_meso; 30% gh; 20% rbbsf; 10% 91E0_vm	4	10	1	104	1	617	11151	1.075	1.606	40% 7140_meso; 30% gh; 20% rbbsf; 10% 91E0_vm	habitatmap_stdized	habitatmap_stdized	11
LAAP002	LAA	Laambroeken	218209	189979	VLD	Gevalideerd	P	Peilbuis/Piëzometer	11302	80% gh; 15% rbbmr; 5% rbbhf	2	15	1	88	2	694	1315	2.2	39.807	80% gh; 15% rbbmr; 5% rbbhfl	habitatmap_stdized + interpretation	habitatmap_stdized	12
LAAP002	LAA	Laambroeken	218209	189979	VLD	Gevalideerd	P	Peilbuis/Piëzometer	11302	80% gh; 15% rbbmr; 5% rbbhf	3	5	1	70	3	694	1315	2.2	39.807	80% gh; 15% rbbmr; 5% rbbhfl	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	13
LAAP003	LAA	Laambroeken	218524	190066	VLD	Gevalideerd	P	Peilbuis/Piëzometer	5839	70% rbbhc; 20% rbbms; 5% 6410_ve; 5% 7140_meso	1	70	1	68	3	694	25938	2.06	40.583	70% rbbhc; 20% rbbms; 5% 6410_ve; 5% 7140_meso	habitatmap_stdized	habitatmap_stdized	13
LAAP003	LAA	Laambroeken	218524	190066	VLD	Gevalideerd	P	Peilbuis/Piëzometer	5839	70% rbbhc; 20% rbbms; 5% 6410_ve; 5% 7140_meso	2	20	1	89	2	694	25938	2.06	40.583	70% rbbhc; 20% rbbms; 5% 6410_ve; 5% 7140_meso	habitatmap_stdized	habitatmap_stdized	12
LAAP003	LAA	Laambroeken	218524	190066	VLD	Gevalideerd	P	Peilbuis/Piëzometer	5839	70% rbbhc; 20% rbbms; 5% 6410_ve; 5% 7140_meso	3	5	1	56	3	694	25938	2.06	40.583	70% rbbhc; 20% rbbms; 5% 6410_ve; 5% 7140_meso	habitatmap_stdized	habitatmap_stdized	13
LAAP003	LAA	Laambroeken	218524	190066	VLD	Gevalideerd	P	Peilbuis/Piëzometer	5839	70% rbbhc; 20% rbbms; 5% 6410_ve; 5% 7140_meso	4	5	1	80	1	694	25938	2.06	40.583	70% rbbhc; 20% rbbms; 5% 6410_ve; 5% 7140_meso	habitatmap_stdized	habitatmap_stdized	11
LATP011	LAT	Latemse Meersen	98349	190746	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46806	100% rbbhc	1	100	1	68	3	201	47577	2	6.65	100% rbbhc	habitatmap_stdized	habitatmap_stdized	13
LATP012	LAT	Latemse Meersen	98381	190767	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46806	100% rbbhc	1	100	1	68	3	201	47577	2	6.63	100% rbbhc	habitatmap_stdized	habitatmap_stdized	13
LATP013	LAT	Latemse Meersen	98421	190828	VLD	Gevalideerd	P	Peilbuis/Piëzometer	46806	100% rbbhc	1	100	1	68	3	201	47577	2	6.6	100% rbbhc	habitatmap_stdized	habitatmap_stdized	13
