loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	polygon_id	description_orig	patch_id	phab	certain	type	groupnr	rasterid	opp	filterdepth	soilsurf_ost	description	source.x	source.y	typegroup_name
WESP097	WES	Westhoek	23408	198956	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	2	28	1	17	4	177	89596	1.97	6.57	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP097	WES	Westhoek	23408	198956	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	3	5	1	23	4	177	89596	1.97	6.57	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP097	WES	Westhoek	23408	198956	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	4	2	1	15	5	177	89596	1.97	6.57	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	15
WESP102	WES	Westhoek	22816	198420	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19038	69% 2190; 15% 2130_hd; 10% 2160; 6% 2170	1	69	1	23	4	177	17650	2.705	6.35	69% 2190_overig; 15% 2130_hd; 10% 2160; 6% 2170	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP102	WES	Westhoek	22816	198420	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19038	69% 2190; 15% 2130_hd; 10% 2160; 6% 2170	2	15	1	15	5	177	17650	2.705	6.35	69% 2190_overig; 15% 2130_hd; 10% 2160; 6% 2170	habitatmap_stdized + interpretation	habitatmap_stdized	15
WESP102	WES	Westhoek	22816	198420	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19038	69% 2190; 15% 2130_hd; 10% 2160; 6% 2170	3	10	1	17	4	177	17650	2.705	6.35	69% 2190_overig; 15% 2130_hd; 10% 2160; 6% 2170	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP102	WES	Westhoek	22816	198420	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19038	69% 2190; 15% 2130_hd; 10% 2160; 6% 2170	4	6	1	18	4	177	17650	2.705	6.35	69% 2190_overig; 15% 2130_hd; 10% 2160; 6% 2170	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP102	WES	Westhoek	22816	198420	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19039	75% 2130_hd; 25% 2160	1	75	1	15	5	177	16077	2.705	6.35	75% 2130_hd; 25% 2160	habitatmap_stdized	habitatmap_stdized	15
WESP102	WES	Westhoek	22816	198420	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19039	75% 2130_hd; 25% 2160	2	25	1	17	4	177	16077	2.705	6.35	75% 2130_hd; 25% 2160	habitatmap_stdized	habitatmap_stdized	14
WESP102	WES	Westhoek	22816	198420	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19040	85% 2160; 15% 2190	1	85	1	17	4	177	2437	2.705	6.35	85% 2160; 15% 2190_overig	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP102	WES	Westhoek	22816	198420	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19040	85% 2160; 15% 2190	2	15	1	23	4	177	2437	2.705	6.35	85% 2160; 15% 2190_overig	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP111	WES	Westhoek	23304	198193	VLD	Gevalideerd	P	Peilbuis/Piëzometer	43817	83% 2190; 12% 2130_hd; 5% 2170	1	83	1	23	4	177	19138	1.6	5.39	83% 2190_overig; 12% 2130_hd; 5% 2170	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP111	WES	Westhoek	23304	198193	VLD	Gevalideerd	P	Peilbuis/Piëzometer	43817	83% 2190; 12% 2130_hd; 5% 2170	2	12	1	15	5	177	19138	1.6	5.39	83% 2190_overig; 12% 2130_hd; 5% 2170	habitatmap_stdized + interpretation	habitatmap_stdized	15
WESP111	WES	Westhoek	23304	198193	VLD	Gevalideerd	P	Peilbuis/Piëzometer	43817	83% 2190; 12% 2130_hd; 5% 2170	3	5	1	18	4	177	19138	1.6	5.39	83% 2190_overig; 12% 2130_hd; 5% 2170	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP119	WES	Westhoek	23171	198331	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32642	89% 2160; 7% 2180; 4% 2130_hd	1	89	1	17	4	177	85093	2.14	5.9	89% 2160; 7% 2180; 4% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP119	WES	Westhoek	23171	198331	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32642	89% 2160; 7% 2180; 4% 2130_hd	2	7	1	19	4	177	85093	2.14	5.9	89% 2160; 7% 2180; 4% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP119	WES	Westhoek	23171	198331	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32642	89% 2160; 7% 2180; 4% 2130_hd	3	4	1	15	5	177	85093	2.14	5.9	89% 2160; 7% 2180; 4% 2130_hd	habitatmap_stdized	habitatmap_stdized	15
WESP133	WES	Westhoek	22908	198998	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19106	45% 2170; 40% 2190; 15% 2160	1	45	1	18	4	177	2689	1.435	5.15	45% 2170; 40% 2190_overig; 15% 2160	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP133	WES	Westhoek	22908	198998	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19106	45% 2170; 40% 2190; 15% 2160	2	40	1	23	4	177	2689	1.435	5.15	45% 2170; 40% 2190_overig; 15% 2160	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP133	WES	Westhoek	22908	198998	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19106	45% 2170; 40% 2190; 15% 2160	3	15	1	17	4	177	2689	1.435	5.15	45% 2170; 40% 2190_overig; 15% 2160	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP133	WES	Westhoek	22908	198998	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31273	60% 2190; 22% 2170; 18% 2130_hd	1	60	1	23	4	177	60432	1.435	5.15	60% 2190_overig; 22% 2170; 18% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP133	WES	Westhoek	22908	198998	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31273	60% 2190; 22% 2170; 18% 2130_hd	2	22	1	18	4	177	60432	1.435	5.15	60% 2190_overig; 22% 2170; 18% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP133	WES	Westhoek	22908	198998	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31273	60% 2190; 22% 2170; 18% 2130_hd	3	18	1	15	5	177	60432	1.435	5.15	60% 2190_overig; 22% 2170; 18% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	15
WESP134	WES	Westhoek	22885	198920	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	1	89	1	17	4	177	63727	0.9	5.69	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP134	WES	Westhoek	22885	198920	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	2	6	1	18	4	177	63727	0.9	5.69	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP134	WES	Westhoek	22885	198920	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	3	5	1	15	5	177	63727	0.9	5.69	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	15
WESP136	WES	Westhoek	23316	199694	ENT	Ingegeven	P	Peilbuis/Piëzometer	30967	84% 2120; 10% 2160; 6% 2130_hd	2	10	1	17	4	177	64422	2.77	5.85	84% 2120; 10% 2160; 6% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP136	WES	Westhoek	23316	199694	ENT	Ingegeven	P	Peilbuis/Piëzometer	30967	84% 2120; 10% 2160; 6% 2130_hd	3	6	1	15	5	177	64422	2.77	5.85	84% 2120; 10% 2160; 6% 2130_hd	habitatmap_stdized	habitatmap_stdized	15
WESP179	WES	Westhoek	23911	198176	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19077	70% 2170; 30% 2160	1	70	1	18	4	177	4020	1.68	5.326	70% 2170; 30% 2160	habitatmap_stdized	habitatmap_stdized	14
WESP179	WES	Westhoek	23911	198176	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19077	70% 2170; 30% 2160	2	30	1	17	4	177	4020	1.68	5.326	70% 2170; 30% 2160	habitatmap_stdized	habitatmap_stdized	14
WESP181	WES	Westhoek	23659	198172	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32355	70% 2130_hd; 30% 2160	1	70	1	15	5	177	2380	2.47	5.91	70% 2130_hd; 30% 2160	habitatmap_stdized	habitatmap_stdized	15
WESP181	WES	Westhoek	23659	198172	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32355	70% 2130_hd; 30% 2160	2	30	1	17	4	177	2380	2.47	5.91	70% 2130_hd; 30% 2160	habitatmap_stdized	habitatmap_stdized	14
WESP181	WES	Westhoek	23659	198172	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32376	94% 2160; 3% 2180; 3% 2130_hd	1	94	1	17	4	177	936517	2.47	5.91	94% 2160; 3% 2180; 3% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP181	WES	Westhoek	23659	198172	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32376	94% 2160; 3% 2180; 3% 2130_hd	2	3	1	19	4	177	936517	2.47	5.91	94% 2160; 3% 2180; 3% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP181	WES	Westhoek	23659	198172	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32376	94% 2160; 3% 2180; 3% 2130_hd	3	3	1	15	5	177	936517	2.47	5.91	94% 2160; 3% 2180; 3% 2130_hd	habitatmap_stdized	habitatmap_stdized	15
WESP188	WES	Westhoek	22673	198394	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19038	69% 2190; 15% 2130_hd; 10% 2160; 6% 2170	1	69	1	23	4	177	17650	1.25	6.68	69% 2190_overig; 15% 2130_hd; 10% 2160; 6% 2170	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP188	WES	Westhoek	22673	198394	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19038	69% 2190; 15% 2130_hd; 10% 2160; 6% 2170	2	15	1	15	5	177	17650	1.25	6.68	69% 2190_overig; 15% 2130_hd; 10% 2160; 6% 2170	habitatmap_stdized + interpretation	habitatmap_stdized	15
WESP188	WES	Westhoek	22673	198394	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19038	69% 2190; 15% 2130_hd; 10% 2160; 6% 2170	3	10	1	17	4	177	17650	1.25	6.68	69% 2190_overig; 15% 2130_hd; 10% 2160; 6% 2170	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP188	WES	Westhoek	22673	198394	VLD	Gevalideerd	P	Peilbuis/Piëzometer	19038	69% 2190; 15% 2130_hd; 10% 2160; 6% 2170	4	6	1	18	4	177	17650	1.25	6.68	69% 2190_overig; 15% 2130_hd; 10% 2160; 6% 2170	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP302	WES	Westhoek	23338	199132	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	1	65	1	18	4	177	89596	1.75	5.38	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP302	WES	Westhoek	23338	199132	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	2	28	1	17	4	177	89596	1.75	5.38	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP302	WES	Westhoek	23338	199132	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	3	5	1	23	4	177	89596	1.75	5.38	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP302	WES	Westhoek	23338	199132	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	4	2	1	15	5	177	89596	1.75	5.38	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	15
WESP901	WES	Westhoek	23039	198910	VLD	Gevalideerd	P	Peilbuis/Piëzometer	41218	67% 2170; 33% 2160	1	67	1	18	4	177	1864	1.495	5.59	67% 2170; 33% 2160	habitatmap_stdized	habitatmap_stdized	14
WESP901	WES	Westhoek	23039	198910	VLD	Gevalideerd	P	Peilbuis/Piëzometer	41218	67% 2170; 33% 2160	2	33	1	17	4	177	1864	1.495	5.59	67% 2170; 33% 2160	habitatmap_stdized	habitatmap_stdized	14
WESP902	WES	Westhoek	23099	198969	VLD	Gevalideerd	P	Peilbuis/Piëzometer	18760	65% 2190; 30% 2170; 5% 2160	1	65	1	23	4	177	4475	1.35	5.337	65% 2190_overig; 30% 2170; 5% 2160	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP902	WES	Westhoek	23099	198969	VLD	Gevalideerd	P	Peilbuis/Piëzometer	18760	65% 2190; 30% 2170; 5% 2160	2	30	1	18	4	177	4475	1.35	5.337	65% 2190_overig; 30% 2170; 5% 2160	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP902	WES	Westhoek	23099	198969	VLD	Gevalideerd	P	Peilbuis/Piëzometer	18760	65% 2190; 30% 2170; 5% 2160	3	5	1	17	4	177	4475	1.35	5.337	65% 2190_overig; 30% 2170; 5% 2160	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP903	WES	Westhoek	23472	199037	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32624	41% 2190; 34% 2170; 15% 2160; 10% 2130_hd	1	41	1	23	4	177	7683	1.79	5.618	41% 2190_overig; 34% 2170; 15% 2160; 10% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP903	WES	Westhoek	23472	199037	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32624	41% 2190; 34% 2170; 15% 2160; 10% 2130_hd	2	34	1	18	4	177	7683	1.79	5.618	41% 2190_overig; 34% 2170; 15% 2160; 10% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP903	WES	Westhoek	23472	199037	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32624	41% 2190; 34% 2170; 15% 2160; 10% 2130_hd	3	15	1	17	4	177	7683	1.79	5.618	41% 2190_overig; 34% 2170; 15% 2160; 10% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP903	WES	Westhoek	23472	199037	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32624	41% 2190; 34% 2170; 15% 2160; 10% 2130_hd	4	10	1	15	5	177	7683	1.79	5.618	41% 2190_overig; 34% 2170; 15% 2160; 10% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	15
WESP904	WES	Westhoek	23243	199141	VLD	Gevalideerd	P	Peilbuis/Piëzometer	18843	75% 2190; 25% 2170	1	75	1	23	4	177	3898	1.97	5.223	75% 2190_overig; 25% 2170	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP904	WES	Westhoek	23243	199141	VLD	Gevalideerd	P	Peilbuis/Piëzometer	18843	75% 2190; 25% 2170	2	25	1	18	4	177	3898	1.97	5.223	75% 2190_overig; 25% 2170	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP905	WES	Westhoek	23247	199129	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	1	65	1	18	4	177	89596	1.03	5.318	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP905	WES	Westhoek	23247	199129	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	2	28	1	17	4	177	89596	1.03	5.318	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP905	WES	Westhoek	23247	199129	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	3	5	1	23	4	177	89596	1.03	5.318	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP905	WES	Westhoek	23247	199129	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	4	2	1	15	5	177	89596	1.03	5.318	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	15
WESP906	WES	Westhoek	23034	199198	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32645	95% 2160; 5% 2170	1	95	1	17	4	177	407326	1.9	5.473	95% 2160; 5% 2170	habitatmap_stdized	habitatmap_stdized	14
WESP906	WES	Westhoek	23034	199198	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32645	95% 2160; 5% 2170	2	5	1	18	4	177	407326	1.9	5.473	95% 2160; 5% 2170	habitatmap_stdized	habitatmap_stdized	14
WESP907	WES	Westhoek	22923	199149	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32645	95% 2160; 5% 2170	1	95	1	17	4	177	407326	2.54	5.504	95% 2160; 5% 2170	habitatmap_stdized	habitatmap_stdized	14
WESP907	WES	Westhoek	22923	199149	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32645	95% 2160; 5% 2170	2	5	1	18	4	177	407326	2.54	5.504	95% 2160; 5% 2170	habitatmap_stdized	habitatmap_stdized	14
WESP908	WES	Westhoek	22848	198864	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	1	89	1	17	4	177	63727	1.07	5.366	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP908	WES	Westhoek	22848	198864	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	2	6	1	18	4	177	63727	1.07	5.366	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP908	WES	Westhoek	22848	198864	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	3	5	1	15	5	177	63727	1.07	5.366	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	15
WESP909	WES	Westhoek	23322	199013	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	1	65	1	18	4	177	89596	1.75	5.718	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP909	WES	Westhoek	23322	199013	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	2	28	1	17	4	177	89596	1.75	5.718	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP909	WES	Westhoek	23322	199013	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	3	5	1	23	4	177	89596	1.75	5.718	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP909	WES	Westhoek	23322	199013	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	4	2	1	15	5	177	89596	1.75	5.718	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	15
WESP910	WES	Westhoek	22667	198881	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	1	89	1	17	4	177	63727	1.47	5.457	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP910	WES	Westhoek	22667	198881	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	2	6	1	18	4	177	63727	1.47	5.457	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP910	WES	Westhoek	22667	198881	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	3	5	1	15	5	177	63727	1.47	5.457	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	15
WESP911	WES	Westhoek	22901	198832	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	1	89	1	17	4	177	63727	2.48	6.015	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP911	WES	Westhoek	22901	198832	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	2	6	1	18	4	177	63727	2.48	6.015	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP911	WES	Westhoek	22901	198832	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	3	5	1	15	5	177	63727	2.48	6.015	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	15
WESP912	WES	Westhoek	23043	198754	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	1	89	1	17	4	177	63727	1.035	5.4	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP912	WES	Westhoek	23043	198754	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	2	6	1	18	4	177	63727	1.035	5.4	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	14
WESP912	WES	Westhoek	23043	198754	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31113	89% 2160; 6% 2170; 5% 2130_hd	3	5	1	15	5	177	63727	1.035	5.4	89% 2160; 6% 2170; 5% 2130_hd	habitatmap_stdized	habitatmap_stdized	15
WESP913	WES	Westhoek	23080	198693	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32601	70% 2160; 30% 2170	1	70	1	17	4	177	9155	2.3	6.305	70% 2160; 30% 2170	habitatmap_stdized	habitatmap_stdized	14
WESP913	WES	Westhoek	23080	198693	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32601	70% 2160; 30% 2170	2	30	1	18	4	177	9155	2.3	6.305	70% 2160; 30% 2170	habitatmap_stdized	habitatmap_stdized	14
WESP914	WES	Westhoek	23406	199039	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31094	68% 2190; 23% 2170; 5% 2160; 4% 2130_hd	1	68	1	23	4	177	11864	1.485	5.404	68% 2190_overig; 23% 2170; 5% 2160; 4% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP914	WES	Westhoek	23406	199039	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31094	68% 2190; 23% 2170; 5% 2160; 4% 2130_hd	2	23	1	18	4	177	11864	1.485	5.404	68% 2190_overig; 23% 2170; 5% 2160; 4% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP914	WES	Westhoek	23406	199039	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31094	68% 2190; 23% 2170; 5% 2160; 4% 2130_hd	3	5	1	17	4	177	11864	1.485	5.404	68% 2190_overig; 23% 2170; 5% 2160; 4% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP914	WES	Westhoek	23406	199039	VLD	Gevalideerd	P	Peilbuis/Piëzometer	31094	68% 2190; 23% 2170; 5% 2160; 4% 2130_hd	4	4	1	15	5	177	11864	1.485	5.404	68% 2190_overig; 23% 2170; 5% 2160; 4% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	15
WESP915	WES	Westhoek	23454	199076	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	1	65	1	18	4	177	89596	1.12	5.429	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP915	WES	Westhoek	23454	199076	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	2	28	1	17	4	177	89596	1.12	5.429	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP915	WES	Westhoek	23454	199076	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	3	5	1	23	4	177	89596	1.12	5.429	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP915	WES	Westhoek	23454	199076	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	4	2	1	15	5	177	89596	1.12	5.429	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	15
WESP916	WES	Westhoek	23403	199145	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	1	65	1	18	4	177	89596	1.155	5.493	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP916	WES	Westhoek	23403	199145	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	2	28	1	17	4	177	89596	1.155	5.493	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	14
WESP916	WES	Westhoek	23403	199145	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	3	5	1	23	4	177	89596	1.155	5.493	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized + interpretation	14
WESP916	WES	Westhoek	23403	199145	VLD	Gevalideerd	P	Peilbuis/Piëzometer	32636	65% 2170; 28% 2160; 5% 2190; 2% 2130_hd	4	2	1	15	5	177	89596	1.155	5.493	65% 2170; 28% 2160; 5% 2190_overig; 2% 2130_hd	habitatmap_stdized + interpretation	habitatmap_stdized	15
