loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	filterdepth	soilsurf_ost	polygon_id	description_orig	description	source.x	patch_id	phab	certain	type	source.y	groupnr	typegroup_name	rasterid	opp
DYLP055	DYL	Dijlevallei	169505	167935	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.15	27.707	44978	70% rbbhc; 30% 6430,rbbhf	4165	2	1	70	1	68	habitatmap_stdized	3	13	582	5031
DYLP055	DYL	Dijlevallei	169505	167935	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.15	27.707	44978	70% rbbhc; 30% 6430,rbbhf	4165	2	2	30	0	59	habitatmap_stdized + interpretation	3	13	582	5031
DYLP055	DYL	Dijlevallei	169505	167935	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.15	27.707	44978	70% rbbhc; 30% 6430,rbbhf	4165	2	2	30	0	69	habitatmap_stdized	3	13	582	5031
DYLP056	DYL	Dijlevallei	169820	167894	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	28.09	44206	70% rbbsp; 30% rbbmc; 0% 91E0_va	4428	1	2	30	1	87	habitatmap_stdized	2	12	582	3685
DYLP056	DYL	Dijlevallei	169820	167894	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	28.09	44206	70% rbbsp; 30% rbbmc; 0% 91E0_va	4428	1	3	0	1	102	habitatmap_stdized	4	14	582	3685
DYLP056	DYL	Dijlevallei	169820	167894	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	28.09	49532	100% rbbmc	288	1	1	100	1	87	habitatmap_stdized	2	12	582	6315
DYLP058	DYL	Dijlevallei	169641	167380	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.2	28.27	41937	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	582	6233
DYLP059	DYL	Dijlevallei	169705	167400	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.76	28.11	7940	70% rbbmr; 30% rbbsf	4325	1	1	70	1	88	habitatmap_stdized	2	12	582	24938
DYLP059	DYL	Dijlevallei	169705	167400	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.76	28.11	7940	70% rbbmr; 30% rbbsf	4325	1	2	30	1	109	habitatmap_stdized	3	13	582	24938
DYLP063	DYL	Dijlevallei	169628	167768	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	0.972	26.862	2502	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	582	6559
DYLP063	DYL	Dijlevallei	169628	167768	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	0.972	26.862	2503	70% rbbmc; 30% rbbmr	4272	1	1	70	1	87	habitatmap_stdized	2	12	582	8732
DYLP063	DYL	Dijlevallei	169628	167768	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	0.972	26.862	2503	70% rbbmc; 30% rbbmr	4272	1	2	30	1	88	habitatmap_stdized	2	12	582	8732
DYLP064	DYL	Dijlevallei	169296	166832	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	27.39	2713	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	262	2912
DYLP065	DYL	Dijlevallei	169380	167178	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.85	27.67	40640	70% 6430,rbbhf; 30% gh	3463	2	1	70	0	59	habitatmap_stdized + interpretation	3	13	262	5059
DYLP065	DYL	Dijlevallei	169380	167178	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.85	27.67	40640	70% 6430,rbbhf; 30% gh	3463	2	1	70	0	69	habitatmap_stdized	3	13	262	5059
DYLP066	DYL	Dijlevallei	169359	167629	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.355	27.435	742	100% 6430,rbbhf	125	2	1	100	0	59	habitatmap_stdized + interpretation	3	13	262	5672
DYLP066	DYL	Dijlevallei	169359	167629	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.355	27.435	742	100% 6430,rbbhf	125	2	1	100	0	69	habitatmap_stdized	3	13	262	5672
DYLP070	DYL	Dijlevallei	169294	167490	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.79	27.84	2925	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	262	1671
DYLP070	DYL	Dijlevallei	169294	167490	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.79	27.84	40680	70% 6430,rbbhf; 30% gh	3463	2	1	70	0	59	habitatmap_stdized + interpretation	3	13	262	5997
DYLP070	DYL	Dijlevallei	169294	167490	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.79	27.84	40680	70% 6430,rbbhf; 30% gh	3463	2	1	70	0	69	habitatmap_stdized	3	13	262	5997
DYLP071	DYL	Dijlevallei	169297	167489	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.61	27.65	2925	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	262	1671
DYLP071	DYL	Dijlevallei	169297	167489	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.61	27.65	40680	70% 6430,rbbhf; 30% gh	3463	2	1	70	0	59	habitatmap_stdized + interpretation	3	13	262	5997
DYLP071	DYL	Dijlevallei	169297	167489	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.61	27.65	40680	70% 6430,rbbhf; 30% gh	3463	2	1	70	0	69	habitatmap_stdized	3	13	262	5997
DYLP072	DYL	Dijlevallei	169307	167493	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.76	27.55	2925	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	262	1671
DYLP072	DYL	Dijlevallei	169307	167493	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.76	27.55	40680	70% 6430,rbbhf; 30% gh	3463	2	1	70	0	59	habitatmap_stdized + interpretation	3	13	262	5997
DYLP072	DYL	Dijlevallei	169307	167493	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.76	27.55	40680	70% 6430,rbbhf; 30% gh	3463	2	1	70	0	69	habitatmap_stdized	3	13	262	5997
DYLP073	DYL	Dijlevallei	169323	167496	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.76	27.61	2925	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	262	1671
DYLP073	DYL	Dijlevallei	169323	167496	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.76	27.61	40680	70% 6430,rbbhf; 30% gh	3463	2	1	70	0	59	habitatmap_stdized + interpretation	3	13	262	5997
DYLP073	DYL	Dijlevallei	169323	167496	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.76	27.61	40680	70% 6430,rbbhf; 30% gh	3463	2	1	70	0	69	habitatmap_stdized	3	13	262	5997
DYLP080	DYL	Dijlevallei	169130	167736	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.93	27.74	704	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	262	29809
DYLP080	DYL	Dijlevallei	169130	167736	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.93	27.74	713	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	262	8422
DYLP081	DYL	Dijlevallei	169188	167724	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.06	27.36	713	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	262	8422
DYLP081	DYL	Dijlevallei	169188	167724	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.06	27.36	755	70% gh; 30% rbbhc	4073	1	2	30	1	68	habitatmap_stdized	3	13	262	4362
DYLP082	DYL	Dijlevallei	169045	167592	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.8	28.73	704	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	262	29809
DYLP083	DYL	Dijlevallei	169131	167557	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.96	28	704	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	262	29809
DYLP085	DYL	Dijlevallei	169055	166957	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.42	26.9	725	80% gh; 20% rbbsf	5143	1	2	20	1	109	habitatmap_stdized	3	13	262	24214
DYLP085	DYL	Dijlevallei	169055	166957	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.42	26.9	730	70% rbbhc; 30% gh	4176	1	1	70	1	68	habitatmap_stdized	3	13	262	9942
DYLP085	DYL	Dijlevallei	169055	166957	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.42	26.9	2701	100% rbbmr	292	1	1	100	1	88	habitatmap_stdized	2	12	262	10682
DYLP086	DYL	Dijlevallei	168957	166994	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.86	27.98	62496	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	262	27429
DYLP087	DYL	Dijlevallei	169145	166917	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.11	27.4	2374	60% rbbhc; 20% gh; 20% 6430,rbbhf	2654	2	1	60	1	68	habitatmap_stdized	3	13	262	20106
DYLP087	DYL	Dijlevallei	169145	166917	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.11	27.4	2374	60% rbbhc; 20% gh; 20% 6430,rbbhf	2654	2	3	20	0	59	habitatmap_stdized + interpretation	3	13	262	20106
DYLP087	DYL	Dijlevallei	169145	166917	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.11	27.4	2374	60% rbbhc; 20% gh; 20% 6430,rbbhf	2654	2	3	20	0	69	habitatmap_stdized	3	13	262	20106
DYLP087	DYL	Dijlevallei	169145	166917	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.11	27.4	2701	100% rbbmr	292	1	1	100	1	88	habitatmap_stdized	2	12	262	10682
DYLP090	DYL	Dijlevallei	169171	167071	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.54	27.11	2374	60% rbbhc; 20% gh; 20% 6430,rbbhf	2654	2	1	60	1	68	habitatmap_stdized	3	13	262	20106
DYLP090	DYL	Dijlevallei	169171	167071	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.54	27.11	2374	60% rbbhc; 20% gh; 20% 6430,rbbhf	2654	2	3	20	0	59	habitatmap_stdized + interpretation	3	13	262	20106
DYLP090	DYL	Dijlevallei	169171	167071	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.54	27.11	2374	60% rbbhc; 20% gh; 20% 6430,rbbhf	2654	2	3	20	0	69	habitatmap_stdized	3	13	262	20106
DYLP096	DYL	Dijlevallei	169526	166614	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.25	28.61	48039	70% 6430,rbbhf; 30% rbbmr	3469	2	1	70	0	59	habitatmap_stdized + interpretation	3	13	582	9755
DYLP096	DYL	Dijlevallei	169526	166614	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.25	28.61	48039	70% 6430,rbbhf; 30% rbbmr	3469	2	1	70	0	69	habitatmap_stdized	3	13	582	9755
DYLP096	DYL	Dijlevallei	169526	166614	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.25	28.61	48039	70% 6430,rbbhf; 30% rbbmr	3469	2	2	30	1	88	habitatmap_stdized	2	12	582	9755
DYLP097	DYL	Dijlevallei	168685	166943	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.22	29.81	47270	70% gh; 30% 91E0_va	4061	1	2	30	1	102	habitatmap_stdized	4	14	262	3165
DYLP098	DYL	Dijlevallei	168836	166696	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	27.226	48080	100% 6430,rbbhf	125	2	1	100	0	59	habitatmap_stdized + interpretation	3	13	262	10137
DYLP098	DYL	Dijlevallei	168836	166696	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	27.226	48080	100% 6430,rbbhf	125	2	1	100	0	69	habitatmap_stdized	3	13	262	10137
DYLP099	DYL	Dijlevallei	168981	166780	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.49	27.252	754	100% 6430,rbbhf	125	2	1	100	0	59	habitatmap_stdized + interpretation	3	13	262	4043
DYLP099	DYL	Dijlevallei	168981	166780	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.49	27.252	754	100% 6430,rbbhf	125	2	1	100	0	69	habitatmap_stdized	3	13	262	4043
DYLP104	DYL	Dijlevallei	169342	166912	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.56	26.9	2495	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	262	5829
DYLP104	DYL	Dijlevallei	169342	166912	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.56	26.9	48252	100% 6430,rbbhf	125	2	1	100	0	59	habitatmap_stdized + interpretation	3	13	262	8586
DYLP104	DYL	Dijlevallei	169342	166912	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.56	26.9	48252	100% 6430,rbbhf	125	2	1	100	0	69	habitatmap_stdized	3	13	262	8586
DYLP107	DYL	Dijlevallei	169768	169295	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.07	26.45	43438	70% gh; 30% rbbmc	4090	1	2	30	1	87	habitatmap_stdized	2	12	582	5225
DYLP108	DYL	Dijlevallei	169602	169321	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.92	25.42	7057	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	582	10867
DYLP109	DYL	Dijlevallei	169049	168137	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.97	28.13	865	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	262	163041
DYLP110	DYL	Dijlevallei	168864	168173	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.98	28.17	865	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	262	163041
DYLP112	DYL	Dijlevallei	169614	169718	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.24	25.94	47870	100% rbbmr	292	1	1	100	1	88	habitatmap_stdized	2	12	646	4435
DYLP115	DYL	Dijlevallei	169827	169475	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.05	25.25	59138	70% rbbhc,bos; 30% 91E0_va	4135	1	2	30	1	102	habitatmap_stdized	4	14	646	4032
DYLP121	DYL	Dijlevallei	170301	170378	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.15	25.3	2679	70% gh; 20% rbbmr; 10% rbbhc	3954	1	2	20	1	88	habitatmap_stdized	2	12	646	12144
DYLP121	DYL	Dijlevallei	170301	170378	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.15	25.3	2679	70% gh; 20% rbbmr; 10% rbbhc	3954	1	3	10	1	68	habitatmap_stdized	3	13	646	12144
DYLP121	DYL	Dijlevallei	170301	170378	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.15	25.3	57237	100% rbbmr	292	1	1	100	1	88	habitatmap_stdized	2	12	646	22490
DYLP122	DYL	Dijlevallei	171515	171858	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.3	25.23	2372	70% rbbmr; 30% 6430,rbbhf	4307	2	1	70	1	88	habitatmap_stdized	2	12	646	18424
DYLP122	DYL	Dijlevallei	171515	171858	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.3	25.23	2372	70% rbbmr; 30% 6430,rbbhf	4307	2	2	30	0	59	habitatmap_stdized + interpretation	3	13	646	18424
DYLP122	DYL	Dijlevallei	171515	171858	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.3	25.23	2372	70% rbbmr; 30% 6430,rbbhf	4307	2	2	30	0	69	habitatmap_stdized	3	13	646	18424
DYLP123	DYL	Dijlevallei	171295	171439	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.05	24.04	2501	90% gh; 10% 91E0_va	5734	1	2	10	1	102	habitatmap_stdized	4	14	646	18585
DYLP126	DYL	Dijlevallei	170903	171624	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.16	23.17	3104	70% gh; 30% rbbmr	4091	1	2	30	1	88	habitatmap_stdized	2	12	646	17725
DYLP127	DYL	Dijlevallei	170625	171702	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.32	23.69	2918	70% 91E0_vm; 30% 91E0_vn	3798	1	1	70	1	104	habitatmap_stdized	1	11	646	66034
DYLP127	DYL	Dijlevallei	170625	171702	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.32	23.69	2918	70% 91E0_vm; 30% 91E0_vn	3798	1	2	30	1	105	habitatmap_stdized	3	13	646	66034
DYLP127	DYL	Dijlevallei	170625	171702	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.32	23.69	3223	90% 91E0_vn; 10% 91E0_va	5674	1	1	90	1	105	habitatmap_stdized	3	13	646	77477
DYLP127	DYL	Dijlevallei	170625	171702	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.32	23.69	3223	90% 91E0_vn; 10% 91E0_va	5674	1	2	10	1	102	habitatmap_stdized	4	14	646	77477
DYLP128	DYL	Dijlevallei	171038	171936	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.14	23.53	2967	60% 91E0_vn; 40% 91E0_va	2272	1	1	60	1	105	habitatmap_stdized	3	13	646	31335
DYLP128	DYL	Dijlevallei	171038	171936	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.14	23.53	2967	60% 91E0_vn; 40% 91E0_va	2272	1	2	40	1	102	habitatmap_stdized	4	14	646	31335
DYLP130	DYL	Dijlevallei	170652	171050	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.01	24.86	65094	80% gh; 20% 6430,rbbhf	5100	2	2	20	0	59	habitatmap_stdized + interpretation	3	13	646	76459
DYLP130	DYL	Dijlevallei	170652	171050	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.01	24.86	65094	80% gh; 20% 6430,rbbhf	5100	2	2	20	0	69	habitatmap_stdized	3	13	646	76459
DYLP132	DYL	Dijlevallei	170195	171238	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.84	23.47	3152	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	646	44489
DYLP139	DYL	Dijlevallei	169209	169293	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.14	25.95	60166	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	262	19484
DYLP154	DYL	Dijlevallei	169607	166997	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.49	28.28	2738	100% 6430,rbbhf	125	2	1	100	0	59	habitatmap_stdized + interpretation	3	13	582	14308
DYLP154	DYL	Dijlevallei	169607	166997	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.49	28.28	2738	100% 6430,rbbhf	125	2	1	100	0	69	habitatmap_stdized	3	13	582	14308
DYLP155	DYL	Dijlevallei	169638	166609	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.87	27.88	48039	70% 6430,rbbhf; 30% rbbmr	3469	2	1	70	0	59	habitatmap_stdized + interpretation	3	13	582	9755
DYLP155	DYL	Dijlevallei	169638	166609	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.87	27.88	48039	70% 6430,rbbhf; 30% rbbmr	3469	2	1	70	0	69	habitatmap_stdized	3	13	582	9755
DYLP155	DYL	Dijlevallei	169638	166609	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.87	27.88	48039	70% 6430,rbbhf; 30% rbbmr	3469	2	2	30	1	88	habitatmap_stdized	2	12	582	9755
DYLP156	DYL	Dijlevallei	169478	166091	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.99	28.432	5184	100% rbbhc	255	1	1	100	1	68	habitatmap_stdized	3	13	262	5998
DYLP156	DYL	Dijlevallei	169478	166091	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.99	28.432	32525	70% rbbsf; 30% 6430,rbbhf	4357	2	1	70	1	109	habitatmap_stdized	3	13	262	1402
DYLP156	DYL	Dijlevallei	169478	166091	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.99	28.432	32525	70% rbbsf; 30% 6430,rbbhf	4357	2	2	30	0	59	habitatmap_stdized + interpretation	3	13	262	1402
DYLP156	DYL	Dijlevallei	169478	166091	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.99	28.432	32525	70% rbbsf; 30% 6430,rbbhf	4357	2	2	30	0	69	habitatmap_stdized	3	13	262	1402
DYLP157	DYL	Dijlevallei	169469	166259	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	28.05	2373	70% rbbmr; 30% rbbsf	4325	1	1	70	1	88	habitatmap_stdized	2	12	262	14308
DYLP157	DYL	Dijlevallei	169469	166259	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	28.05	2373	70% rbbmr; 30% rbbsf	4325	1	2	30	1	109	habitatmap_stdized	3	13	262	14308
DYLP159	DYL	Dijlevallei	169361	168086	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.88	27.37	875	100% 6430,rbbhf	125	2	1	100	0	59	habitatmap_stdized + interpretation	3	13	262	48558
DYLP159	DYL	Dijlevallei	169361	168086	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.88	27.37	875	100% 6430,rbbhf	125	2	1	100	0	69	habitatmap_stdized	3	13	262	48558
DYLP160	DYL	Dijlevallei	169594	168414	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.31	26.77	49169	70% 6430,rbbhf,bos; 30% rbbmr	3444	2	2	30	1	88	habitatmap_stdized	2	12	582	37153
DYLP162	DYL	Dijlevallei	170716	172051	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.18	24.72	2999	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	646	15342
DYLP168	DYL	Dijlevallei	171178	172123	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.88	23.84	10712	70% 91E0_va; 30% 9160	3741	1	1	70	1	102	habitatmap_stdized	4	14	646	27649
DYLP168	DYL	Dijlevallei	171178	172123	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.88	23.84	10712	70% 91E0_va; 30% 9160	3741	1	2	30	1	98	habitatmap_stdized	4	14	646	27649
DYLP200	DYL	Dijlevallei	170164	171139	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	2.7	24.18	3152	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	646	44489
DYLP224	DYL	Dijlevallei	170317	170399	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.99	25.013	57237	100% rbbmr	292	1	1	100	1	88	habitatmap_stdized	2	12	646	22490
DYLP225	DYL	Dijlevallei	169669	170009	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.26	25.979	9112	80% gh; 20% rbbhc	5129	1	2	20	1	68	habitatmap_stdized	3	13	646	12983
EENP001	EEN	De Eenbes	118638	204365	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.612	5.192	19960	100% 91E0_vn	240	1	1	100	1	105	habitatmap_stdized	3	13	265	6326
EENP002	EEN	De Eenbes	117758	204208	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.56	5.554	15863	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	265	11271
EENP003	EEN	De Eenbes	117549	204202	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.55	5.472	15849	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	265	11360
EENP016	EEN	De Eenbes	117759	204208	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.98	4.743	15863	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	265	11271
EENP017	EEN	De Eenbes	117763	204272	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.59	4.881	15863	100% 91E0_va	219	1	1	100	1	102	habitatmap_stdized	4	14	265	11271
EEUP013	EEU	Eeuwenhout	37489	163190	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.995	65.292	20144	50% gh; 30% rbbha; 20% rbbhc	1106	1	3	20	1	68	habitatmap_stdized	3	13	273	18118
EEUP018	EEU	Eeuwenhout	37256	163444	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	0.8	55.27	22636	70% rbbhc; 20% gh; 10% rbbsp	4148	1	1	70	1	68	habitatmap_stdized	3	13	273	881
EGOP001	EGO	Egoven	213202	160330	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.01	75.061	66217	70% rbbhc; 20% 6510_hu; 10% rbbmc	4144	1	1	70	1	68	habitatmap_stdized	3	13	550	1822
EGOP001	EGO	Egoven	213202	160330	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.01	75.061	66217	70% rbbhc; 20% 6510_hu; 10% rbbmc	4144	1	3	10	1	87	habitatmap_stdized	2	12	550	1822
EGOP002	EGO	Egoven	213233	160406	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.08	74.148	2850	100% rbbsf	304	1	1	100	1	109	habitatmap_stdized	3	13	550	2344
EGOP002	EGO	Egoven	213233	160406	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.08	74.148	9151	40% rbbmr; 30% rbbhf; 30% rbbmc	601	1	1	40	1	88	habitatmap_stdized	2	12	550	11502
EGOP002	EGO	Egoven	213233	160406	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.08	74.148	9151	40% rbbmr; 30% rbbhf; 30% rbbmc	601	1	2	30	1	69	habitatmap_stdized	3	13	550	11502
EGOP002	EGO	Egoven	213233	160406	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.08	74.148	9151	40% rbbmr; 30% rbbhf; 30% rbbmc	601	1	3	30	1	87	habitatmap_stdized	2	12	550	11502
EGOP003	EGO	Egoven	213299	160511	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.14	72.574	7791	40% rbbmc; 30% rbbhf; 30% gh	583	1	1	40	1	87	habitatmap_stdized	2	12	550	56938
EGOP003	EGO	Egoven	213299	160511	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.14	72.574	7791	40% rbbmc; 30% rbbhf; 30% gh	583	1	2	30	1	69	habitatmap_stdized	3	13	550	56938
EGOP004	EGO	Egoven	213330	160557	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.68	71.308	7791	40% rbbmc; 30% rbbhf; 30% gh	583	1	1	40	1	87	habitatmap_stdized	2	12	550	56938
EGOP004	EGO	Egoven	213330	160557	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.68	71.308	7791	40% rbbmc; 30% rbbhf; 30% gh	583	1	2	30	1	69	habitatmap_stdized	3	13	550	56938
EGOP005	EGO	Egoven	213337	160580	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.63	71.064	7791	40% rbbmc; 30% rbbhf; 30% gh	583	1	1	40	1	87	habitatmap_stdized	2	12	550	56938
EGOP005	EGO	Egoven	213337	160580	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.63	71.064	7791	40% rbbmc; 30% rbbhf; 30% gh	583	1	2	30	1	69	habitatmap_stdized	3	13	550	56938
