loc_code
BRSP008
BTRP001
COOP001
DPBP007
DYLP037
DYLP109
HAGP019
KBRP060
LDOP041
MOGP003
SWPP032
TORP018
VRIP024
WALP005
ZEMP005
ZWAP241
ALMP002
ALMP003
ARHP009
ARHP010
ASBP001
AVEP007
AVEP036
BELP004
BELP005
BELP006
BELP008
BELP009
BELP010
BOBP016
BOBP018
BOBP303
BOBP304
BOEP003
BREP201
BREP202
BREP203
BREP204
BREP205
BREP206
BREP207
BREP210
BUIP011
BUIP012
BUIP014
BUIP015
BUIP016
BUIP023
BUIP026
BUIP027
BUIP029
BUIP030
BUIP031
BUIP032
BUIP033
BUIP035
BUNP001
CATP004
DEMP007
DEMP011
DUNP010
DUNP012
DYLP020
DYLP021
DYLP029
DYLP064
DYLP066
DYLP070
DYLP071
DYLP072
DYLP073
DYLP081
DYLP087
DYLP090
DYLP098
DYLP099
DYLP104
DYLP156
DYLP157
DYLP159
FLOP004
GOBP004
GROP001
GROP002
GSCP001
GSCP002
GSCP003
GSCP006
GSCP007
GSCP008
GSCP009
GSCP010
GSCP011
GSCP012
GSCP017
GSCP018
GSCP019
GSCP020
GSCP021
GSCP024
GSCP034
GSCP035
GSCP042
GSCP050
GSCP068
GSCP168
HALP002
HALP005
HAYP001
HBTP007
HBTP008
HEIP005
HIPP003
HIPP004
HIPP005
HIPP008
HIPP009
HIPP011
HIPP012
HIPP015
HIPP016
HIPP021
IJSP003
IJSP011
IJSP017
IJSP018
IJSP020
IJSP021
ITTP003
ITTP212
KALP136
KALP137
KALP316
KALP319
KALP327
KALP357
KLUP003
LAAP003
LAVP024
LAVP048
LAVP056
LAVP059
LAVP060
LAVP072
LAVP073
LAVP080
LAVP085
LAVP136
LAVP142
LDOP019
LDOP035
LDOP036
LDOP042
LEUP001
LEUP101
MATP003
MATP010
MATP013
MATP015
MAYP029
MAYP030
MECP050
MOEP011
MOEP012
MOEP013
MOEP016
MOEP030
MOLP018
MOLP022
MOLP023
MOLP024
MOLP025
MOSP001
MOSP003
MOSP004
MSBP001
MSBP002
MSBP003
MSBP006
MSBP007
MSBP008
MSBP009
MSBP010
MSBP013
MSBP014
NEIP001
NEIP002
NODP004
NODP006
NUCP001
NUCP004
NUCP005
ORCP002
ORCP003
ORCP011
ORCP012
ORCP013
OSKP026
OSKP038
OUSP001
PARP001
PARP002
PARP003
PARP004
PJEP005
PJEP006
RASP001
RASP002
RASP003
ROCP001
ROCP002
ROCP004
ROCP005
ROCP006
ROCP008
ROCP011
RODP002
RODP004
RODP005
RODP042
RODP055
RODP056
ROTP003
SANP006
SAUP003
SAUP004
SAUP005
SAUP006
SAUP008
SAUP009
SBBP002
SBEP001
SCPP021
SCPP024
SCPP025
SCPP027
SCPP033
SCPP034
SCPP035
SCPP036
SCPP039
SCPP040
SCPP042
SCPP043
SCPP045
SCPP047
SCPP050
SHHP032
SNOP022
SNOP025
SNOP028
SNOP029
SNOP031
SNOP032
SNOP033
SNOP129
STAP050
SWEP004
TEUP019
TEUP026
TEUP043
TEUP044
TEUP045
TEUP046
TEUP047
TIEP013
TIEP026
TIEP028
TLAP001
TLAP002
TLAP003
TLAP004
TRIP001
TRIP002
TVGP043
TYDP004
TYDP012
TYDP031
TYDP050
TYDP055
TYDP057
TYDP058
TYDP059
TYDP071
TYDP072
TYDP203
TYDP204
TYDP206
TYDP207
TYDP211
UKPP010
UKPP018
UKPP022
UKPP024
UKPP026
UKPP027
UKPP029
UKPP030
UKPP032
UKPP033
UKPP034
UKPP039
UKPP041
VDBP004
VDBP006
VDBP009
VDBP010
VDBP011
VDBP018
VDBP019
VDBP023
VDBP024
VDBP025
VDBP026
VDBP027
VDBP028
VDBP029
VDBP034
VDBP060
VDBP061
VDBP062
VDBP063
VDBP064
VDBP065
VDBP066
VDBP503
VDBP505
VDBP506
VDBP507
VDBP513
VDBP514
VDBP530
VDBP531
VDBP533
VDBP534
VENP005
VENP006
VENP009
VENP010
VIEP104
VIEP105
VIEP106
VIEP107
VIEP117
VIEP118
VIEP173
VIEP174
VINP044
VINP084
VISP002
VISP015
VISP017
VISP126
VISP127
VISP129
VISP130
VISP131
VISP133
VISP134
VISP135
VISP139
VISP162
VISP164
VISP165
VISP167
VISP168
VOTP003
VOTP020
VOTP055
VRIP009
VRIP011
VRIP013
VRIP039
WAHP711
WAHP712
WALP041
WEBP002
WEBP004
WEBP005
WEBP015
WEBP036
WEBP048
WEBP051
WEBP056
WEBP062
WEBP072
WEBP075
WEBP078
WEBP084
WEBP086
WEBP202
WEBP205
WEBP210
WELP018
WELP020
WELP022
WERP001
WERP002
WERP003
WERP004
WERP005
WERP007
WERP009
WERP011
WERP012
WESP002
WESP003
WESP005
WESP007
WESP008
WESP014
WESP018
WESP031
WESP050
WESP057
WESP073
WESP074
WESP076
WESP080
WESP093
WESP097
WESP111
WESP119
WESP134
WESP302
ZABP003
ZABP004
ZABP005
ZABP009
ZABP013
ZABP014
ZABP022
ZABP023
ZABP028
ZABP029
ZABP030
ZEBP001
ZEBP003
ZEBP005
ZEBP007
ZEBP009
ZEBP012
ZEBP013
ZEBP015
ZEBP017
ZEBP019
ZEBP020
ZEBP022
ZEBP023
ZEBP025
ZEBP026
ZEBP045
ZEBP046
ZEBP107
ZIEP003
ZWAP141
ZWAP165
ZWAP196
ZWAP200
ZWAP202
ZWAP208
ZWAP216
ZWAP228
ZWAP229
ZWAP234
ZWAP300
ZWAP301
ZWAP302
ZWAP303
ZWAP305
ZWAP306
ZWAP307
ZWAP308
ZWAP312
ZWAP314
ZWAP315
ZWAP316
ZWAP317
ZWAP332
ZWAP335
ZWAP337
ZWBP013
ZWBP014
ZWBP017
ZWIP007
ZWIP014
ZWIP033
ZWIP036
ZWIP041
ZWIP042
ZWIP104
ZWIP108
ZWIP204
ZWIP209
ZWIP210
ZWIP213
ZWIP217
ZWIP218
ZWIP220
