loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	filterdepth	soilsurf_ost	polygon_id	description_orig	description	source.x	patch_id	phab	certain	type	source.y	groupnr	typegroup_name	rasterid	opp
BUIP219	BUI	Buitengoor	206487	212247	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	0.64	1.5	532308_v2018	70% 4010; 30% 7230; 0% 3160	70% 4010; 30% 7230; 0% 3160	habitatmap_stdized	2	30	1	86	habitatmap_stdized	1	11	118	5574
BUIP227	BUI	Buitengoor	206447	212197	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.97	4.62	510196_v2018	70% 91E0_vm; 30% 91E0_vo	70% 91E0_vm; 30% 91E0_vo	habitatmap_stdized	1	70	1	104	habitatmap_stdized	1	11	118	201937
BUIP227	BUI	Buitengoor	206447	212197	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.97	4.62	510196_v2018	70% 91E0_vm; 30% 91E0_vo	70% 91E0_vm; 30% 91E0_vo	habitatmap_stdized	2	30	1	106	habitatmap_stdized	1	11	118	201937
BUIP227	BUI	Buitengoor	206447	212197	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.97	4.62	532310_v2018	80% 7230; 20% 7140_meso	80% 7230; 20% 7140_meso	habitatmap_stdized	1	80	1	86	habitatmap_stdized	1	11	118	5777
BUIP227	BUI	Buitengoor	206447	212197	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.97	4.62	532310_v2018	80% 7230; 20% 7140_meso	80% 7230; 20% 7140_meso	habitatmap_stdized	2	20	1	80	habitatmap_stdized	1	11	118	5777
BUIP229	BUI	Buitengoor	206357	212165	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.46	1.29	510155_v2018	60% 6230_hmo; 40% 6230_hn	60% 6230_hmo; 40% 6230_hn	habitatmap_stdized	1	60	1	51	habitatmap_stdized	4	14	118	635
BUIP229	BUI	Buitengoor	206357	212165	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.46	1.29	532311_v2018	100% 3130_rbbmr	100% 3130_rbbmr	habitatmap_stdized	1	100	0	88	habitatmap_stdized	2	12	118	2660
BUIP230	BUI	Buitengoor	206404	212112	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.47	1.47	510196_v2018	70% 91E0_vm; 30% 91E0_vo	70% 91E0_vm; 30% 91E0_vo	habitatmap_stdized	1	70	1	104	habitatmap_stdized	1	11	118	201937
BUIP230	BUI	Buitengoor	206404	212112	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.47	1.47	510196_v2018	70% 91E0_vm; 30% 91E0_vo	70% 91E0_vm; 30% 91E0_vo	habitatmap_stdized	2	30	1	106	habitatmap_stdized	1	11	118	201937
BUIP237	BUI	Buitengoor	206691	212071	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.13	2.11	532306_v2018	100% 7230	100% 7230	habitatmap_stdized	1	100	1	86	habitatmap_stdized	1	11	118	7959
BUIP239	BUI	Buitengoor	206508	212285	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.46	1.77	532308_v2018	70% 4010; 30% 7230; 0% 3160	70% 4010; 30% 7230; 0% 3160	habitatmap_stdized	1	70	1	38	habitatmap_stdized	3	13	118	5574
BUIP239	BUI	Buitengoor	206508	212285	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.46	1.77	532308_v2018	70% 4010; 30% 7230; 0% 3160	70% 4010; 30% 7230; 0% 3160	habitatmap_stdized	2	30	1	86	habitatmap_stdized	1	11	118	5574
BUIP240	BUI	Buitengoor	206476	211847	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	0.86	1.72	510157_v2018	100% 4010	100% 4010	habitatmap_stdized	1	100	1	38	habitatmap_stdized	3	13	118	2455
BUIP241	BUI	Buitengoor	206552	211872	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	2.2	510157_v2018	100% 4010	100% 4010	habitatmap_stdized	1	100	1	38	habitatmap_stdized	3	13	118	2455
BUIP241	BUI	Buitengoor	206552	211872	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	2.2	510159_v2018	100% 4010; 0% 7230	100% 4010; 0% 7230	habitatmap_stdized	1	100	1	38	habitatmap_stdized	3	13	118	5432
BUIP241	BUI	Buitengoor	206552	211872	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.1	2.2	510159_v2018	100% 4010; 0% 7230	100% 4010; 0% 7230	habitatmap_stdized	2	0	1	86	habitatmap_stdized	1	11	118	5432
BUIP242	BUI	Buitengoor	206696	211999	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.47	2.28	492192_v2018	70% rbbso; 30% rbbsm	70% rbbso; 30% rbbsm	habitatmap_stdized	1	70	1	110	habitatmap_stdized	3	13	118	3589
BUIP242	BUI	Buitengoor	206696	211999	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.47	2.28	492192_v2018	70% rbbso; 30% rbbsm	70% rbbso; 30% rbbsm	habitatmap_stdized	2	30	1	41	habitatmap_stdized	3	13	118	3589
BUIP243	BUI	Buitengoor	206358	212049	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.34	1.31	510196_v2018	70% 91E0_vm; 30% 91E0_vo	70% 91E0_vm; 30% 91E0_vo	habitatmap_stdized	1	70	1	104	habitatmap_stdized	1	11	118	201937
BUIP243	BUI	Buitengoor	206358	212049	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.34	1.31	510196_v2018	70% 91E0_vm; 30% 91E0_vo	70% 91E0_vm; 30% 91E0_vo	habitatmap_stdized	2	30	1	106	habitatmap_stdized	1	11	118	201937
BUIP250	BUI	Buitengoor	206719	212176	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.48	2.52	532307_v2018	60% 7150; 40% 4010	60% 7150; 40% 4010	habitatmap_stdized	1	60	1	83	habitatmap_stdized	3	13	118	7556
BUIP250	BUI	Buitengoor	206719	212176	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.48	2.52	532307_v2018	60% 7150; 40% 4010	60% 7150; 40% 4010	habitatmap_stdized	2	40	1	38	habitatmap_stdized	3	13	118	7556
BUIP251	BUI	Buitengoor	206719	212176	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.46	2.62	532307_v2018	60% 7150; 40% 4010	60% 7150; 40% 4010	habitatmap_stdized	1	60	1	83	habitatmap_stdized	3	13	118	7556
BUIP251	BUI	Buitengoor	206719	212176	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.46	2.62	532307_v2018	60% 7150; 40% 4010	60% 7150; 40% 4010	habitatmap_stdized	2	40	1	38	habitatmap_stdized	3	13	118	7556
BUIP273	BUI	Buitengoor	206758	212118	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.16	3.19	532307_v2018	60% 7150; 40% 4010	60% 7150; 40% 4010	habitatmap_stdized	1	60	1	83	habitatmap_stdized	3	13	118	7556
BUIP273	BUI	Buitengoor	206758	212118	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.16	3.19	532307_v2018	60% 7150; 40% 4010	60% 7150; 40% 4010	habitatmap_stdized	2	40	1	38	habitatmap_stdized	3	13	118	7556
BUIP275	BUI	Buitengoor	206692	212113	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.48	2.52	532306_v2018	100% 7230	100% 7230	habitatmap_stdized	1	100	1	86	habitatmap_stdized	1	11	118	7959
BUIP277	BUI	Buitengoor	206653	212113	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.47	2.08	532312_v2018	80% 7230; 20% 7140_oli	80% 7230; 20% 7140_oli	habitatmap_stdized	1	80	1	86	habitatmap_stdized	1	11	118	40808
BUIP277	BUI	Buitengoor	206653	212113	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.47	2.08	532312_v2018	80% 7230; 20% 7140_oli	80% 7230; 20% 7140_oli	habitatmap_stdized	2	20	1	82	habitatmap_stdized	1	11	118	40808
BUIP278	BUI	Buitengoor	206653	212113	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.99	2.07	532312_v2018	80% 7230; 20% 7140_oli	80% 7230; 20% 7140_oli	habitatmap_stdized	1	80	1	86	habitatmap_stdized	1	11	118	40808
BUIP278	BUI	Buitengoor	206653	212113	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.99	2.07	532312_v2018	80% 7230; 20% 7140_oli	80% 7230; 20% 7140_oli	habitatmap_stdized	2	20	1	82	habitatmap_stdized	1	11	118	40808
BUIP279	BUI	Buitengoor	206552	211872	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.97	2.18	510157_v2018	100% 4010	100% 4010	habitatmap_stdized	1	100	1	38	habitatmap_stdized	3	13	118	2455
BUIP279	BUI	Buitengoor	206552	211872	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.97	2.18	510159_v2018	100% 4010; 0% 7230	100% 4010; 0% 7230	habitatmap_stdized	1	100	1	38	habitatmap_stdized	3	13	118	5432
BUIP279	BUI	Buitengoor	206552	211872	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.97	2.18	510159_v2018	100% 4010; 0% 7230	100% 4010; 0% 7230	habitatmap_stdized	2	0	1	86	habitatmap_stdized	1	11	118	5432
BUIP280	BUI	Buitengoor	206496	212004	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.03	1.8	532312_v2018	80% 7230; 20% 7140_oli	80% 7230; 20% 7140_oli	habitatmap_stdized	1	80	1	86	habitatmap_stdized	1	11	118	40808
BUIP280	BUI	Buitengoor	206496	212004	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.03	1.8	532312_v2018	80% 7230; 20% 7140_oli	80% 7230; 20% 7140_oli	habitatmap_stdized	2	20	1	82	habitatmap_stdized	1	11	118	40808
BUIP281	BUI	Buitengoor	206496	212004	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.52	1.81	532312_v2018	80% 7230; 20% 7140_oli	80% 7230; 20% 7140_oli	habitatmap_stdized	1	80	1	86	habitatmap_stdized	1	11	118	40808
BUIP281	BUI	Buitengoor	206496	212004	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.52	1.81	532312_v2018	80% 7230; 20% 7140_oli	80% 7230; 20% 7140_oli	habitatmap_stdized	2	20	1	82	habitatmap_stdized	1	11	118	40808
BUIP291	BUI	Buitengoor	206476	211847	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.95	1.72	510157_v2018	100% 4010	100% 4010	habitatmap_stdized	1	100	1	38	habitatmap_stdized	3	13	118	2455
BUNP001	BUN	Paddegat-bunkerweiden	57800	216439	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.68	3.696	588812_v2016	85% rbbkam; 15% rbbzil	85% rbbkam; 15% rbbzil	habitatmap_stdized	1	85	1	71	habitatmap_stdized	5	15	1	35408
BUNP001	BUN	Paddegat-bunkerweiden	57800	216439	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.68	3.696	588812_v2016	85% rbbkam; 15% rbbzil	85% rbbkam; 15% rbbzil	habitatmap_stdized	2	15	1	75	habitatmap_stdized	3	13	1	35408
BURP004	BUR	Burreken	103397	166083	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.25	67.62	545510_v2018	100% 91E0_vc	100% 91E0_vc	habitatmap_stdized	1	100	1	103	habitatmap_stdized	1	11	25	49833
BUYP001	BUY	De Buylaers	124112	199960	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.54	4.875	569447_v2014	70% gh; 30% rbbhc	70% gh; 30% rbbhc	habitatmap_stdized	2	30	1	68	habitatmap_stdized	3	13	937	39485
BUYP002	BUY	De Buylaers	124120	199831	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.48	4.847	569447_v2014	70% gh; 30% rbbhc	70% gh; 30% rbbhc	habitatmap_stdized	2	30	1	68	habitatmap_stdized	3	13	937	39485
BUYP003	BUY	De Buylaers	124084	199784	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.52	4.883	569447_v2014	70% gh; 30% rbbhc	70% gh; 30% rbbhc	habitatmap_stdized	2	30	1	68	habitatmap_stdized	3	13	937	39485
BVBP003	BVB	Bergerven	242598	196214	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.51	39.974	544495_v2018	70% gh; 30% 6230_hmo	70% gh; 30% 6230_hmo	habitatmap_stdized	2	30	1	51	habitatmap_stdized	4	14	850	8548
BVBP004	BVB	Bergerven	242344	196264	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.42	43.061	542950_v2018	35% rbbha; 30% 6230_ha; 30% gh; 5% 6230_hmo	35% rbbha; 30% 6230_ha; 30% gh; 5% 6230_hmo	habitatmap_stdized	4	5	1	51	habitatmap_stdized	4	14	850	23589
BVBP006	BVB	Bergerven	242425	196362	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.48	42.609	542950_v2018	35% rbbha; 30% 6230_ha; 30% gh; 5% 6230_hmo	35% rbbha; 30% 6230_ha; 30% gh; 5% 6230_hmo	habitatmap_stdized	4	5	1	51	habitatmap_stdized	4	14	850	23589
BVBP010	BVB	Bergerven	242531	196429	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	0.87	40.184	554127_v2018	100% 6230_hmo	100% 6230_hmo	habitatmap_stdized	1	100	1	51	habitatmap_stdized	4	14	850	11712
CABP303	CAB	Cabourduinen	23662	195978	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.125	4.09	609186_v2014	100% 2130_had	100% 2130_had	habitatmap_stdized	1	100	1	14	habitatmap_stdized	5	15	177	31742
CATP001	CAT	Cathille	58924	213475	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.04	2.45	106234_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	1	100	1	88	habitatmap_stdized	2	12	1	11088
CATP002	CAT	Cathille	58849	213505	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.46	2.33	106234_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	1	100	1	88	habitatmap_stdized	2	12	1	11088
CATP004	CAT	Cathille	58649	214127	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.22	2.28	100535_v2014	98% rbbkam; 2% 1330_hpr	98% rbbkam; 2% 1330_hpr	habitatmap_stdized	1	98	1	71	habitatmap_stdized	5	15	1	19914
CATP004	CAT	Cathille	58649	214127	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.22	2.28	100535_v2014	98% rbbkam; 2% 1330_hpr	98% rbbkam; 2% 1330_hpr	habitatmap_stdized	2	2	1	10	habitatmap_stdized	3	13	1	19914
CATP101	CAT	Cathille	58925	213474	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.08	2.74	106234_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	1	100	1	88	habitatmap_stdized	2	12	1	11088
COOP001	COO	Coolhembos	146113	196127	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.4	2.56	521833_v2018	100% 91E0_vm	100% 91E0_vm	habitatmap_stdized	1	100	1	104	habitatmap_stdized	1	11	233	91245
DAKP001	DAK	Daknamse Meersen	123404	201411	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.77	3.52	438479_v2018	100% rbbhc	100% rbbhc	habitatmap_stdized	1	100	1	68	habitatmap_stdized	3	13	937	21690
DAKP002	DAK	Daknamse Meersen	123432	201437	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.75	3.61	438479_v2018	100% rbbhc	100% rbbhc	habitatmap_stdized	1	100	1	68	habitatmap_stdized	3	13	937	21690
DBLP001	DBL	De Blankaart	44425	186992	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.4	3.43	663143_v2014	80% rbbsf; 20% rbbmr	80% rbbsf; 20% rbbmr	habitatmap_stdized	1	80	1	109	habitatmap_stdized	3	13	497	38220
DBLP001	DBL	De Blankaart	44425	186992	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.4	3.43	663143_v2014	80% rbbsf; 20% rbbmr	80% rbbsf; 20% rbbmr	habitatmap_stdized	2	20	1	88	habitatmap_stdized	2	12	497	38220
DBLP003	DBL	De Blankaart	43710	187356	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.49	3.66	101277_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	1	100	1	88	habitatmap_stdized	2	12	497	15217
DBLP004	DBL	De Blankaart	43715	187242	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.47	2.95	101430_v2014	75% rbbsf; 25% rbbmr	75% rbbsf; 25% rbbmr	habitatmap_stdized	1	75	1	109	habitatmap_stdized	3	13	497	107918
DBLP004	DBL	De Blankaart	43715	187242	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.47	2.95	101430_v2014	75% rbbsf; 25% rbbmr	75% rbbsf; 25% rbbmr	habitatmap_stdized	2	25	1	88	habitatmap_stdized	2	12	497	107918
DBLP006	DBL	De Blankaart	43929	186722	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.99	4.18	101430_v2014	75% rbbsf; 25% rbbmr	75% rbbsf; 25% rbbmr	habitatmap_stdized	1	75	1	109	habitatmap_stdized	3	13	497	107918
DBLP006	DBL	De Blankaart	43929	186722	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.99	4.18	101430_v2014	75% rbbsf; 25% rbbmr	75% rbbsf; 25% rbbmr	habitatmap_stdized	2	25	1	88	habitatmap_stdized	2	12	497	107918
DBLP007	DBL	De Blankaart	43892	186705	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.85	3.79	101430_v2014	75% rbbsf; 25% rbbmr	75% rbbsf; 25% rbbmr	habitatmap_stdized	1	75	1	109	habitatmap_stdized	3	13	497	107918
DBLP007	DBL	De Blankaart	43892	186705	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.85	3.79	101430_v2014	75% rbbsf; 25% rbbmr	75% rbbsf; 25% rbbmr	habitatmap_stdized	2	25	1	88	habitatmap_stdized	2	12	497	107918
DBLP008	DBL	De Blankaart	43891	186705	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.12	2.87	101430_v2014	75% rbbsf; 25% rbbmr	75% rbbsf; 25% rbbmr	habitatmap_stdized	1	75	1	109	habitatmap_stdized	3	13	497	107918
DBLP008	DBL	De Blankaart	43891	186705	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.12	2.87	101430_v2014	75% rbbsf; 25% rbbmr	75% rbbsf; 25% rbbmr	habitatmap_stdized	2	25	1	88	habitatmap_stdized	2	12	497	107918
DBLP010	DBL	De Blankaart	43910	186437	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.69	3.4	665070_v2014	60% gh; 20% rbbmr; 20% rbbsf	60% gh; 20% rbbmr; 20% rbbsf	habitatmap_stdized	2	20	1	88	habitatmap_stdized	2	12	497	79110
DBLP010	DBL	De Blankaart	43910	186437	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.69	3.4	665070_v2014	60% gh; 20% rbbmr; 20% rbbsf	60% gh; 20% rbbmr; 20% rbbsf	habitatmap_stdized	3	20	1	109	habitatmap_stdized	3	13	497	79110
DBLP011	DBL	De Blankaart	44086	186662	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.55	3.43	101626_v2014	80% rbbmr; 20% rbbsf	80% rbbmr; 20% rbbsf	habitatmap_stdized	1	80	1	88	habitatmap_stdized	2	12	497	33835
DBLP011	DBL	De Blankaart	44086	186662	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.55	3.43	101626_v2014	80% rbbmr; 20% rbbsf	80% rbbmr; 20% rbbsf	habitatmap_stdized	2	20	1	109	habitatmap_stdized	3	13	497	33835
DBLP012	DBL	De Blankaart	44095	186646	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.29	3.92	101626_v2014	80% rbbmr; 20% rbbsf	80% rbbmr; 20% rbbsf	habitatmap_stdized	1	80	1	88	habitatmap_stdized	2	12	497	33835
DBLP012	DBL	De Blankaart	44095	186646	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.29	3.92	101626_v2014	80% rbbmr; 20% rbbsf	80% rbbmr; 20% rbbsf	habitatmap_stdized	2	20	1	109	habitatmap_stdized	3	13	497	33835
DBLP106	DBL	De Blankaart	41207	187210	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.6	3.1	546810_v2018	100% rbbvos	100% rbbvos	habitatmap_stdized	1	100	1	73	habitatmap_stdized	4	14	497	6962
DBLP107	DBL	De Blankaart	42774	188253	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.5	3.45	559363_v2018	80% gh; 20% rbbhc	80% gh; 20% rbbhc	habitatmap_stdized	2	20	1	68	habitatmap_stdized	3	13	497	446705
DBLP108	DBL	De Blankaart	42759	188221	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.2	3.85	559363_v2018	80% gh; 20% rbbhc	80% gh; 20% rbbhc	habitatmap_stdized	2	20	1	68	habitatmap_stdized	3	13	497	446705
DBLP109	DBL	De Blankaart	42752	188205	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.2	3.91	559363_v2018	80% gh; 20% rbbhc	80% gh; 20% rbbhc	habitatmap_stdized	2	20	1	68	habitatmap_stdized	3	13	497	446705
DBLP110	DBL	De Blankaart	42748	188196	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.18	4	559363_v2018	80% gh; 20% rbbhc	80% gh; 20% rbbhc	habitatmap_stdized	2	20	1	68	habitatmap_stdized	3	13	497	446705
DBLP111	DBL	De Blankaart	42745	188192	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.25	4.05	559363_v2018	80% gh; 20% rbbhc	80% gh; 20% rbbhc	habitatmap_stdized	2	20	1	68	habitatmap_stdized	3	13	497	446705
DBLP118	DBL	De Blankaart	40701	186875	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.2	3.69	546956_v2018	80% gh; 20% rbbzil	80% gh; 20% rbbzil	habitatmap_stdized	2	20	1	75	habitatmap_stdized	3	13	497	13152
DBLP119	DBL	De Blankaart	41299	186474	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.1	3.67	546950_v2018	100% rbbvos	100% rbbvos	habitatmap_stdized	1	100	1	73	habitatmap_stdized	4	14	497	10090
DBLP120	DBL	De Blankaart	44342	187169	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.96	3.89	560850_v2018	78% gh; 20% rbbhc; 2% 3150	78% gh; 20% rbbhc; 2% 3150	habitatmap_stdized	2	20	1	68	habitatmap_stdized	3	13	497	67923
DBLP122	DBL	De Blankaart	44164	187580	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.44	3.12	101468_v2014	50% gh; 50% rbbmr	50% gh; 50% rbbmr	habitatmap_stdized	2	50	1	88	habitatmap_stdized	2	12	497	26425
DBLP123	DBL	De Blankaart	44043	187525	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.96	3.89	682094_v2014	100% 6510_hua	100% 6510_hua	habitatmap_stdized	1	100	1	64	habitatmap_stdized	4	14	497	27365
DBLP124	DBL	De Blankaart	43564	187183	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.46	4.22	101362_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	1	100	1	88	habitatmap_stdized	2	12	497	61362
DBLP125	DBL	De Blankaart	43602	187140	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.59	3.98	101362_v2014	100% rbbmr	100% rbbmr	habitatmap_stdized	1	100	1	88	habitatmap_stdized	2	12	497	61362
DBLP126	DBL	De Blankaart	43654	186905	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.3	3.74	661631_v2014	100% 6510_hua	100% 6510_hua	habitatmap_stdized	1	100	1	64	habitatmap_stdized	4	14	497	42985
DBLP128	DBL	De Blankaart	41239	187262	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.37	3.38	546809_v2018	100% rbbvos	100% rbbvos	habitatmap_stdized	1	100	1	73	habitatmap_stdized	4	14	497	6514
DBLP129	DBL	De Blankaart	43475	187595	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.55	3.51	560426_v2018	100% 6510_hua	100% 6510_hua	habitatmap_stdized	1	100	1	64	habitatmap_stdized	4	14	497	180282
DBLP153	DBL	De Blankaart	43690	188024	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	1.97	0.6	649641_v2014	80% gh; 20% rbbhc	80% gh; 20% rbbhc	habitatmap_stdized	2	20	1	68	habitatmap_stdized	3	13	497	177793
DEMP007	DEM	de Merode-Herselt	190806	194941	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.22	16.34	649032_v2014	70% 91E0_vm; 30% 91E0_vn	70% 91E0_vm; 30% 91E0_vn	habitatmap_stdized	1	70	1	104	habitatmap_stdized	1	11	822	54486
DEMP007	DEM	de Merode-Herselt	190806	194941	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.22	16.34	649032_v2014	70% 91E0_vm; 30% 91E0_vn	70% 91E0_vm; 30% 91E0_vn	habitatmap_stdized	2	30	1	105	habitatmap_stdized	3	13	822	54486
DEMP011	DEM	de Merode-Herselt	190657	194916	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	15.76	649032_v2014	70% 91E0_vm; 30% 91E0_vn	70% 91E0_vm; 30% 91E0_vn	habitatmap_stdized	1	70	1	104	habitatmap_stdized	1	11	822	54486
DEMP011	DEM	de Merode-Herselt	190657	194916	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	15.76	649032_v2014	70% 91E0_vm; 30% 91E0_vn	70% 91E0_vm; 30% 91E0_vn	habitatmap_stdized	2	30	1	105	habitatmap_stdized	3	13	822	54486
DHEP004	DHE	D' Heye	53841	216470	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.93	4.4	601922_v2014	100% 2130_had	100% 2130_had	habitatmap_stdized	1	100	1	14	habitatmap_stdized	5	15	113	58977
DHEP004	DHE	D' Heye	53841	216470	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.93	4.4	602100_v2014	100% 2130_had; 0% 2160	100% 2130_had; 0% 2160	habitatmap_stdized	1	100	1	14	habitatmap_stdized	5	15	113	61303
DHEP004	DHE	D' Heye	53841	216470	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.93	4.4	602100_v2014	100% 2130_had; 0% 2160	100% 2130_had; 0% 2160	habitatmap_stdized	2	0	1	17	habitatmap_stdized	4	14	113	61303
DHEP006	DHE	D' Heye	53751	216157	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2.52	4.68	601922_v2014	100% 2130_had	100% 2130_had	habitatmap_stdized	1	100	1	14	habitatmap_stdized	5	15	113	58977
DHEP007	DHE	D' Heye	53805	215981	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1.9	4.72	665066_v2014	70% 6510_hu; 20% gh; 10% 2190	70% 6510_hu; 20% gh; 10% 2190_overig	habitatmap_stdized + interpretation	3	10	1	23	habitatmap_stdized + interpretation	4	14	113	13505
