loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	groupnr	rasterid	filterdepth	soilsurf_ost	typegroup_name	firstyear	lastyear	nryears	cat
UKPP024	UKP	Uitkerkse Polder	64131	220125	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	693	1	2.22	15	NA	NA	0	3
UKPP027	UKP	Uitkerkse Polder	63740	220993	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	693	2.13	2.48	15	NA	NA	0	3
UKPP030	UKP	Uitkerkse Polder	63295	219347	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	693	1	2.86	15	NA	NA	0	3
UKPP032	UKP	Uitkerkse Polder	63399	220470	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	693	1	2.48	15	NA	NA	0	3
UKPP033	UKP	Uitkerkse Polder	63326	220765	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	693	1	2.31	15	NA	NA	0	3
UKPP034	UKP	Uitkerkse Polder	63040	221589	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	693	1.85	3.09	15	NA	NA	0	3
UKPP039	UKP	Uitkerkse Polder	63031	220174	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	693	0.99	2.24	15	NA	NA	0	3
UKPP041	UKP	Uitkerkse Polder	62079	221594	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	437	0.849	2.894	15	NA	NA	0	3
VDBP018	VDB	Vallei van de Drie Beken	202838	192210	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	438	2.06	22.487	13	2006	2015	3	3
VDBP024	VDB	Vallei van de Drie Beken	202735	192560	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	438	1.59	22.245	12	2006	2016	4	3
VDBP025	VDB	Vallei van de Drie Beken	202703	192573	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	438	1.99	22.405	12	2006	2016	4	3
VDBP034	VDB	Vallei van de Drie Beken	202187	191485	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	54	1.08	21.81	13	2006	2016	4	3
VDBP062	VDB	Vallei van de Drie Beken	197720	189487	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	54	2.22	19.89	13	2006	2016	4	3
VDBP503	VDB	Vallei van de Drie Beken	202669	192582	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	438	1.28	22.015	12	2006	2014	2	3
VDBP514	VDB	Vallei van de Drie Beken	202304	191370	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	438	1.77	21.76	12	2006	2016	5	3
VDBP531	VDB	Vallei van de Drie Beken	197880	189431	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	54	0.72	19.78	13	2006	2016	4	3
VENP005	VEN	De Vennen	208256	206362	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	886	1.16	32.88	11	2012	2016	5	3
VENP006	VEN	De Vennen	208317	206290	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	886	1.24	33.658	13	2012	2016	5	3
VENP009	VEN	De Vennen	208455	206286	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	886	1.31	32.89	13	2012	2016	5	3
VENP010	VEN	De Vennen	208440	206098	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	886	1.15	33.44	13	2012	2016	5	3
VENP012	VEN	De Vennen	208817	206435	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	886	1.67	33.533	11	2012	2015	4	3
VIEP104	VIE	Vierkensbroek-Demervallei	192297	188970	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	310	1.64	17.38	12	2003	2003	1	3
VIEP105	VIE	Vierkensbroek-Demervallei	192266	188817	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	310	2.16	17.12	12	2001	2003	3	3
VIEP106	VIE	Vierkensbroek-Demervallei	192282	188686	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	310	1.84	17.15	12	2001	2001	1	3
VIEP107	VIE	Vierkensbroek-Demervallei	192278	188526	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	310	2.04	17.387	12	2001	2002	2	3
VIEP173	VIE	Vierkensbroek-Demervallei	192713	188703	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	310	2.04	16.98	12	2001	2002	2	3
VIEP174	VIE	Vierkensbroek-Demervallei	192711	188697	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	310	2.07	16.92	12	2002	2003	2	3
VINP084	VIN	Het Vinne	203095	170251	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	486	2.13	26.64	12	2005	2005	1	3
VISP015	VIS	Visbeekvallei	180942	217539	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	470	1.141	17.511	11	2002	2004	3	3
VOTP003	VOT	Vorsdonkbos-Turfputten	179848	184688	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	134	1.16	12.16	11	2007	2012	6	3
VOTP020	VOT	Vorsdonkbos-Turfputten	180097	184819	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	134	1.27	12.4	11	2007	2015	9	3
VOTP055	VOT	Vorsdonkbos-Turfputten	179763	184526	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	134	1.76	12.49	11	2007	2015	9	3
VRIP024	VRI	Vrieselhof	167122	212402	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	918	3	8.98	15	NA	NA	0	2
VRIP039	VRI	Vrieselhof	166653	213046	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	1	918	1.86	8.417	11	2009	2009	1	3
WAHP711	WAH	Waaslandhaven	144524	214863	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	41	2.31	2.485	12	2003	2007	2	3
WAHP712	WAH	Waaslandhaven	144656	214876	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	41	1.84	2.452	12	2003	2007	2	3
WALP005	WAL	Walenbos	184748	179727	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	134	0.91	26.42	15	NA	NA	0	2
WALP041	WAL	Walenbos	184838	179526	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	134	1.94	27.67	11	2006	2011	6	3
WEBP036	WEB	Webbekomsbroek	200108	184654	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	166	2.26	20.57	12	2012	2013	2	3
WELP018	WEL	Wellemeersen	128284	176954	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	1017	2.63	9.24	13	NA	NA	0	3
WELP020	WEL	Wellemeersen	128401	177063	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	1017	2.44	9.26	13	NA	NA	0	3
WELP022	WEL	Wellemeersen	128519	176887	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	1017	1.17	8.67	13	NA	NA	0	3
WERP001	WER	De Werft	193281	194778	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	822	1.89	0.45	11	2008	2011	3	3
WERP002	WER	De Werft	193300	194752	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	822	1.77	0.55	11	2008	2011	3	3
WERP003	WER	De Werft	193271	194588	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	822	1.7	0.65	11	2008	2011	3	3
WERP004	WER	De Werft	193302	194696	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	822	1.62	0.72	11	2008	2011	3	3
WERP005	WER	De Werft	193360	194613	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	822	1.65	0.65	13	2008	2011	3	3
WERP007	WER	De Werft	193544	194610	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	822	1.78	0.9	13	2008	2011	3	3
WERP009	WER	De Werft	193488	194562	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	822	1.73	0.54	11	2008	2011	3	3
WERP011	WER	De Werft	193419	194740	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	822	1.48	0.42	11	2008	2011	3	3
WERP012	WER	De Werft	192332	194448	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	822	2.21	0.11	11	2008	2009	2	3
WESP003	WES	Westhoek	23288	198961	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	1.91	5.99	14	2001	2012	12	3
WESP005	WES	Westhoek	23086	198942	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	1.97	5.57	14	2001	2012	12	3
WESP007	WES	Westhoek	23034	198650	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	2.07	5.98	14	2003	2012	10	3
WESP008	WES	Westhoek	22617	198715	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	1.45	6.25	14	2001	2012	12	3
WESP014	WES	Westhoek	22737	199289	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	0.84	6.07	14	2001	2012	12	3
WESP018	WES	Westhoek	23813	199363	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	1.8	5.44	14	2001	2012	11	3
WESP050	WES	Westhoek	23967	198392	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	2.92	5.8	14	2001	2012	12	3
WESP057	WES	Westhoek	23258	199248	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	2	5.34	14	2001	2012	12	3
WESP073	WES	Westhoek	23786	199218	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	1.83	5.79	14	2001	2012	12	3
WESP074	WES	Westhoek	23953	199593	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	1.51	4.98	14	2001	2012	12	3
WESP076	WES	Westhoek	24198	199292	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	2.53	6.84	14	2001	2012	12	3
WESP080	WES	Westhoek	24394	199119	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	1.49	5.91	14	2001	2012	12	3
WESP097	WES	Westhoek	23408	198956	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	1.97	6.57	14	2002	2012	11	3
WESP111	WES	Westhoek	23304	198193	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	1.6	5.39	14	2002	2012	11	3
WESP119	WES	Westhoek	23171	198331	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	2.14	5.9	14	2001	2012	12	3
WESP134	WES	Westhoek	22885	198920	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	177	0.9	5.69	14	2003	2012	9	3
ZABP003	ZAB	Zammelsbroek	191644	198520	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	822	1.93	14.866	13	2001	2009	4	3
ZABP004	ZAB	Zammelsbroek	191712	198448	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	822	1.8	15.47	13	2002	2009	3	3
ZABP005	ZAB	Zammelsbroek	191734	198418	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	822	0.78	15.56	13	2009	2009	1	3
ZABP013	ZAB	Zammelsbroek	191535	198711	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	822	2.29	14.97	13	2009	2009	1	3
ZABP014	ZAB	Zammelsbroek	191421	198803	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	822	1.5	16.04	13	2009	2009	1	3
ZABP022	ZAB	Zammelsbroek	193188	199206	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	822	1.25	16.05	11	2009	2009	1	3
ZABP023	ZAB	Zammelsbroek	193145	199376	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	822	1.78	16.58	13	2009	2009	1	3
ZEBP001	ZEB	Zeebrugge	68884	222381	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	693	0.615	3.22	13	2011	2011	1	3
ZEBP003	ZEB	Zeebrugge	69183	221033	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	693	0.98	2.91	13	2011	2011	1	3
ZEBP005	ZEB	Zeebrugge	69921	220751	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	693	1.66	2.99	13	2011	2011	1	3
ZEBP009	ZEB	Zeebrugge	69111	219114	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	693	2.42	3.6	12	NA	NA	0	3
ZEBP012	ZEB	Zeebrugge	69544	221380	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	693	1.5	3.1	13	2011	2011	1	3
ZEBP019	ZEB	Zeebrugge	69725	220669	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	693	1	3.06	13	2011	2011	1	3
ZEBP025	ZEB	Zeebrugge	69823	220300	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	693	1	2.94	13	2011	2011	1	3
ZEBP045	ZEB	Zeebrugge	69280	220151	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	693	1	3.2408	13	2014	2014	1	3
ZEBP046	ZEB	Zeebrugge	69422	220210	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	693	1	3.3782	13	2014	2014	1	3
ZEBP107	ZEB	Zeebrugge	65882	224517	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	2	693	2.045	5.83	12	NA	NA	0	3
ZEMP005	ZEM	Zemst	158392	184259	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	4	710	2.52	8.223	14	2005	2010	6	3
ZIEP003	ZIE	Ziepbeekvallei	238289	181160	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	1010	0.87	70.11	11	2006	2016	10	3
ZWAP141	ZWA	Zwarte Beek	216785	198435	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	950	2.11	52.86	11	2007	2016	10	3
ZWAP165	ZWA	Zwarte Beek	216814	198362	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	950	0.9	52.86	11	2007	2016	10	3
ZWAP196	ZWA	Zwarte Beek	214282	197080	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	950	1.06	42.72	11	2007	2016	10	3
ZWAP200	ZWA	Zwarte Beek	217985	197987	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	950	1.89	63.663	11	2005	2016	12	3
ZWAP202	ZWA	Zwarte Beek	220114	197295	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	210	2.2	68.78	13	2004	2015	11	3
ZWAP208	ZWA	Zwarte Beek	218005	198226	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	950	1.25	59.938	11	2004	2016	13	3
ZWAP216	ZWA	Zwarte Beek	218514	198727	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	1	950	1.29	58.78	11	2004	2015	11	3
ZWAP228	ZWA	Zwarte Beek	217381	197149	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	950	1.29	63.655	13	2004	2016	9	3
ZWAP229	ZWA	Zwarte Beek	220479	196611	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	210	2.19	70.5	13	2007	2016	10	3
ZWAP234	ZWA	Zwarte Beek	217054	198920	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	950	1.25	58.209	13	2008	2016	6	3
ZWAP241	ZWA	Zwarte Beek	215877	198283	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	950	0.85	51.711	15	2009	2016	8	3
ZWAP300	ZWA	Zwarte Beek	213086	204149	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	630	0.965	45.208	13	2013	2016	4	3
ZWAP301	ZWA	Zwarte Beek	213467	203688	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	630	1.19	47.738	13	2013	2016	4	3
ZWAP303	ZWA	Zwarte Beek	213435	204022	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	630	1.05	46.214	13	2015	2015	1	3
ZWAP305	ZWA	Zwarte Beek	214503	203705	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	630	1.52	50.271	13	2015	2016	2	3
ZWAP306	ZWA	Zwarte Beek	215123	203590	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	3	630	1.36	51.915	13	2015	2016	2	3
ZWIP007	ZWI	Zwinduinen en -polders	77881	227284	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	309	1.8	5.1	15	2004	2013	10	3
ZWIP014	ZWI	Zwinduinen en -polders	78202	228291	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	309	1.89	6.07	15	2004	2012	9	3
ZWIP033	ZWI	Zwinduinen en -polders	77640	228329	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	309	2.42	5.26	15	2005	2015	11	3
ZWIP036	ZWI	Zwinduinen en -polders	78175	228584	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	309	2.72	6.08	15	2005	2015	10	3
ZWIP041	ZWI	Zwinduinen en -polders	77028	227941	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	309	2.01	5.48	15	2005	2015	10	3
ZWIP042	ZWI	Zwinduinen en -polders	79233	228121	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	309	2.37	5	15	2005	2015	11	3
ZWIP104	ZWI	Zwinduinen en -polders	75551	226763	VLD	Gevalideerd	P	Peilbuis/Pi<eb>zometer	5	53	2.64	5.137	15	NA	NA	0	3
ZWIP108	ZWI	Zwinduinen en -polders	75653	226501	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	5	53	1.05	5.351	15	NA	NA	0	3
ZWIP204	ZWI	Zwinduinen en -polders	79694	228868	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	1	565	1.98	4.71	11	NA	NA	0	3
ZWIP209	ZWI	Zwinduinen en -polders	79771	228690	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	1	565	1.96	4.64	11	NA	NA	0	3
ZWIP210	ZWI	Zwinduinen en -polders	80185	228761	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	1	565	1.96	4.51	11	NA	NA	0	3
ZWIP213	ZWI	Zwinduinen en -polders	79544	228488	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	1	565	1.99	4.71	11	NA	NA	0	3
ZWIP217	ZWI	Zwinduinen en -polders	79750	228352	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	1	565	2	5.05	11	NA	NA	0	3
ZWIP218	ZWI	Zwinduinen en -polders	80145	228399	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	1	565	2.01	4.47	11	NA	NA	0	3
ZWIP220	ZWI	Zwinduinen en -polders	79710	228136	ENT	Ingegeven	P	Peilbuis/Pi<eb>zometer	1	565	1.96	4.63	11	NA	NA	0	3
