meetpunt	p01	p05	p10	p30	p50	p70	p90	p95	p99	groep3	ampl	groep3n
35	30.2681022580852	30.3282413385003	30.3675961366232	30.4695114934896	30.4695114934896	30.4695114934896	30.4695114934896	30.4695114934896	30.4695114934896	2	0.201409235404437	2
36	20.0395386238397	20.1387377809824	20.2072976625125	20.3674066598819	20.3674066598819	20.3674066598819	20.3674066598819	20.3674066598819	20.3674066598819	4	0.327868036042183	3
37	55.9988006142548	56.0943563587133	56.1632515819409	56.3171566091515	56.3171566091515	56.3171566091515	56.3171566091515	56.3171566091515	56.3171566091515	4	0.318355994896706	3
38	9.05547812698153	9.17976843614486	9.25716779111542	9.47192179680268	9.47192179680268	9.47192179680268	9.47192179680268	9.47192179680268	9.47192179680268	4	0.416443669821152	4
39	62.0578271215428	62.0773219720537	62.0893892883098	62.1160512469833	62.1160512469833	62.1160512469833	62.1160512469833	62.1160512469833	62.1160512469833	3	0.0582241254404607	2
40	16.5709267909642	16.6995432303689	16.7815015501636	17.008091469386	17.008091469386	17.008091469386	17.008091469386	17.008091469386	17.008091469386	2	0.437164678421794	4
41	15.8769128374327	15.9228974495123	15.9495094955899	16.0124271268064	16.0124271268064	16.0124271268064	16.0124271268064	16.0124271268064	16.0124271268064	4	0.135514289373642	2
42	4.73160725541157	4.81145838410377	4.86774985265228	5.03899771519335	5.03899771519335	5.03899771519335	5.03899771519335	5.03899771519335	5.03899771519335	4	0.307390459781772	3
43	1.00858109370763	1.17217806476809	1.26734859540569	1.51017278170009	1.51017278170009	1.51017278170009	1.51017278170009	1.51017278170009	1.51017278170009	3	0.501591687992465	4
44	20.768994141707	20.8616046671688	20.9195807933965	21.0590932646898	21.0590932646898	21.0590932646898	21.0590932646898	21.0590932646898	21.0590932646898	3	0.290099122982845	3
45	30.9363542564818	31.0146380009203	31.0624949612612	31.1847405436361	31.1847405436361	31.1847405436361	31.1847405436361	31.1847405436361	31.1847405436361	3	0.248386287154332	2
46	21.1220537400147	21.1828808484728	21.2288179670456	21.364569348742	21.364569348742	21.364569348742	21.364569348742	21.364569348742	21.364569348742	2	0.242515608727299	2
47	0.812514446693566	0.915584356907776	0.980611914935593	1.1438194889129	1.1438194889129	1.1438194889129	1.1438194889129	1.1438194889129	1.1438194889129	3	0.331305042219338	3
48	7.35660956721025	7.4110968309625	7.44838123383376	7.54931336774654	7.54931336774654	7.54931336774654	7.54931336774654	7.54931336774654	7.54931336774654	2	0.192703800536287	2
49	24.9922687332469	25.0392344091577	25.0759625140424	25.1820135888673	25.1820135888673	25.1820135888673	25.1820135888673	25.1820135888673	25.1820135888673	4	0.189744855620379	2
50	-1.37646772910966	-1.30254777544691	-1.25445054627081	-1.13432827781649	-1.13432827781649	-1.13432827781649	-1.13432827781649	-1.13432827781649	-1.13432827781649	2	0.242139451293172	2
51	4.48997866587065	4.56847389867129	4.6177564398496	4.75856281787708	4.75856281787708	4.75856281787708	4.75856281787708	4.75856281787708	4.75856281787708	4	0.268584152006431	3
52	4.3650710382538	4.44593476682588	4.49646118912305	4.64371158382703	4.64371158382703	4.64371158382703	4.64371158382703	4.64371158382703	4.64371158382703	4	0.278640545573235	3
53	13.9214006109597	14.068599107926	14.1584523797694	14.3830710912248	14.3830710912248	14.3830710912248	14.3830710912248	14.3830710912248	14.3830710912248	3	0.461670480265115	4
54	2.70209164639503	2.75737107702413	2.78974487628381	2.87103323479447	2.87103323479447	2.87103323479447	2.87103323479447	2.87103323479447	2.87103323479447	2	0.16894158839944	2
55	51.9055112106089	51.9770215887021	52.0223890010229	52.119848727064	52.119848727064	52.119848727064	52.119848727064	52.119848727064	52.119848727064	2	0.21433751645511	2
56	62.6126098371696	62.7258758663329	62.8027699361742	63.018417210048	63.018417210048	63.018417210048	63.018417210048	63.018417210048	63.018417210048	3	0.405807372878478	4
57	65.6329748250928	65.7670120996604	65.8694353580581	66.1332887307674	66.1332887307674	66.1332887307674	66.1332887307674	66.1332887307674	66.1332887307674	3	0.500313905674616	4
58	45.4097456371381	45.4775278406604	45.5165778694795	45.6126038845732	45.6126038845732	45.6126038845732	45.6126038845732	45.6126038845732	45.6126038845732	3	0.202858247435152	2
