jaar	gem_jaar	og_jaar	bg_jaar	gem_jaar_t	gem_og_t	gem_bg_t	var_sim	og_jaar_t	bg_jaar_t	rdag_onder_p01_mean	rdag_onder_p05_mean	rdag_onder_p10_mean	rdag_onder_p30_mean	rdag_onder_p01_median	rdag_onder_p05_median	rdag_onder_p10_median	rdag_onder_p30_median
1998	22.3347012984328	18.0372470597398	27.656043100039	3.10614158101565	2.94013912521643	3.27056821895254	0.0118879725777238	2.89243890097962	3.31984426105169	4.92931034482759	11.1318965517241	25.1793103448276	74.4112068965517	2	8	22	67
1999	19.043600395798	13.8409924881115	26.2017854822433	2.94673110790471	2.71376310574887	3.17980564003798	0.0265052435402369	2.62763465918712	3.26582755662229	4.29396551724138	10.1862068965517	24.373275862069	80.2663793103448	1	5	17	80
2000	17.4975233259609	11.9764501871999	25.5637787288396	2.86205934668317	2.58734317389243	3.13516224221617	0.0374140417296599	2.48294223719236	3.24117645617397	1.9051724137931	4.48965517241379	11.2758620689655	43.0413793103448	0	1	6	38
2001	17.8210339402091	12.4788743965731	25.4501520413813	2.88037944169558	2.6175695808667	3.14118087783205	0.0330538882861898	2.5240371662914	3.23672171709976	1.97241379310345	4.68793103448276	11.8974137931034	45.2543103448276	0	1	5	37.5
2002	19.9690532697402	15.3819127153119	25.924154938987	2.99418373867952	2.79118133242713	3.19646583201789	0.0177312891884569	2.73319232014938	3.25517515720966	1.56810344827586	3.71120689655172	9.54827586206897	39.2560344827586	0	0	4	34
2003	23.600649358904	20.2325644345558	27.5294143737229	3.16127422686082	3.0228234866602	3.2990810109381	0.00617193171018267	3.00729340708824	3.31525504663341	19.9836206896552	41.5629310344828	80.7965517241379	175.097413793103	15	36.5	78	175.5
2004	27.0539276442152	23.800242462253	30.7524178436099	3.29783219416853	3.17644555481055	3.42325850638407	0.00427398575638583	3.16969576811516	3.42596862022191	7.43965517241379	18.2758620689655	44.8991379310345	138.797413793103	4	13	35	124
2005	30.1613989333158	26.0674644950264	34.8982919220315	3.40656292579469	3.27904768169954	3.54070534204751	0.00553922948768424	3.26068796564084	3.55243788594855	21.3258620689655	40.2551724137931	77.7525862068966	190.027586206897	16	34	72	187
2006	31.8982954555591	27.2791776773565	37.2995573768609	3.46255257436814	3.33001242729354	3.60029959646958	0.00636974080130669	3.30612368872901	3.61898146000727	20.6396551724138	41.0318965517241	77.2905172413793	179.364655172414	18	40	75	176.5
2007	32.2840306439557	27.7079326935236	37.6158931143747	3.47457270066115	3.34273615432062	3.61215772333207	0.00608192678056122	3.32171875102227	3.62742665030002	9.49051724137931	19.5172413793103	38.8396551724138	102.877586206897	6	15	34	96.5
2008	32.5753104344476	28.0375518895656	37.847485903202	3.48355465280273	3.35273488551496	3.62038315081043	0.00585770792624137	3.33354475056474	3.63356455504071	5.53879310344828	12.2991379310345	28.0827586206897	91.5939655172414	3	8	23	83
2009	33.0283100705681	28.4806287191628	38.3021483435026	3.49736507462326	3.36837667870749	3.63259810380535	0.00571265357123422	3.34922416211341	3.64550598713312	23.876724137931	45.3051724137931	87.1879310344828	204.128448275862	18	39	78	198
2010	32.2618854056834	28.1126524801516	37.0235163922829	3.47388651505881	3.34996139913402	3.60459734099638	0.00493339770545688	3.33621974119786	3.61155328891977	15.2646551724138	31.5620689655172	61.1818965517241	143.365517241379	12	27	55	140
2011	30.2629441651771	26.5775159184396	34.4594202240402	3.40992399923791	3.2887588958141	3.53450718937217	0.00438963085641246	3.28006559212465	3.53978240635117	34.0120689655172	54.4672413793103	86.4474137931035	169.148275862069	33	52	82	162
2012	27.2108455135979	22.6601310308109	32.6754559608737	3.30361562594699	3.15545588454268	3.45355285060319	0.00871827968613201	3.12060703805494	3.48662421383905	4.61293103448276	11.0215517241379	27.2672413793103	100.787068965517	1	6	21	95
2013	25.4922887778901	19.6193323077671	33.1232876298276	3.23837600556496	3.05125790051628	3.43678016480709	0.0178495848187705	2.97651542235361	3.50023658877631	4.40689655172414	10.8491379310345	28.6956896551724	109.168103448276	2	6	22	104
2014	25.9573796084872	19.2150541821838	35.0655038362496	3.25645594716053	3.05168303957779	3.47892636324915	0.0235468873682541	2.95569404379861	3.55721785052245	11.2655172413793	23.073275862069	47.7258620689655	126.09224137931	5	16	43	128
2015	28.8314353783844	21.4375557395926	38.7754870972875	3.36146629807603	3.15654877023337	3.57826901452518	0.0228568075061396	3.06514432502039	3.65778827113167	8.63534482758621	21.2612068965517	50.8241379310345	147.4	6	18	46	146
2016	35.4046813843248	27.9858744939585	44.7901481226235	3.56684405389151	3.38931701378912	3.74443643024869	0.0143931624488779	3.33169990052254	3.80198820726048	6.18620689655172	13.6379310344828	23.6103448275862	73.2439655172414	1	6	16	71
2017	48.0446760320562	41.1774841139089	56.0571133641831	3.87213132869591	3.73165949819057	4.01633196999948	0.00619270418655138	3.7178916048792	4.02637105251262	16.1629310344828	36.4922413793103	64.1784482758621	169.416379310345	13	32	56	164
2018	69.2687984786184	53.7057038634656	89.3418407636866	4.23799456640434	4.0174286674261	4.46056106324581	0.0168569620611637	3.98351921307092	4.49246991973775	78.9112068965517	111.296551724138	137.004310344828	199.894827586207	81	119	150	206
