jaar	mean	p02.5	p50	p97.5	simulatienr	sd	intercept
1985	3.57124205947808	3.406323697276	3.56883886980534	3.74912739280553	1	0.0875096871107432	3.71075808770526
1985	3.61388797627013	3.44649300729996	3.61129005873285	3.79542747904179	2	0.0891183367418684	3.70506619024878
1985	3.60900832253997	3.44281895138278	3.60613986799888	3.79068176639655	3	0.0889348494411383	3.71216955642763
1985	3.54221066093781	3.37856800953074	3.53898392773901	3.72296939603499	4	0.088221148903034	3.68974285151214
1985	3.6067536694008	3.43705299322285	3.60437773708289	3.78932384897641	5	0.0898857433640448	3.68496368309514
1985	3.59269724130709	3.42817989213841	3.59122703114195	3.76504640665627	6	0.0857586860717848	3.70561928725958
1985	3.59873124309414	3.43226525148075	3.59706905297512	3.77431457428896	7	0.0869883982906846	3.70401692242721
1985	3.62634759250538	3.45814160486196	3.6248020277736	3.80300155877941	8	0.0881534914627221	3.71389960732895
1985	3.53022239054996	3.36238511823085	3.52774503943363	3.71091203571032	9	0.088949602889363	3.68263443022162
1985	3.61260870857122	3.44102689655304	3.61021941823337	3.79708604249771	10	0.090799608399636	3.6968522252652
1985	3.26759268288895	2.83781824078562	3.28935042211233	3.58258146910639	11	0.188465312326718	3.65986678726223
1985	3.29812238723573	2.71369053594553	3.36323189411198	3.73239593092941	12	0.292243113255031	3.67485484224135
1985	3.56857125325833	3.41243803762952	3.56426145477265	3.74677191224481	13	0.0861522303103612	3.71632375723315
1985	3.56994649784071	3.40668744613095	3.56588415492295	3.75424196019022	14	0.0894027739769124	3.69284221238849
1985	3.62909390319873	3.45792896535376	3.62510560332276	3.82194684351237	15	0.0938449871522864	3.70801066963838
1985	3.58664461902655	3.41697960089388	3.58417434445104	3.76962301727416	16	0.0900115609928639	3.70232521262921
1985	3.59971919742966	3.43626089881269	3.59618744685342	3.78224956084092	17	0.0888648003518041	3.7106540213784
1985	3.53077656143975	3.36840968347132	3.52736603078906	3.71086564102142	18	0.0877830213260801	3.6844313959317
1985	3.67402214776041	3.50755022385666	3.67127759288319	3.8556477795605	19	0.0889653710635953	3.72385086522381
1985	3.63198830274676	3.46216490529142	3.62947245243429	3.81556774350827	20	0.0901908031158764	3.70367782755202
1986	3.57903000735269	3.43161558675521	3.57699518793421	3.73764994327282	1	0.0782083100201551	3.71075808770526
1986	3.61762735449819	3.46787572826075	3.61550149740498	3.77913927960834	2	0.0795513180163456	3.70506619024878
1986	3.61380124993225	3.46436071581698	3.61150682286404	3.77585239795461	3	0.0797037080289935	3.71216955642763
1986	3.55049030135351	3.40262646609353	3.5479176595377	3.71235959058687	4	0.0793814968895803	3.68974285151214
1986	3.6107211435875	3.45941725267914	3.60867686183609	3.77330689545567	5	0.0801794528874857	3.68496368309514
