jaar	mean	p02.5	p50	p97.5	simulatienr	sd
1985	-0.146982111473517	-0.716427647110491	-0.156166823668486	0.474555490273226	1	0.303318080832354
1985	-0.00932369951640838	-0.561536825536684	-0.019343393319426	0.599714974518908	2	0.295780698260865
1985	-0.320867170112609	-0.905733102804731	-0.329722027802134	0.314252334483279	3	0.310681407856105
1985	-0.36088487682977	-0.920251602396956	-0.371108200854666	0.25652239572782	4	0.299687790172798
1985	-0.0178737124819883	-0.572837374741241	-0.0274459784710722	0.591237698576705	5	0.296333509215647
1985	-0.125391117221983	-0.695795317419642	-0.134121892556432	0.494442285349121	6	0.30308084291151
1985	-0.337168090678709	-0.921900917850814	-0.346001238218119	0.29755040784364	7	0.31047678914336
1985	-0.12825336043424	-0.709239234470655	-0.136894266185787	0.501680048391132	8	0.308293903387947
1985	-0.281774899894169	-0.832227326689265	-0.290574317264769	0.318561634622293	9	0.292915626809551
1985	-0.0987037088578164	-0.647126488361557	-0.10834484207102	0.504225311798863	10	0.293071463611003
1985	-0.184950181018553	-0.754371067048223	-0.194464607446733	0.4383894502306	11	0.303621829568401
1985	-0.370692775694597	-0.954580392318975	-0.379957432670594	0.265998046206014	12	0.310792994599072
1985	-0.318618705219593	-0.863879521984022	-0.328822431171125	0.284489287112021	13	0.29238544810759
1985	-0.2198180964848	-0.8006626777726	-0.228662259867036	0.411055935142141	14	0.308485787378419
1985	-0.179530991363034	-0.729926255693384	-0.189260369430064	0.426107420525836	15	0.294266403830251
1985	-0.27670239484579	-0.833660813299539	-0.285392004981823	0.32946614189383	16	0.296022676615487
1985	-0.308176352043543	-0.880904948522688	-0.317983826144693	0.320134783357889	17	0.305858258000374
1985	-0.19602643996313	-0.765020467365962	-0.205596010404535	0.427218934767165	18	0.303535340891865
1985	-0.0106154550411483	-0.58107966751842	-0.0194652034719372	0.609975610003547	19	0.303291575168306
1985	-0.256660997633633	-0.827254272341874	-0.2653073083928	0.362819828862743	20	0.302879700456389
1986	0.352942903793162	-0.0535108151869727	0.34557749645555	0.801188929443949	1	0.21768543426118
1986	0.420392670709296	-0.000559860339934659	0.41363295036905	0.879801141728515	2	0.224157356504396
1986	0.250768448392106	-0.151796045589504	0.243275435748817	0.6958071459305	3	0.215853043287274
