jaar	mean	p02.5	p50	p97.5	simulatienr
1985	0.289318759337439	0.123713735832053	0.282866962182922	0.766175775694944	1
1985	0.456827864347239	0.201803338170791	0.446306727087029	1.1767219242683	2
1985	0.150265204831792	0.0638998392825149	0.14660064810992	0.405236167562704	3
1985	0.224488396187661	0.10231653080839	0.218697787703621	0.569768889282547	4
1985	0.385282476454229	0.16996270912575	0.376184560787449	0.997377287644919	5
1985	0.290877277770654	0.125713776685464	0.28381240181564	0.771480936778963	6
1985	0.224120892357014	0.0912674480509728	0.219962749625044	0.610921622904175	7
1985	0.300783946817668	0.121328341625586	0.29518339575286	0.82815002127192	8
1985	0.362670708215916	0.151598017760101	0.355871723482523	0.964066261529261	9
1985	0.377021902709896	0.164413400530387	0.368349541293163	0.983430554723221	10
1985	0.293053409598075	0.128647652556864	0.286152566980713	0.761622587870537	11
1985	0.206194093064068	0.0833892203076725	0.202042144861989	0.571008580812964	12
1985	0.265774842382741	0.117650441287864	0.259085547260327	0.691921434270863	13
1985	0.232161032246979	0.0922604163477781	0.227995510448502	0.64673802756152	14
1985	0.371024171443629	0.162737239378576	0.36280960813443	0.957267508030028	15
1985	0.327337700052677	0.135957113144713	0.321238250283078	0.874925965914759	16
1985	0.205571806331691	0.0894842373804834	0.200496849818682	0.542674604980428	17
1985	0.264792652779903	0.114354075991588	0.258705881783883	0.697103972089329	18
1985	0.341231998686764	0.145843652374288	0.333483965404962	0.906061101711819	19
1985	0.272192720668405	0.104925873385021	0.267574504237765	0.777781180923684	20
1986	0.940018892667473	0.474760952632052	0.920601506309557	2.09283957160701	1
1986	0.800773861627148	0.403930967425197	0.783966601988663	1.78834763725147	2
1986	0.814505509731593	0.415242867194027	0.797886176189151	1.79422856804123	3
1986	0.625735386949118	0.315522442357364	0.612378336204769	1.40081068808595	4
1986	0.782538830548142	0.398918368989947	0.766474565224477	1.72490113589045	5
1986	0.852825490553011	0.431646152311886	0.834858671098146	1.8995452106664	6
1986	0.80938868893057	0.411055045010545	0.792768113348415	1.79074380223637	7
1986	0.903203709548407	0.454266330755086	0.884078107066507	2.02535811663439	8
1986	0.536233820501703	0.268942755788392	0.525120259310242	1.20238859084674	9
1986	0.771945464872274	0.383672422065732	0.755474106899831	1.75307385322718	10
1986	0.821409120451068	0.418123400712742	0.804473064323882	1.81421087037278	11
1986	0.758323234570687	0.381643981159556	0.742706789169402	1.69371633736823	12
1986	0.658782356519975	0.330823060687067	0.644954640074274	1.47799089601537	13
1986	0.865440303363368	0.438223753449658	0.847765819621491	1.91924267239346	14
1986	0.71345989553182	0.363757404028664	0.698682172987553	1.57397228085522	15
1986	0.670395863192866	0.338934948077699	0.656395772329623	1.49292553067099	16
1986	0.755520224394136	0.374363152855834	0.739270685559311	1.72250833639413	17
1986	0.823592956645575	0.419758673330513	0.806488550682216	1.81836161418742	18
1986	1.05040574639162	0.531648238817776	1.02844070828593	2.33728222883671	19
1986	0.718066867332207	0.358266510312593	0.702594484289914	1.62651470970427	20
1987	0.038674235479766	0.0168896697012451	0.0377911782235886	0.100653646814239	1
1987	0.0103799644785653	0.00430636704631571	0.0101059414199272	0.0290423379071979	2
1987	0.007188825933365	0.00244854543644861	0.00704734065397287	0.0235532993856381	3
1987	0.0205776332700608	0.0088658953268148	0.0201326498208724	0.0538415793135057	4
1987	0.00386657790887929	0.00134129737859844	0.00376111102241634	0.0129789367443058	5
1987	0.010133688619421	0.00394792515482079	0.00988357655381598	0.0298608609449686	6
1987	0.0168704134803256	0.00686860706124859	0.0164596960402511	0.0474763913693652	7
1987	0.0140192763609446	0.00550530937051012	0.0136930638893282	0.0406475912200358	8
1987	0.030910100444462	0.0133296317935835	0.0301718206052565	0.0819823126796264	9
1987	0.00989238663295929	0.00399796373126105	0.00969135215002209	0.0274199682471495	10
1987	0.0226801088050159	0.00852154507618528	0.0222876813089405	0.0664538407433437	11
1987	0.0354162246598249	0.0138207415157747	0.0347193465568368	0.101378338091773	12
1987	0.0118425385382425	0.00433101515776481	0.0116293757475247	0.0358801314969268	13
1987	0.0178722522132329	0.00714556172833643	0.0173761962324287	0.0523098121062881	14
1987	0.00341980765599385	0.0012164246548998	0.00333809546059327	0.01097875688788	15
1987	0.00358186487707652	0.00145252864742415	0.00347537746285248	0.0104572704512227	16
1987	0.0613540850438855	0.0244983483387557	0.0604564129239394	0.167178238730342	17
1987	0.0064066619746678	0.00253752973378472	0.00620322894795666	0.019369158578327	18
1987	0.00610962448764872	0.00235404334996714	0.00589680217154307	0.0193202913909972	19
1987	0.0206202105898303	0.00752200461312885	0.0202978409324629	0.0618978517934363	20
1988	0.015652903689913	0.00595147840216544	0.0151359123296235	0.0496879515234152	1
1988	0.0175013735053909	0.00705176648637843	0.0170264727747992	0.0506388950303781	2
1988	0.0310044101468302	0.0125541127649426	0.0302932726691617	0.0870903564998881	3
1988	0.00945384656561706	0.00372549908107854	0.00914783136333486	0.0288190613794036	4
1988	0.054537229526683	0.02333192737024	0.0533539960545503	0.143881350596938	5
1988	0.0120813452867348	0.00474746317538774	0.0117100756876451	0.0366208425760155	6
1988	0.0297119073019818	0.0123946066374766	0.0289059560045683	0.0830529857536889	7
1988	0.0252818416498561	0.0103786442007966	0.0245905368787167	0.0718838309877223	8
1988	0.040445961139279	0.0169007564541976	0.0393430454626471	0.112991006929138	9
1988	0.00517246552326685	0.00200337452272387	0.00501513421753734	0.0158819473909702	10
1988	0.0472534055731307	0.0200461652275055	0.0459416954866527	0.130391337329523	11
1988	0.0543761002709206	0.0217575869461757	0.0529642429735392	0.15729855119956	12
1988	0.0204891936710073	0.00801454284260502	0.0199316660780692	0.0610880513170651	13
1988	0.103107969970675	0.0423247057067757	0.101100005671351	0.280068733649719	14
1988	0.0417608577740641	0.0186404558180729	0.0407658117037825	0.106993967572687	15
1988	0.01907476569405	0.0080160081774423	0.0186036233931686	0.052140129684414	16
