jaar	gem_jaar	gem_og	gem_bg	og_jaar	bg_jaar	lengte_onder_p01_mean	lengte_onder_p05_mean	lengte_onder_p10_mean	lengte_onder_p30_mean	lengte_onder_p01_median	lengte_onder_p05_median	lengte_onder_p10_median	lengte_onder_p30_median
1997	5.98685228810945	3.2572686236951	12.0904503357544	3.15069156208971	13.4798652791506	1.50716214885978	3.67136290648755	6.31877838597474	21.0539226176171	0.0990066957849076	1.43751732236799	3.55314862745123	17.177135195428
1998	2.04921142658475	1.08917331796632	4.25433421941629	1.04636741238889	4.86101751471774	0.313278114644293	1.01826020373636	2.02016485904942	9.1133277544629	1e-16	0.289001170474785	0.971615521387658	6.69352235816268
1999	2.66038172015822	1.47268154421722	5.2594730938626	1.4358605761691	5.72805628567865	0.250624015792783	1.25582735904469	2.90435309686068	14.7191624198524	0.0087216250477482	0.569886025778766	1.86661326572476	12.4422829382486
2000	0.461945301138925	0.238520899623161	0.993867324572471	0.236161123251507	1.0302845091549	0.0126159617778137	0.117195198685358	0.3947639590504	3.93193857853644	1e-16	1e-16	0.0364160137374157	2.54150097521953
2001	1.6396739428268	0.913262887960672	3.21526271355171	0.904263657255347	3.31844461899809	0.159047554548666	0.817443593448819	1.88191589153298	9.40302152838797	1e-16	0.142625293450383	0.731290192443897	6.85605289705708
2002	0.350083514980171	0.173080165591894	0.796188861996635	0.169679932853209	0.859095791799088	0.00652654608356437	0.0689058095951941	0.26998048482469	4.36966509589652	1e-16	1e-16	0.0131561322122273	3.00398747228832
2003	11.8342001170559	6.70458903796159	22.7821074299918	6.59671124466926	24.1287371276476	4.07931969235254	9.34233277455356	14.5691503298265	35.952228473484	2.6237598017482	7.07805749289266	11.9694137410025	31.5448186235277
2004	4.65097622075478	2.45703574655484	9.7205406847114	2.43900340310982	9.9170694663253	0.916712632779172	2.52859309526067	4.66552143105372	18.9520576904346	1e-16	0.399261012137639	1.50016782783553	12.8566787284974
2005	9.58943515939391	5.25734356333668	19.1979284515171	5.19615006864259	20.1609557503736	1.95016555322726	5.81000340846245	10.3404460207491	32.0449120288129	0.481619775217307	2.84196833323956	6.20820888964092	25.2275912183975
2006	8.01165399024914	4.41223356183527	15.9571083043837	4.36700059981554	16.4332650337929	2.29528127890149	5.38631343085948	8.66693721338607	25.5973102273522	1.52028624077942	4.13542865450506	6.98873014766313	21.144637377255
2007	1.93758348157722	1.00740753462271	4.08679521322587	0.982367342796428	4.43619326182589	0.547446284443266	1.21705391282701	2.19669617775372	11.9435600440896	1e-16	0.0238942950419201	0.362048581427258	8.54670950606892
2008	1.6697967908726	0.8603841894409	3.57132827274093	0.846057336054048	3.77214511670921	0.260048529859774	0.849874252386133	1.77008255841568	10.2663840112033	1e-16	1e-16	0.222528711391746	6.06863853755195
2009	13.833468951531	7.70445499329353	27.1852632783163	7.59532468616548	28.4326737637066	5.13110416056169	10.6470417325678	16.0352305173359	38.3567659908388	2.17081578044793	7.50203918226225	12.7581081965142	35.5470790489701
2010	10.6911168163996	5.80678378523738	21.6566776777049	5.7757747009175	22.1706520395781	3.22896760743083	7.08659301193579	10.7437998380182	26.076857968442	1.94330487727194	5.48679225390292	8.71753596179773	24.1115041177649
2011	8.2546518330469	4.51735433222336	16.5590614568848	4.45798925417212	17.2429906845828	1.70324463473278	5.01132552578075	9.00721817825517	29.0387444497766	0.356231743038048	2.37307345831526	5.57889342643286	24.0268492541748
2012	3.01588696533233	1.60252749939342	6.27304570800973	1.59336052646233	6.38692500969516	0.350365735596108	1.36320284366736	2.82683807089009	12.0077815984803	1e-16	0.376224354962696	1.58796925547496	9.87577475387598
2013	5.15489532103507	2.83909085920184	10.2594607846992	2.78473620728773	10.9206810017555	0.648101437495985	2.66829860100797	5.45128842640279	19.516095322896	0.164574738587518	1.79795127588087	4.44456164244303	18.055208385601
2014	2.23843164499589	1.17662040248922	4.71871592712299	1.16518721130424	4.87257013246106	0.168069570978994	0.865374860003064	2.0333018047561	11.3647171573773	1e-16	0.257032555565239	1.04925520973401	8.78964810265548
2015	9.06844485479259	5.08690421594801	17.6659078672476	5.01543355342098	18.4759656773797	2.43666906021348	6.52027385225046	10.687368233083	29.4977973749706	1.20035916894072	4.87651880966657	8.22843192387104	24.1668055673922
2016	1.53508629033162	0.783059708392023	3.35745346587842	0.770132077222962	3.56293583023167	0.10200954564573	0.524086667317648	1.28005637725053	8.13158464770052	1e-16	0.000999740134040472	0.349661607576909	6.13697654870226
2017	10.9089884534211	5.98330525850603	21.8313718757478	5.83432071544005	23.6877212324681	2.40713213525901	6.8158617872933	11.6255181213353	31.8939672528489	0.925660451822281	4.31272517037566	9.11242940166448	27.6898879785267
2018	31.607247679104	17.190990942328	64.1715562109109	17.0512248453833	66.5703256921362	15.9381972351987	25.6412840343002	33.4372687654089	59.8074121130244	9.70679876322161	18.7916536493013	26.0367880408051	50.0275448141071
