jaar	gem_jaar	gem_og	gem_bg	og_jaar	bg_jaar	lengte_onder_p01_mean	lengte_onder_p05_mean	lengte_onder_p10_mean	lengte_onder_p30_mean	lengte_onder_p01_median	lengte_onder_p05_median	lengte_onder_p10_median	lengte_onder_p30_median
1985	0.638533058439722	0.32445216383649	1.38667498027682	0.315898356987013	1.52411598495101	0.155331388030943	0.349167922383794	0.68573917857675	5.55593730311032	1e-16	1e-16	0.0206620272088635	3.3316187130091
1986	1.92193378514503	1.08677349168178	3.70359370117636	1.05960458504859	4.00763597328684	0.168176957797659	0.946440282030315	2.3056773943253	12.1107673408721	1e-16	0.377732301466665	1.48419422308109	11.0332505532646
1987	0.0610099622720673	0.0296428710459066	0.138892871831159	0.0290902215411304	0.149412774185849	0.00292672958958136	0.0180496989459204	0.0542661883668468	0.878931481711523	1e-16	1e-16	1e-16	0.23914573015217
1988	0.130374075761589	0.0648608373896057	0.290223934792015	0.0631865926235252	0.322230764383362	0.00181142388535975	0.0312396864917421	0.116581323540569	1.89525004297649	1e-16	1e-16	1e-16	0.806852948502378
1989	11.9203306016352	6.73089018726378	23.0282097754808	6.47014182503807	26.2838407468331	3.67034093384364	8.85941931523159	14.1545168205386	35.7296102333787	1.69813054006115	6.29716936044393	11.6442307336119	33.0730520708853
1990	16.2194755675938	8.93225498628462	32.30892095934	8.7059229805505	34.9901143296934	6.62113668493471	12.3865381813205	17.7582707031965	40.4494768572228	2.67069638015467	7.30836647578181	12.248689224368	34.3452906850581
1991	6.15682519509756	3.36354102694794	12.371063243953	3.23535777582246	13.9236872416518	1.52613219188164	3.78844697602137	6.44048181505593	21.0598927076176	0.143433336612315	1.41428677552277	3.42828180349691	16.1262060612396
1992	1.16311708067098	0.603763012618458	2.48712456219466	0.587083771021847	2.7204906364415	0.0791348621586431	0.415883927818328	1.01825567765814	6.97958488296022	1e-16	0.0371918456236742	0.381009030851947	5.60850887599776
1993	3.55073844894079	1.95021768844768	7.08981130296189	1.88605275359413	7.84225989648058	0.526895294811943	1.84430516386099	3.82970937261147	17.4084124600651	0.034095149930782	0.833992451979129	2.45116185472228	14.9817130829798
1994	3.58445700264634	1.92112074922843	7.37088203566289	1.88264804636547	7.90780616702924	0.529186882015249	1.79711103863158	3.40593283524651	12.2031699785255	0.0177993464333691	0.695754938366494	1.96945045817789	9.94111689324358
1995	8.19653652146	4.46918908069393	16.5200935049738	4.34692424535769	18.1265901248988	2.15251211057678	5.20558662604182	8.38855578572853	23.6363149671191	0.996295024273785	3.41470689211015	6.26158235788	19.72768208968
1996	12.7045876000766	6.99216090834929	25.324715498661	6.74546282881802	28.2983465747801	4.44030031976038	9.05820187354009	13.7005562905907	33.9746444858017	1.75994155971744	6.15562808505363	10.8395436090064	30.1052211223532
