jaar	mean	p02.5	p50	p97.5	simulatienr	sd	intercept
1985	1.88154508806313	1.6224477468937	1.88139355563461	2.14149272579837	1	0.132462915885255	3.1196478008505
1985	1.78388903241528	1.52934817378002	1.78358962283984	2.04008287800508	2	0.130326854798707	3.0481333425059
1985	1.73297840686885	1.46150283160973	1.73312875477761	2.00344430652279	3	0.138302713624025	3.09229680279079
1985	1.66227427448121	1.38731094937407	1.66243821006997	1.93617307913193	4	0.14007925931916	3.03270356427146
1985	1.84252384244108	1.5836135635771	1.8423017647467	2.10264519965543	5	0.13245370729113	3.08097345955466
1985	1.79013358403822	1.52374226397625	1.79001867758697	2.0569662162414	6	0.136138837206266	3.09270926058673
1985	1.70906664255031	1.43708319954576	1.7093227560514	1.97950108265353	7	0.138416731202384	3.09987174045346
1985	1.7918134550568	1.53199901498268	1.7918482904163	2.05143926842967	8	0.132534623655182	3.10061217697626
1985	1.69624344599634	1.43100449457801	1.69620699358638	1.96161995324998	9	0.135419612307193	3.071530296591
1985	1.92102966442668	1.66826804778401	1.92080284412257	2.17506540871528	10	0.129329402714425	3.15290368426093
1985	1.68360754675463	1.41675601068493	1.68367606605725	1.94999669319094	11	0.136057059571433	3.05110060895503
1985	1.62239151785438	1.34427779444509	1.62258895109046	1.89927938376935	12	0.141627014956009	3.05739927086617
1985	1.66855530512299	1.3945859779644	1.66871855432262	1.94142924320855	13	0.139552342268838	3.06603814399145
1985	1.7561475068485	1.4876768291611	1.75628540687545	2.02366962447532	14	0.136796146617577	3.09116690317915
1985	1.7277854063529	1.46799789374813	1.72757948251897	1.988798432604	15	0.132896215258952	3.04832215181708
1985	1.66163305401948	1.39645426738608	1.66167906178501	1.92647227875436	16	0.135234581967846	3.05187431474732
1985	1.77501372503686	1.51064172621572	1.77496062580215	2.03968792168189	17	0.135018417979606	3.07781314329612
1985	1.69492704571895	1.4240547390815	1.6950171775654	1.96515466734104	18	0.138074432068565	3.04790364784207
