jaar	mean	p02.5	p50	p97.5	simulatienr	groep3n
1989	152.363839308411	118.920853273444	151.928608499921	198.470894332881	18	3
1989	146.269502740567	119.781663031425	146.004104543062	180.524240849586	18	4
1989	130.969027838199	105.237429795008	130.677717424591	165.11964577474	19	2
1989	160.39564487041	125.06638304918	159.930797484023	209.188352849438	19	3
1989	150.398702036481	123.331639234253	150.128536050519	185.347186756945	19	4
1989	129.279521345691	103.772296680855	128.991064059418	163.165146977462	20	2
1989	157.920868924625	122.969751652962	157.460034749898	206.263507276445	20	3
1989	152.462346274276	125.355158645529	152.196058099763	187.340743350238	20	4
1990	148.362368858944	118.813015378929	148.03826857276	187.640182630479	1	2
1990	174.947870364941	134.558090214804	174.40192461315	231.608449999052	1	3
1990	162.539774832795	132.852539021591	162.236900532843	201.042442535835	1	4
1990	153.264049043001	123.070825338231	152.937583886309	193.255702380736	2	2
1990	187.298802175611	144.034092166557	186.705914295134	248.060045702504	2	3
1990	166.624081259716	135.075091001047	166.284294744494	208.004391146214	2	4
1990	150.678058215095	121.625481706629	150.370910504137	188.909627162969	3	2
1990	187.767872763761	145.803792390995	187.214471935303	245.973776595629	3	3
1990	162.105735569939	131.939630463723	161.787825210353	201.465448761453	3	4
1990	153.290648738919	122.09008203502	152.937451253961	195.069431069414	4	2
1990	177.288709099758	137.496925535372	176.761276124635	232.568842050839	4	3
1990	163.609227512886	133.068105562258	163.286924677762	203.489874467886	4	4
1990	149.839159833876	121.254182910639	149.540439358387	187.336320748731	5	2
1990	187.710063662457	145.669680973403	187.155820189506	246.056109661816	5	3
1990	164.626132611374	134.071047489546	164.30546130883	204.460311329556	5	4
1990	156.654406032031	125.84098120108	156.319413914363	197.464413846632	6	2
1990	173.571478777477	134.665769670412	173.061147548389	227.561481205707	6	3
1990	165.416087629654	134.927644251666	165.099094427739	205.0798972677	6	4
1990	149.076195367076	119.825930515041	148.761620027335	187.768704476444	7	2
1990	188.382335847309	145.277840940302	187.802074448236	248.671905246711	7	3
1990	165.791768461945	133.606519884487	165.435030563582	208.328825093223	7	4
1990	153.601373766343	123.717456439652	153.280697731365	193.045446260714	8	2
1990	184.950245291927	142.831716035953	184.376951710983	243.821487387019	8	3
1990	160.99843636179	130.392607966092	160.667408454596	201.189092831117	8	4
1990	147.613654338356	119.235330175383	147.316471325891	184.911965568622	9	2
1990	181.584633183664	140.72600299965	181.049271173791	238.344423644208	9	3
1990	167.969454904919	137.139642472736	167.649917488041	208.03245491623	9	4
1990	150.536971740021	120.929327254613	150.217319827348	189.733968085047	10	2
1990	188.921796799931	145.190970779646	188.313457126407	250.441857981799	10	3
1990	163.527675687221	133.727047686052	163.221983815019	202.16942981316	10	4
1990	151.998096157735	121.650827567566	151.662185655527	192.382350456299	11	2
1990	170.789323397728	132.072599245833	170.274231813348	224.747201112578	11	3
1990	166.773870669355	136.37147164324	166.462325186411	206.196596616284	11	4
1990	151.916397052294	121.977353580818	151.592352223993	191.577821349375	12	2
1990	181.297824607672	139.29608669171	180.723303351784	240.330205944576	12	3
1990	162.690854532678	132.35265370435	162.371251619931	202.293341157404	12	4
1990	157.478494673057	127.275360858881	157.157728148364	197.184160759915	13	2
1990	193.049316023876	149.480979431259	192.468925606849	253.696249123123	13	3
1990	161.64648519139	132.892702698531	161.361983361015	198.661110827513	13	4
1990	148.046265690898	118.886530101993	147.732251336375	186.658594206517	14	2
1990	176.328346378517	135.074688460647	175.758478629823	234.524634208164	14	3
1990	167.479358564446	136.957671499164	167.165786127675	207.059556298612	14	4
1990	160.738741855555	130.357842234177	160.422102546908	200.498516915025	15	2
1990	189.899061526875	148.903740494516	189.381619313774	246.040386914811	15	3
1990	165.595870104696	135.235786554155	165.282412404108	205.030247676116	15	4
1990	147.349394680808	119.214580253276	147.060706304422	184.226364341409	16	2
1990	186.528113417109	144.297492304084	185.964828802934	245.371614222879	16	3
1990	162.350563135272	132.258147590857	162.036190721931	201.559662846327	16	4
1990	141.504528600825	114.017408474491	141.215030645258	177.733261341918	17	2
1990	180.398870668852	139.899409138619	179.871129470355	236.602161361908	17	3
1990	160.362091905745	130.615463677898	160.050825606713	199.130802332239	17	4
1990	158.124478643692	127.717820344529	157.801840015285	198.120271487692	18	2
1990	179.652158771471	139.802527817881	179.13549639349	234.741904426408	18	3
1990	171.727721114531	140.471307843377	171.407759635966	212.241453849566	18	4
1990	154.42615479352	123.882006456617	154.091385379125	194.954740249906	19	2
1990	172.632573891374	134.163184739717	172.134247619278	225.881754450652	19	3
1990	162.591152048123	133.165121165519	162.291472284475	200.673434668442	19	4
1990	154.659030375387	123.901052491665	154.321734190626	195.527565125217	20	2
1990	194.70281169885	151.167002535876	194.126186621211	255.115057218985	20	3
1990	168.703251772408	138.527482361483	168.399276134448	207.632315284107	20	4
1991	127.979324333514	102.516691967859	127.703507174647	161.791656469048	1	2
1991	142.230890465046	109.278304550002	141.791920865671	188.459689873405	1	3
1991	110.790020225053	90.4173872866652	110.585649114581	137.228409271753	1	4
1991	131.502588075117	105.576443782157	131.227291213624	165.813551128011	2	2
1991	140.14626630942	107.628259221884	139.704551261229	185.847601499572	2	3
1991	112.439849321607	91.0106018765201	112.212545354636	140.565837090097	2	4
1991	125.784873092502	101.489884531778	125.532591573615	157.737086721931	3	2
1991	132.507184793306	102.709814942061	132.1193476435	173.873893216608	3	3
1991	120.213780795339	97.7419259152578	119.980615767196	149.539453073448	3	4
1991	135.879487089697	108.242753425198	135.571314276826	172.846233345416	4	2
1991	148.448031387281	115.126288890123	148.009196398693	194.720410645595	4	3
1991	120.92809966048	98.2693030532637	120.691540788118	150.523950325746	4	4
1991	120.283510117867	97.2254359787486	120.049841133203	150.514542152705	5	2
1991	143.058775679435	110.830282592198	142.63813066416	187.832478456993	5	3
1991	116.816387719883	95.0115608003097	116.591250430908	145.254382014948	5	4
1991	130.362393301377	104.601238744671	130.087986799966	164.48025543717	6	2
1991	143.49494350871	111.332384567023	143.076418201332	188.102316068797	6	3
1991	115.314816365576	93.9248147818387	115.095785657501	143.159154269904	6	4
1991	127.211502931469	102.27414736648	126.946561059691	160.16866028324	7	2
1991	146.655508932543	112.996949785414	146.208469360507	193.73103139816	7	3
1991	114.715042521958	92.3188123238104	114.470816028538	144.327217612578	7	4
1991	128.026604510206	103.064479576338	127.764076836201	160.954228180704	8	2
1991	152.887165994871	118.064675069378	152.416129184933	201.54119094612	8	3
1991	114.454215635375	92.5623516794697	114.220572216535	143.221869869197	8	4
1991	128.966442909486	104.173155572101	128.710176026343	161.529200370675	9	2
1991	162.237220171505	125.781706333049	161.762363996578	212.83972635907	9	3
1991	108.372850823986	88.2942732601376	108.167467990143	134.501417599722	9	4
1991	133.048287103066	106.925958879141	132.768559517154	167.600190757876	10	2
1991	154.052502019776	118.325452362772	153.558253557314	204.321477990056	10	3
1991	117.881282528594	96.3057630309884	117.663917734929	145.857682504138	10	4
1991	132.966786886932	106.382533269612	132.677427258189	168.321205416343	11	2
1991	133.016712454983	102.805936013789	132.618894739724	175.113454663968	11	3
1991	114.244279712547	93.2821071280537	114.032776481853	141.442767540191	11	4
1991	135.217122844804	108.635758858959	134.931488737519	170.394281641914	12	2
1991	146.005458286927	112.116158830975	145.546214015359	193.631342919512	12	3
1991	115.139370343938	93.5419035750643	114.914848781161	143.349425249383	12	4
1991	126.671858529472	102.21083221322	126.421549863922	158.815176750347	13	2
1991	136.120158613943	105.052298382178	135.716018227309	179.438218788113	13	3
1991	108.880556811126	89.3471341371728	108.690237508951	134.052313777253	13	4
1991	128.794549175894	103.464136954119	128.524172112128	162.307232524776	14	2
1991	140.888771879271	107.88956775797	140.438017228953	187.418826864018	14	3
1991	114.422749505316	93.4395297003417	114.211325117558	141.643080215371	14	4
1991	128.478801358681	104.03015299861	128.231565798937	160.47315026594	15	2
1991	151.17002004693	118.431191079451	150.759707611133	196.022913077533	15	3
1991	116.315441297977	94.8490003634808	116.097969003567	144.210879324758	15	4
1991	139.272432205341	112.819924913702	138.999482417434	173.911729603402	16	2
1991	149.122836986275	115.343924624987	148.675974193974	196.169818549114	16	3
1991	115.365506761087	93.8661008735597	115.144137764582	143.390592374055	16	4
1991	122.427777166933	98.6742726898709	122.180077610506	153.709280518123	17	2
1991	144.04162533894	111.547762820307	143.62539155263	189.145930391654	17	3
1991	114.657850547785	93.284726004548	114.437500820323	142.521875347435	17	4
1991	129.291220268882	104.363419519581	129.03097739926	162.071225628807	18	2
1991	136.386032297721	106.019961586572	135.997234343743	178.374578494367	18	3
1991	113.378212083345	92.5741292597775	113.168384399267	140.371302173896	18	4
1991	131.163484924299	105.221421584903	130.884161740858	165.550219046146	19	2
1991	131.864870232428	102.225655923053	131.486919798665	172.94968515233	19	3
1991	116.85476201541	95.6079109811551	116.642427373923	144.352308976313	19	4
1991	130.514116038591	104.543402050427	130.2340027969	164.993674219748	20	2
1991	155.431324366028	120.599042944337	154.972990501508	203.775330530244	20	3
1991	120.682941499858	98.9816746146455	120.467832430388	148.687820285293	20	4
1992	75.0119093020298	59.2919523152089	74.8597522343846	96.0367951841752	1	2
1992	90.2660022375808	68.6484288291813	89.9865529838401	120.840076198848	1	3
1992	54.9309851234037	44.3989194597369	54.8275391875823	68.7161583597644	1	4
1992	78.2389490335091	62.1009323808698	78.0803739623422	99.7497624045157	2	2
1992	77.6207647766353	58.9596564745522	77.3703650758279	104.113629393554	2	3
1992	53.7523286485119	43.0807537734698	53.6413330607763	67.8823058015328	2	4
1992	74.6810809393574	59.5907753607396	74.5353874688818	94.670887453476	3	2
1992	71.7328960103531	54.9393948811625	71.5180233571277	95.300154697772	3	3
1992	62.9191432406714	50.7805819539991	62.7946000431418	78.8677912769	3	4
1992	84.9114303932451	66.8674081876873	84.7317945355226	109.17127876479	4	2
1992	79.2038344795925	60.8037363322614	78.9634490714609	105.001871667142	4	3
1992	60.4962232182951	48.768016210537	60.3756647474945	75.925361440016	4	4
1992	76.251001471981	61.0235191448289	76.1089083450567	96.3285041168225	5	2
1992	91.231655901101	70.1549476328346	90.9605265483359	120.701948003729	5	3
1992	57.7743428366569	46.5854877943075	57.6608945930387	72.4792604218832	5	4
1992	87.6242265311014	69.8084553119801	87.442945511908	111.327860920464	6	2
1992	79.5446872644197	60.9834346458855	79.3083679364773	105.558010460464	6	3
