jaar	mean	p02.5	p50	p97.5	simulatienr	sd	intercept
1985	4.24616408083205	4.08797936251335	4.24516469781442	4.41004039445675	1	0.0821310923179366	4.70422416068169
1985	4.30295464745053	4.14814282040934	4.30200018700273	4.46317101289429	2	0.0803278391386395	4.69951005148926
1985	4.25506273254924	4.10099982226556	4.254115158413	4.41448471627737	3	0.0799359644984731	4.69721173114657
1985	4.22746602836504	4.06805004542452	4.22646200027927	4.39259778365339	4	0.0827633933461389	4.70008547368778
1985	4.26861784080699	4.11153353834773	4.26763771926892	4.43126456787364	5	0.0815321924323091	4.69424432538438
1985	4.26899824068439	4.11291368117056	4.26802410495065	4.43060939835689	6	0.081010019291238	4.69491782049274
1985	4.26072341399034	4.10196631824463	4.25973341661202	4.42510916759246	7	0.0824074367679219	4.69679581738264
1985	4.24070076877543	4.0856092897165	4.23974899961349	4.40117758627858	8	0.0804706425718783	4.70183618703579
1985	4.24074917699232	4.08309808367391	4.23976983779881	4.40396676331989	9	0.0818297460337764	4.6980641031986
1985	4.30103184327718	4.14473735791506	4.3000563754926	4.4628604598705	10	0.0811199477158331	4.69832477013265
1985	4.29758692016843	4.14117341376982	4.29660804878094	4.45955912648374	11	0.0811858072764413	4.70304326101266
1985	4.26186266594958	4.11080349165398	4.26095134366854	4.4180626909205	12	0.0783499988248765	4.70326151504601
1985	4.24610401053215	4.09168308691836	4.2451611709428	4.40585657857601	13	0.0801139276480104	4.69792259571608
1985	4.2739471816215	4.12016116862823	4.27299742956688	4.43310880422519	14	0.0797996190119954	4.70386959779921
1985	4.28608089422004	4.13414724322993	4.28517160345239	4.44314633557124	15	0.0787957055105382	4.69786132364497
1985	4.22057372962246	4.06475444935007	4.21961336043901	4.38183540756509	16	0.0808587352718966	4.69559235428476
1985	4.22187924936221	4.06659441345601	4.22091724214309	4.3826146278176	17	0.0805857581988983	4.70388097566336
1985	4.25459010658066	4.09672158207823	4.25360822947659	4.41803423330485	18	0.0819395884153809	4.69472312966777
1985	4.30682264206744	4.14894327215939	4.30584142624468	4.4702772887026	19	0.0819464296867249	4.69651583073576
1985	4.27719528955302	4.11987220730693	4.27621283785045	4.44009781158097	20	0.0816622546585019	4.69856346226329
1986	4.05629033347993	3.93466295780925	4.05590571533129	4.18015805202157	1	0.062616615527206	4.70422416068169
1986	4.07035758161318	3.95225397068566	4.06999340499684	4.19056593768766	2	0.0607697826412594	4.69951005148926
1986	4.01779126166115	3.90169047576223	4.01742735612623	4.13599917171649	3	0.0597473907169026	4.69721173114657
1986	4.03066189978368	3.90935011686544	4.03026348263897	4.15429117130091	4	0.0624683152528964	4.70008547368778
1986	4.02199129802506	3.90114159968004	4.02160703834069	4.14507878051578	5	0.0622128992588159	4.69424432538438
1986	4.01382614897355	3.89396567986297	4.01345758575751	4.13581750729529	6	0.0616746073157166	4.69491782049274
