jaar	gem_jaar	gem_og	gem_bg	og_jaar	bg_jaar	dag_onder_p01_mean	dag_onder_p05_mean	dag_onder_p10_mean	dag_onder_p30_mean	dag_onder_p01_median	dag_onder_p05_median	dag_onder_p10_median	dag_onder_p30_median
2009	41.229460811083	33.1156141431305	52.0284542364167	30.507034516969	59.2871203795838	40.6844827586207	71.226724137931	95.4318965517241	163.478448275862	35	67	89	161
2010	35.1350403051435	28.1559461143457	44.4297179067784	25.0877411230549	51.500932828533	30.9534482758621	51.0646551724138	66.1715517241379	120.719827586207	31	51	65	119
2011	22.8360536320744	18.1904781818147	29.0459589922844	16.5838679059549	32.9373742357895	20.451724137931	47.7818965517241	74.023275862069	156.478448275862	10	39.5	68	151
2012	9.55523254057023	7.44799252592182	12.4086032774161	7.26211360664905	12.845885691585	5.85	17.0784482758621	29.898275862069	85.9594827586207	0	11	27	82
2013	15.4341885435797	12.2806780030585	19.6483950591	10.7652072798158	22.9580301332402	10.9327586206897	33.448275862069	53.551724137931	114.450862068966	6.5	34	55	114
2014	7.01211208364933	5.42203453699302	9.17276623688479	4.78905389558395	10.7823864985327	3.30431034482759	14.0120689655172	27.2448275862069	100.230172413793	0	8	22	97
2015	30.4752249741624	24.4287103560687	38.5147234473935	22.1019284814047	44.499205611832	27.5275862068966	53.6206896551724	74.7741379310345	143.999137931034	25	50	71	146
2016	5.03775470248044	3.78557906927601	6.76035604629855	3.14196099251681	8.42625892666298	1.82413793103448	7.19396551724138	16.5896551724138	68.4577586206897	0	1	11	69
2017	30.7918128426266	24.6428472758139	38.9903543243357	19.2014677761763	50.743768711034	28.2043103448276	60.95	84.4594827586207	148.204310344828	18	57	83	146
2018	90.0430547642591	72.3007429032873	113.626870068424	67.073220681446	126.225611461986	85.0974137931034	112.062068965517	129.647413793103	177.511206896552	81	115	133	181
