jaar	gem_jaar	gem_og	gem_bg	og_jaar	bg_jaar	dag_onder_p01_mean	dag_onder_p05_mean	dag_onder_p10_mean	dag_onder_p30_mean	dag_onder_p01_median	dag_onder_p05_median	dag_onder_p10_median	dag_onder_p30_median
1985	3.10718008906883	2.23176720207059	4.32627588995968	1.94991891804938	5.06511126846521	1.02894736842105	3.28333333333333	8.00350877192983	61.8535087719298	0	0	1	57
1986	7.44001592983222	5.7911824410064	9.6652166749652	4.58914701881331	12.5098929848268	3.52327586206897	14.7948275862069	29.5560344827586	86.8258620689655	0	11	29	92
1987	1.39687917850693	0.81530985564051	2.25875947076636	0.554857525555775	2.69947001700748	0.0922413793103448	0.456034482758621	1.35862068965517	17.7853448275862	0	0	0	9
1988	1.54285695798148	0.928546093083487	2.4338839247521	0.710272946127013	2.82207569149467	0.0862068965517241	0.807758620689655	2.51293103448276	28.4827586206897	0	0	0	21
1989	42.0903817917158	33.7294290199277	53.1942883230332	27.198020974364	67.2974558568782	36.9836206896552	69.4551724137931	93.2379310344828	154.640517241379	33	73	100	161
1990	45.5861052860296	36.6082838125134	57.5445222727909	32.7364325043636	67.5763228841311	45.1896551724138	72.5741379310345	94.9586206896552	169.358620689655	35	65	90	164
1991	19.3389726433452	15.3496981011639	24.6839833052822	12.4688642331236	31.978013934075	16.4068965517241	35.1387931034483	54.4112068965517	131.43275862069	6	27	47	128
1992	4.77586046399743	3.60483223705429	6.37980204899598	3.14640227701112	7.57691497891302	1.73448275862069	7.25689655172414	15.3387931034483	69.5525862068965	0	3	11	71
1993	10.6607300193139	8.40752155466011	13.689990813136	6.57283082867951	18.0463442998382	7.36810344827586	22.7646551724138	40.9103448275862	116.338793103448	2	18	37	120
1994	12.9603056393225	10.184898886216	16.6939933678906	8.57268016481491	20.4005348440144	7.80172413793103	19.7594827586207	30.9637931034483	74.351724137931	1.5	17	34	81
1995	27.0861940882393	21.6297896958776	34.3565185065382	17.7178863857379	43.750334448824	21.0801724137931	40.2715517241379	56.9818965517241	119.962931034483	19	41	58	123
1996	36.6072932084596	29.3899879684503	46.2240653368223	22.9205969606096	60.2012415896738	35.7181034482759	63.4396551724138	86.0637931034483	158.428448275862	27	57	79	151
1997	17.6672769683794	14.0197534896011	22.5614304265883	11.7676932212908	28.0562594326155	16.3991379310345	35.8465517241379	55.2413793103448	132.356896551724	5	25	47	124
1998	7.367855582256	5.7235756652306	9.59649261617067	4.79763211584845	11.7983167884188	4.14655172413793	12.2060344827586	21.6043103448276	69.1887931034483	0	8	15	62
1999	8.98270188695156	7.03732072262172	11.6019361121812	5.68885399504995	14.9188141191426	4.5551724137931	17.4301724137931	33.5672413793103	103.620689655172	1	13	30	108
2000	2.7117100240114	1.9186092356231	3.81497469083902	1.59024115948072	4.62592676026726	0.402586206896552	2.99827586206897	7.93879310344828	45.0629310344828	0	0	2	43
2001	6.64625520157394	5.14135272725571	8.68300699254078	4.78490753310187	9.52621496797725	2.74913793103448	10.9379310344828	21.4586206896552	66.1051724137931	0	5	16	73
2002	2.04671195299884	1.34913856131905	3.03223182131537	1.1038364729411	3.61023243336515	0.168103448275862	1.65603448275862	5.76810344827586	54.523275862069	0	0	1	55
2003	39.8571944018234	32.0503317327697	50.2247869168971	28.7832687974313	57.8756004808716	37.8637931034483	67.6379310344828	90.0318965517241	153.062931034483	33	65	86	153
2004	13.1916993935319	10.32771366163	17.0688599221952	9.58569352498452	18.998636229802	12.1293103448276	26.9681034482759	45.0741379310345	127.502586206897	0	11	29	121
2005	26.3352862075429	21.0447818352283	33.4039836502428	18.4111818527617	39.7842440985794	24.0913793103448	56.8181034482759	85.4077586206896	164.347413793103	13	42	75	161.5
2006	26.3636281273044	21.1332278440906	33.3278597540912	19.8540645042179	36.4303312581941	22.6344827586207	43.0120689655172	62.1439655172414	143.203448275862	20	37	55	138
2007	5.6906279033236	4.31897115991376	7.56824467017552	3.7484097116147	8.94231908792002	3.50689655172414	10.2344827586207	21.7801724137931	101.740517241379	0	2	12	105
2008	4.89824556376786	3.68529196714461	6.56452168211335	3.50796424676256	6.98639813402592	2.58534482758621	9.18275862068966	18.6336206896552	85.8310344827586	0	0	8	85
