jaar	gem_jaar	gem_og	gem_bg	og_jaar	bg_jaar	lengte_onder_p01_mean	lengte_onder_p05_mean	lengte_onder_p10_mean	lengte_onder_p30_mean	lengte_onder_p01_median	lengte_onder_p05_median	lengte_onder_p10_median	lengte_onder_p30_median	var_sim
1985	6.38593794609051	1.43995228026044	2.30516007759164	4.07551919960943	10.0061369985024	0.155331388030943	0.349167922383794	0.68573917857675	5.55593730311032	1e-16	1e-16	0.0206620272088635	3.3316187130091	0.0525018259001826
1986	6.63272642081535	1.60059093786321	2.20130662407675	4.84350236148699	9.08290251351829	0.168176957797659	0.946440282030315	2.3056773943253	12.1107673408721	1e-16	0.377732301466665	1.48419422308109	11.0332505532646	0.0257271545775934
1987	2.11395509010039	0.277102965384451	1.2399434012398	1.19691428075753	3.73360581856623	0.00292672958958136	0.0180496989459204	0.0542661883668468	0.878931481711523	1e-16	1e-16	1e-16	0.23914573015217	0.0842225047444096
1988	3.37097915876462	0.767120656565567	1.68487484731086	1.99185703540975	5.70497796117573	0.00181142388535975	0.0312396864917421	0.116581323540569	1.89525004297649	1e-16	1e-16	1e-16	0.806852948502378	0.0720582439682788
1989	21.1056060392474	2.75416898310378	3.36301208910437	15.412952302726	28.9007970397165	3.67034093384364	8.85941931523159	14.1545168205386	35.7296102333787	1.69813054006115	6.29716936044393	11.6442307336119	33.0730520708853	0.0257194008941255
1990	33.3257030850815	3.18961455121229	3.84314924547372	23.8723433894674	46.5225582589858	6.62113668493471	12.3865381813205	17.7582707031965	40.4494768572228	2.67069638015467	7.30836647578181	12.248689224368	34.3452906850581	0.0289708805233306
1991	19.6452138759112	2.65391505490286	3.31748604307322	14.0188766271199	27.529625839184	1.52613219188164	3.78844697602137	6.44048181505593	21.0598927076176	0.143433336612315	1.41428677552277	3.42828180349691	16.1262060612396	0.0296382554081361
1992	10.3381856919096	1.96306695329308	2.71855650519986	7.02406580088624	15.2159855032848	0.0791348621586431	0.415883927818328	1.01825567765814	6.97958488296022	1e-16	0.0371918456236742	0.381009030851947	5.60850887599776	0.0388858608593295
1993	12.593169410473	2.22667192958192	2.85562419861625	9.15819609668674	17.3165014296044	0.526895294811943	1.84430516386099	3.82970937261147	17.4084124600651	0.034095149930782	0.833992451979129	2.45116185472228	14.9817130829798	0.0264071338194382
1994	13.6789459014458	2.27738100118657	2.96766461999741	9.64178690953496	19.4065231611414	0.529186882015249	1.79711103863158	3.40593283524651	12.2031699785255	0.0177993464333691	0.695754938366494	1.96945045817789	9.94111689324358	0.0318424723072363
1995	21.0197040747956	2.72558855877254	3.38164986487934	15.0861430456318	29.2870058341325	2.15251211057678	5.20558662604182	8.38855578572853	23.6363149671191	0.996295024273785	3.41470689211015	6.26158235788	19.72768208968	0.0286375571341838
1996	27.2301615931787	2.99437921005272	3.63266955448202	19.7385337509156	37.5651864392525	4.44030031976038	9.05820187354009	13.7005562905907	33.9746444858017	1.75994155971744	6.15562808505363	10.8395436090064	30.1052211223532	0.0269483193073675
1997	19.1327659445713	2.63128117233238	3.28767863823348	13.7053068502935	26.7095612442933	1.50716214885978	3.67136290648755	6.31877838597474	21.0539226176171	0.0990066957849076	1.43751732236799	3.55314862745123	17.177135195428	0.0289727711606671
1998	11.1577201244698	2.06243301869237	2.77346595952798	7.71207227566448	16.1428360531375	0.313278114644293	1.01826020373636	2.02016485904942	9.1133277544629	1e-16	0.289001170474785	0.971615521387658	6.69352235816268	0.0355100791374518
1999	9.87542857573708	1.9885688418428	2.6085652335428	7.19740545969439	13.5498951810651	0.250624015792783	1.25582735904469	2.90435309686068	14.7191624198524	0.0087216250477482	0.569886025778766	1.86661326572476	12.4422829382486	0.0260475063925532
2000	5.70035793356948	1.38167918061866	2.10927783276473	3.93422191848539	8.25934104482805	0.0126159617778137	0.117195198685358	0.3947639590504	3.93193857853644	1e-16	1e-16	0.0364160137374157	2.54150097521953	0.0357935200949859
2001	6.6811343764185	1.59046409725081	2.22384958691897	4.83550222601823	9.23121414681213	0.159047554548666	0.817443593448819	1.88191589153298	9.40302152838797	1e-16	0.142625293450383	0.731290192443897	6.85605289705708	0.027208636048484
2002	7.74370643992211	1.65701826941887	2.44113928747454	5.11570236592688	11.7217510203658	0.00652654608356437	0.0689058095951941	0.26998048482469	4.36966509589652	1e-16	1e-16	0.0131561322122273	3.00398747228832	0.0447378044795296
2003	21.37304193791	2.76642862627404	3.37514917845557	15.7244234314701	29.0507899173859	4.07931969235254	9.34233277455356	14.5691503298265	35.952228473484	2.6237598017482	7.07805749289266	11.9694137410025	31.5448186235277	0.0245202474136567
2004	22.8837177781559	2.78553825538311	3.48823017561458	16.0847092316801	32.5566680632866	0.916712632779172	2.52859309526067	4.66552143105372	18.9520576904346	1e-16	0.399261012137639	1.50016782783553	12.8566787284974	0.0323553019708308
2005	26.4552629144386	2.96099533698126	3.60729680376203	19.1345749422456	36.5767694335797	1.95016555322726	5.81000340846245	10.3404460207491	32.0449120288129	0.481619775217307	2.84196833323956	6.20820888964092	25.2275912183975	0.027319065360414
2006	20.731894517266	2.721150855338	3.35950119699181	15.0583508577018	28.5430625396278	2.29528127890149	5.38631343085948	8.66693721338607	25.5973102273522	1.52028624077942	4.13542865450506	6.98873014766313	21.144637377255	0.026612362508631
2007	11.9937873854379	2.14039720783697	2.84190301777379	8.36267650168595	17.2015425705022	0.547446284443266	1.21705391282701	2.19669617775372	11.9435600440896	1e-16	0.0238942950419201	0.362048581427258	8.54670950606892	0.0338504175732327
2008	12.1536729732042	2.13363825910748	2.87229506085592	8.29832731642902	17.8001856406837	0.260048529859774	0.849874252386133	1.77008255841568	10.2663840112033	1e-16	1e-16	0.222528711391746	6.06863853755195	0.0379012281431821
2009	25.650222149302	2.94248259828707	3.56449697603449	18.7640368880087	35.0635580304683	5.13110416056169	10.6470417325678	16.0352305173359	38.3567659908388	2.17081578044793	7.50203918226225	12.7581081965142	35.5470790489701	0.0254386429837632
2010	26.8456134689116	2.9652787615259	3.63189943570454	19.2287127948969	37.4797299335331	3.22896760743083	7.08659301193579	10.7437998380182	26.076857968442	1.94330487727194	5.48679225390292	8.71753596179773	24.1115041177649	0.028986420321444
2011	22.6268019466612	2.80649504782209	3.44840660245896	16.4058165693525	31.2067469588707	1.70324463473278	5.01132552578075	9.00721817825517	29.0387444497766	0.356231743038048	2.37307345831526	5.57889342643286	24.0268492541748	0.0269059061191911
2012	14.6961306624554	2.34041694069806	3.04684458200215	10.2829068017374	21.0034244802716	0.350365735596108	1.36320284366736	2.82683807089009	12.0077815984803	1e-16	0.376224354962696	1.58796925547496	9.87577475387598	0.0331948425273792
2013	15.3554120177785	2.42122238334139	3.05830093872331	11.1440816342728	21.1581973260665	0.648101437495985	2.66829860100797	5.45128842640279	19.516095322896	0.164574738587518	1.79795127588087	4.44456164244303	18.055208385601	0.0267488402303863
2014	14.2684652713531	2.31675735084485	3.01267659834491	10.059609357777	20.2382710857867	0.168069570978994	0.865374860003064	2.0333018047561	11.3647171573773	1e-16	0.257032555565239	1.04925520973401	8.78964810265548	0.0318009963581401
2015	18.4402201387021	2.61724727985536	3.22913659487012	13.5452960412184	25.1040448085481	2.43666906021348	6.52027385225046	10.687368233083	29.4977973749706	1.20035916894072	4.87651880966657	8.22843192387104	24.1668055673922	0.0247732863629805
2016	13.1408188396145	2.18843789947225	2.97053790105859	8.78421565133346	19.6581148083896	0.10200954564573	0.524086667317648	1.28005637725053	8.13158464770052	1e-16	0.000999740134040472	0.349661607576909	6.13697654870226	0.0422275015324861
2017	25.2312258944596	2.9098726135117	3.56277233350457	18.1501022867073	35.0749957262495	2.40713213525901	6.8158617872933	11.6255181213353	31.8939672528489	0.925660451822281	4.31272517037566	9.11242940166448	27.6898879785267	0.0282456305270031
2018	53.5951226037652	3.61176602097383	4.38313533582703	36.4295932066527	78.849004725863	15.9381972351987	25.6412840343002	33.4372687654089	59.8074121130244	9.70679876322161	18.7916536493013	26.0367880408051	50.0275448141071	0.038800280871382
