jaar	mean	p02.5	p50	p97.5	simulatienr
1985	13.7508500015918	10.8279858247498	13.725690988122	17.6515101934947	1
1985	15.6216966362047	12.5374949616636	15.5968208193112	19.6468537633281	2
1985	11.6939469618707	9.29749203482353	11.6757108573171	14.8422843434466	3
1985	15.5197737768901	12.4065508962224	15.4938185240081	19.6056232473147	4
1985	17.6727156356082	14.186018690563	17.6430239134466	22.2348248356778	5
1985	14.3871214171023	11.3508417022196	14.3602063307413	18.4376461252372	6
1985	12.2443712428951	9.70012637573639	12.2252591528955	15.5969171120344	7
1985	14.3884100375782	11.3066344463476	14.3615367982003	18.5124585147813	8
1985	13.274151228792	10.5458442497738	13.2524062824781	16.8690539506863	9
1985	17.3062058379318	13.9082155326452	17.2780892883728	21.7405157783955	10
1985	11.8016323782732	9.41175092505887	11.7839875131064	14.9274685888426	11
1985	9.8027284460488	7.74948141262594	9.78881550273498	12.5018457074085	12
1985	15.1358303813867	11.9897586510576	15.1084370548315	19.3119731890072	13
1985	15.1170649833873	11.8860769799422	15.0885327548107	19.4411959812166	14
1985	15.3175631846615	12.0979162502614	15.2897021387475	19.6026107174281	15
1985	12.8218702762787	10.2308886389722	12.8027619719341	16.2087440479223	16
1985	14.5145088661243	11.4180556133057	14.4885341613835	18.6454079716171	17
1985	13.4081025043333	10.6815438276086	13.3861836452454	16.9923613147133	18
1985	13.940596648671	11.0945945015239	13.9181417038283	17.6822386504761	19
1985	12.2832980498997	9.67325394572302	12.2623321575873	15.7540391870572	20
1986	35.78707630533	30.1069534485304	35.7428867251892	42.8469395560517	1
1986	35.9378102177984	30.4487922883352	35.8975651685579	42.6935871832539	2
1986	35.1079721615273	29.6347696680913	35.0662654410989	41.8813328557795	3
1986	33.0455358151574	27.9002417256304	33.0074039860368	39.4035706825755	4
1986	35.7237183526987	30.2207223106679	35.6825174221421	42.5135400167205	5
1986	35.1422928699115	29.5384927221571	35.0983038212817	42.1163773584106	6
1986	35.0562390562965	29.5340898695971	35.0142736987435	41.9025057123124	7
1986	35.2537439766836	29.7737054766522	35.2125169587477	42.027956878047	8
1986	30.6795233840688	25.8125110923166	30.6427574906642	36.7199079761534	9
1986	31.7977783259267	26.8387042417082	31.7614101965696	37.9246490866306	10
1986	35.3137643661818	29.8064774958591	35.2717769874095	42.1299230219989	11
1986	32.7967785181505	27.7532571446018	32.7599758776266	39.0105781148135	12
1986	31.2366272991353	26.2225890749028	31.1982350533808	37.4773001186468	13
1986	34.1753464815481	28.7642917284895	34.1341650752045	40.8907811928232	14
1986	32.5526646504824	27.3534712792301	32.5129596734702	39.0168210226827	15
1986	27.610070424863	23.327646406734	27.5797390143149	32.8875438440204	16
1986	34.2581590212341	28.8815368814416	34.2177895407471	40.9157564862099	17
1986	35.8884099625684	30.1150399883553	35.8433849902109	43.0833793572182	18
1986	36.1677538890473	30.5686794341023	36.1252869174466	43.0864764429564	19
1986	34.4276527453971	29.036328820616	34.3867308401867	41.1040377397813	20
1987	12.7674403123655	8.98812106582395	12.7223949472821	18.5126568290817	1
1987	5.42318681236361	3.67645396777067	5.4160019519385	8.05692671906231	2
1987	7.61309971033648	4.90626570503711	7.58671933668374	12.057361340374	3
1987	11.0930660394529	6.94971716453209	11.0332695653185	18.2687075072652	4
1987	4.3527114492906	2.71233053771133	4.35095493691384	6.99802777513425	5
1987	6.24313954926702	4.25207372342811	6.2312094679186	9.26623729511438	6
1987	11.1789497604019	7.5094631843259	11.1360301803892	17.0188976118522	7
1987	8.75534267428064	5.73122357887662	8.72427730266398	13.6572653435534	8
1987	8.7786404815634	5.8700256285978	8.74869902855537	13.3943648529656	9
1987	9.1922105139961	5.92069940220242	9.15568601551445	14.6076709277708	10
1987	7.99339232540239	5.07349285008109	7.96376012136504	12.8718804598056	11
1987	11.4973688993045	7.54102517595213	11.4475511421648	17.9774015185273	12
1987	7.28738654426706	4.74949065149339	7.26550968295111	11.3795308140651	13
1987	7.30821819550736	4.77340445339268	7.28820669036624	11.3685199080534	14
1987	3.59110648877086	2.19869490355892	3.59296168510957	5.84606094402106	15
1987	3.94479416093387	2.52126770244282	3.94418213382211	6.17492352589946	16
1987	11.1253140809267	7.71948152384416	11.0852170909494	16.3744696619902	17
1987	8.63085233597318	5.35795495192154	8.59103475611523	14.2828567245195	18
1987	8.82067333854253	5.8916019607212	8.79113637558665	13.4687606179521	19
1987	8.10891643175135	5.02568177754192	8.07508708142507	13.4082313579599	20
1988	7.73966638353402	5.33692867436533	7.72094046748126	11.3830597221056	1
1988	10.5372699781703	7.78193399919771	10.5138321455182	14.4554469877975	2
1988	7.67951370650451	5.57535382420887	7.66372338207882	10.7046981152016	3
1988	6.90174282905816	4.74114206561588	6.8870457452509	10.1704990798935	4
1988	14.8877831843694	10.6285353131807	14.8366267496671	21.2753164907438	5
1988	9.16448378799097	6.3402459700727	9.13652577905036	13.4866381425961	6
1988	10.9471313032888	7.70979990104734	10.91533850693	15.811594845935	7
1988	10.2507544712458	7.31689513899034	10.2234571134282	14.5882238911035	8
1988	8.34843637244541	5.93981254631746	8.32919654092826	11.8924193767966	9
1988	9.18967786272827	6.18423201198472	9.15933975513829	13.9234448547994	10
1988	10.4481370460977	7.73619883677167	10.4239709501405	14.3040494768687	11
1988	11.8407324008574	8.41882595748162	11.8055391641228	16.9463748732555	12
1988	11.6025405168819	8.12388222123861	11.5634259347541	16.9004138145499	13
1988	14.2757539613381	10.4403525371025	14.2355163793563	19.8450207025898	14
1988	10.3696542956259	7.58699057876514	10.3446114756169	14.3757758099508	15
1988	7.07828357666617	5.02431770707208	7.06494821782065	10.0799156311838	16
1988	9.7499012591069	6.90040316698359	9.72264817995562	14.0047363344452	17
1988	8.17589851212473	5.84360003854164	8.1563345350393	11.6003261321203	18
1988	11.7495112312924	8.66911559442642	11.7210368336287	16.1535010573406	19
1988	8.86287888520636	6.34162767039176	8.84103294526263	12.5668743139848	20
1989	97.0143428432898	82.6721169806064	96.9015603886344	114.621771979129	1
1989	100.657792627839	86.2374825100852	100.548494480697	118.236267657024	2
1989	95.0564894243584	80.7612724375502	94.9417243711736	112.676429248093	3
1989	96.3017408316797	82.0337590601608	96.190522476365	113.817378816749	4
1989	100.966158881015	85.9622193236192	100.846924293864	119.41184253857	5
1989	100.548579373771	85.3589996923034	100.425422450206	119.294957850173	6
1989	98.8931310642479	84.5454986584144	98.7830064345512	116.430463315404	7
1989	99.9749750664117	85.0419547221319	99.8557678807652	118.353972601605	8
1989	95.8744107726797	81.6669963992013	95.7623883577557	113.325774409512	9
1989	97.4313587349725	82.8989381529711	97.3167784528987	115.302194265919	10
1989	96.5433274831249	82.237358167017	96.4310474098447	114.111782601033	11
1989	105.942908363175	90.4522298344043	105.82261179883	124.912935968355	12
1989	98.7896913049588	83.7271228493831	98.6663323173457	117.419324867386	13
1989	100.021214551142	85.2901818462211	99.9060564959612	118.089105174864	14
1989	98.2393258624212	83.8901318222791	98.1281757202916	115.80624155145	15
1989	97.2132977056336	82.8796726634763	97.1008274317077	114.800282974165	16
1989	101.44516698511	86.5685341603125	101.329185180609	119.675794720836	17
1989	98.6308926728725	83.7398286584876	98.5109202275	117.001200593704	18
1989	99.8771622762997	85.0940709914118	99.7603327651048	118.033921617364	19
1989	95.1711286208451	81.1410956357491	95.0617934876487	112.379499307829	20
1990	89.9277335803885	76.6671099743866	89.8223331875659	106.208454307934	1
1990	96.0672793565113	82.5712974338663	95.9663263191394	112.455994314288	2
1990	94.6535837797675	80.5926968913008	94.5404389725608	111.949283796305	3
1990	89.9448561519694	76.8518400242792	89.8436054575662	105.963318490168	4
1990	95.2670508210988	81.3824819624239	95.1583740100323	112.267113570872	5
1990	89.7285345726383	76.4033305677822	89.6217534729104	106.115114053018	6
1990	92.5811469164043	79.3880060608489	92.4812234030648	108.648929950188	7
1990	91.1340403010333	77.8605861106017	91.0304861913662	107.381521831267	8
1990	93.3845309657953	79.5925506791037	93.274689603451	110.323857140001	9
1990	93.8859219016066	80.1372617135807	93.7784426859097	110.732315683885	10
1990	91.0187740891322	77.6784928320859	90.9139589973175	107.371123501823	11
1990	94.6857464823818	80.9747426102591	94.5800103870225	111.443178323262	12
1990	99.4792385384708	84.7270966815913	99.3608151569263	117.617621666307	13
1990	90.4781614685052	77.2892629678209	90.3754229984633	106.623274239665	14
1990	96.7835770390281	82.7272225042044	96.6734303733652	113.98465842851	15
1990	94.1494827598474	80.510709290391	94.0437315331075	110.823972304143	16
1990	91.7375795466128	78.5196404822228	91.6360870523693	107.8755266032	17
1990	94.0070608192933	79.9666248177555	93.8939001741193	111.295263725141	18
1990	93.282435414812	79.7261488508258	93.1765658962406	109.87068030991	19
1990	95.1246471950816	81.1624096198281	95.0144598294741	112.247234096784	20
1991	52.4379019214361	44.5438531672455	52.3770262842058	62.1509986934994	1
1991	52.1476738721919	44.6019595972519	52.0926498831333	61.3453416867344	2
1991	50.0524247739584	42.445591374414	49.9934180908478	59.4305706600682	3
1991	54.8267686378497	46.7688869895331	54.766490810507	64.6861397467422	4
1991	53.3771465509921	45.4359218414122	53.3167981527852	63.1213997956218	5
1991	51.3588732877296	43.517907931909	51.2972898354712	61.0392589279167	6
1991	53.0400207615219	45.3784440442421	52.9844575021996	62.3739202518433	7
1991	53.0702220912386	45.1965823211857	53.0104199855659	62.726629730804	8
1991	55.0312114973905	46.7471675968919	54.966823242909	65.2278536216987	9
1991	55.7898119057499	47.3926299473876	55.72531209778	66.1197393327372	10
1991	55.506509842317	47.0932689176475	55.4407809985114	65.877371710599	11
1991	53.3567299817495	45.5357693579563	53.2984726180394	62.9199810421991	12
1991	53.0344233138086	44.9371801395018	52.9707085033518	63.032202692508	13
1991	56.6795696046971	48.2189379219929	56.6144445232154	67.0733855282298	14
1991	56.8918525555948	48.4656693242544	56.8277514477361	67.2235795168211	15
1991	57.0022417220798	48.5293111234201	56.9374668400026	67.4001573075954	16
1991	52.450654947191	44.6841603927702	52.3921570165989	61.9687672807847	17
1991	52.2034932152286	44.3060628879748	52.1421617232479	61.9324419272504	18
1991	56.6903608555434	48.2418559014754	56.6254377715613	67.0655426258209	19
1991	58.8657216740822	50.0795600095661	58.7979669242188	69.6602077532496	20
1992	20.9422510649397	17.3567428321422	20.9149873519027	25.4609791059544	1
