loc_code	area_code	area_name	x	y	loc_validitycode	loc_validity	loc_typecode	loc_typename	polygon_id	description_orig	phab	certain	type	groupnr	rasterid	opp	filterdepth	soilsurf_ost	description	typegroup_name	source	obswell_statecode	obswell_state	measuringref_ost	tubelength	filterlength
DYLP008	DYL	Dijlevallei	169553	167729	2	1	1	1	314829_v2016	100% rbbhc	100	1	rbbhc	3	582	6559	1.26	27.01	100% rbbhc	2	1	4	2	27.03	1.43	0.3
DYLP010	DYL	Dijlevallei	169713	167288	2	1	1	1	316546_v2016	100% rbbhc	100	1	rbbhc	3	582	9168	1.19	28.63	100% rbbhc	2	1	7	7	29.09	1.8	0.3
DYLP012	DYL	Dijlevallei	169858	167945	2	1	1	1	609276_v2014	70% rbbsp; 30% rbbmc; 0% 91E0_va	0	1	91E0_va	4	582	3685	0.31	27.27	70% rbbsp; 30% rbbmc; 0% 91E0_va	4	1	3	1	27.71	0.9	0.3
DYLP012	DYL	Dijlevallei	169858	167945	2	1	1	1	609276_v2014	70% rbbsp; 30% rbbmc; 0% 91E0_va	30	1	rbbmc	2	582	3685	0.31	27.27	70% rbbsp; 30% rbbmc; 0% 91E0_va	3	1	3	1	27.71	0.9	0.3
DYLP013	DYL	Dijlevallei	169917	167980	2	1	1	1	625045_v2014	60% rbbmr; 20% rbbsf; 20% rbbsp	60	1	rbbmr	2	582	5018	1.47	27.63	60% rbbmr; 20% rbbsf; 20% rbbsp	3	1	3	1	27.94	1.93	0.3
DYLP013	DYL	Dijlevallei	169917	167980	2	1	1	1	625045_v2014	60% rbbmr; 20% rbbsf; 20% rbbsp	20	1	rbbsf	3	582	5018	1.47	27.63	60% rbbmr; 20% rbbsf; 20% rbbsp	2	1	3	1	27.94	1.93	0.3
DYLP013	DYL	Dijlevallei	169917	167980	2	1	1	1	642498_v2014	60% 91E0_va; 20% 9160; 20% rbbsp	20	1	9160	4	582	3913	1.47	27.63	60% 91E0_va; 20% 9160; 20% rbbsp	4	1	3	1	27.94	1.93	0.3
DYLP013	DYL	Dijlevallei	169917	167980	2	1	1	1	642498_v2014	60% 91E0_va; 20% 9160; 20% rbbsp	60	1	91E0_va	4	582	3913	1.47	27.63	60% 91E0_va; 20% 9160; 20% rbbsp	4	1	3	1	27.94	1.93	0.3
DYLP016	DYL	Dijlevallei	169553	167729	2	1	1	1	314829_v2016	100% rbbhc	100	1	rbbhc	3	582	6559	2.84	27.03	100% rbbhc	2	1	3	1	27.38	3.34	0.3
DYLP018	DYL	Dijlevallei	169471	167314	2	1	1	1	326978_v2016	70% rbbvos; 30% rbbhc	30	1	rbbhc	3	262	7859	2.03	28.16	70% rbbvos; 30% rbbhc	2	1	3	1	28.55	2.57	0.3
DYLP018	DYL	Dijlevallei	169471	167314	2	1	1	1	326978_v2016	70% rbbvos; 30% rbbhc	70	1	rbbvos	4	262	7859	2.03	28.16	70% rbbvos; 30% rbbhc	4	1	3	1	28.55	2.57	0.3
DYLP020	DYL	Dijlevallei	169378	167510	2	1	1	1	597646_v2014	70% 6430,rbbhf; 30% gh	70	0	6430_hf	3	262	5997	1.74	27.24	70% 6430_hf,rbbhf; 30% gh	2	2	3	1	27.48	2.23	0.5
DYLP020	DYL	Dijlevallei	169378	167510	2	1	1	1	597646_v2014	70% 6430,rbbhf; 30% gh	70	0	rbbhf	3	262	5997	1.74	27.24	70% 6430_hf,rbbhf; 30% gh	2	2	3	1	27.48	2.23	0.5
DYLP021	DYL	Dijlevallei	169440	167581	2	1	1	1	620964_v2014	100% 6430,rbbhf	100	0	6430_hf	3	262	5153	2.06	27.89	100% 6430_hf,rbbhf	2	2	3	1	28.21	2.53	0.3
DYLP021	DYL	Dijlevallei	169440	167581	2	1	1	1	620964_v2014	100% 6430,rbbhf	100	0	rbbhf	3	262	5153	2.06	27.89	100% 6430_hf,rbbhf	2	2	3	1	28.21	2.53	0.3
DYLP022	DYL	Dijlevallei	169525	167847	2	1	1	1	314807_v2016	100% rbbmc	100	1	rbbmc	2	582	6734	1.78	27.14	100% rbbmc	3	1	3	1	27.67	2.46	0.3
DYLP023	DYL	Dijlevallei	169708	167893	2	1	1	1	475576_v2018	100% rbbhc	100	1	rbbhc	3	582	3585	1.36	26.822	100% rbbhc	2	1	3	1	27.302	1.99	0.3
DYLP024	DYL	Dijlevallei	169671	167819	2	1	1	1	314830_v2016	70% rbbmc; 30% rbbmr	70	1	rbbmc	2	582	8732	0.97	26.94	70% rbbmc; 30% rbbmr	3	1	4	2	27.36	1.54	0.3
DYLP024	DYL	Dijlevallei	169671	167819	2	1	1	1	314830_v2016	70% rbbmc; 30% rbbmr	30	1	rbbmr	2	582	8732	0.97	26.94	70% rbbmc; 30% rbbmr	3	1	4	2	27.36	1.54	0.3
DYLP024	DYL	Dijlevallei	169671	167819	2	1	1	1	461857_v2018	100% 91E0_vm	100	1	91E0_vm	1	582	13762	0.97	26.94	100% 91E0_vm	5	1	4	2	27.36	1.54	0.3
DYLP026	DYL	Dijlevallei	169808	167617	2	1	1	1	624798_v2014	70% rbbmc; 30% rbbmr	70	1	rbbmc	2	582	3075	0.88	27.46	70% rbbmc; 30% rbbmr	3	1	3	1	28.01	1.58	0.3
DYLP026	DYL	Dijlevallei	169808	167617	2	1	1	1	624798_v2014	70% rbbmc; 30% rbbmr	30	1	rbbmr	2	582	3075	0.88	27.46	70% rbbmc; 30% rbbmr	3	1	3	1	28.01	1.58	0.3
DYLP026	DYL	Dijlevallei	169808	167617	2	1	1	1	646510_v2014	70% 9160; 30% 91E0_vc	70	1	9160	4	582	17567	0.88	27.46	70% 9160; 30% 91E0_vc	4	1	3	1	28.01	1.58	0.3
DYLP026	DYL	Dijlevallei	169808	167617	2	1	1	1	646510_v2014	70% 9160; 30% 91E0_vc	30	1	91E0_vc	1	582	17567	0.88	27.46	70% 9160; 30% 91E0_vc	5	1	3	1	28.01	1.58	0.3
DYLP028	DYL	Dijlevallei	169088	167372	2	1	1	1	109244_v2014	70% 91E0_vm; 30% 91E0_va	30	1	91E0_va	4	262	8611	0.97	27.08	70% 91E0_vm; 30% 91E0_va	4	1	3	1	27.52	1.56	0.3
DYLP028	DYL	Dijlevallei	169088	167372	2	1	1	1	109244_v2014	70% 91E0_vm; 30% 91E0_va	70	1	91E0_vm	1	262	8611	0.97	27.08	70% 91E0_vm; 30% 91E0_va	5	1	3	1	27.52	1.56	0.3
DYLP028	DYL	Dijlevallei	169088	167372	2	1	1	1	316362_v2016	100% rbbhc	100	1	rbbhc	3	262	5581	0.97	27.08	100% rbbhc	2	1	3	1	27.52	1.56	0.3
DYLP029	DYL	Dijlevallei	169238	167404	2	1	1	1	640229_v2014	70% rbbmr; 30% gh	70	1	rbbmr	2	262	11384	1.29	27	70% rbbmr; 30% gh	3	1	3	1	27.42	1.86	0.3
DYLP030	DYL	Dijlevallei	169600	167277	2	1	1	1	602031_v2014	100% rbbhc	100	1	rbbhc	3	582	6233	1.94	28.2	100% rbbhc	2	1	3	1	28.65	2.54	0.3
DYLP032	DYL	Dijlevallei	169695	167289	2	1	1	1	316546_v2016	100% rbbhc	100	1	rbbhc	3	582	9168	2.9	28.12	100% rbbhc	2	1	3	1	28.44	3.37	0.3
DYLP033	DYL	Dijlevallei	169894	167620	2	1	1	1	622119_v2014	60% gh; 20% 91E0_vc; 20% 9160	20	1	9160	4	582	10246	2.44	36.5	60% gh; 20% 91E0_vc; 20% 9160	4	1	3	1	37.01	3.1	0.3
DYLP033	DYL	Dijlevallei	169894	167620	2	1	1	1	622119_v2014	60% gh; 20% 91E0_vc; 20% 9160	20	1	91E0_vc	1	582	10246	2.44	36.5	60% gh; 20% 91E0_vc; 20% 9160	5	1	3	1	37.01	3.1	0.3
DYLP034	DYL	Dijlevallei	169406	167290	2	1	1	1	326978_v2016	70% rbbvos; 30% rbbhc	30	1	rbbhc	3	262	7859	1.46	26.88	70% rbbvos; 30% rbbhc	2	1	3	1	27.24	1.97	0.3
DYLP034	DYL	Dijlevallei	169406	167290	2	1	1	1	326978_v2016	70% rbbvos; 30% rbbhc	70	1	rbbvos	4	262	7859	1.46	26.88	70% rbbvos; 30% rbbhc	4	1	3	1	27.24	1.97	0.3
DYLP034	DYL	Dijlevallei	169406	167290	2	1	1	1	648556_v2014	100% 6430,rbbhf	100	0	6430_hf	3	262	2287	1.46	26.88	100% 6430_hf,rbbhf	2	2	3	1	27.24	1.97	0.3
DYLP034	DYL	Dijlevallei	169406	167290	2	1	1	1	648556_v2014	100% 6430,rbbhf	100	0	rbbhf	3	262	2287	1.46	26.88	100% 6430_hf,rbbhf	2	2	3	1	27.24	1.97	0.3
DYLP037	DYL	Dijlevallei	169802	167510	2	1	1	1	646510_v2014	70% 9160; 30% 91E0_vc	70	1	9160	4	582	17567	0.97	27.99	70% 9160; 30% 91E0_vc	4	1	3	1	28.42	1.55	0.3
DYLP037	DYL	Dijlevallei	169802	167510	2	1	1	1	646510_v2014	70% 9160; 30% 91E0_vc	30	1	91E0_vc	1	582	17567	0.97	27.99	70% 9160; 30% 91E0_vc	5	1	3	1	28.42	1.55	0.3
DYLP038	DYL	Dijlevallei	169834	167707	2	1	1	1	646510_v2014	70% 9160; 30% 91E0_vc	70	1	9160	4	582	17567	1.36	27.75	70% 9160; 30% 91E0_vc	4	1	4	2	28.24	2	0.3
DYLP038	DYL	Dijlevallei	169834	167707	2	1	1	1	646510_v2014	70% 9160; 30% 91E0_vc	30	1	91E0_vc	1	582	17567	1.36	27.75	70% 9160; 30% 91E0_vc	5	1	4	2	28.24	2	0.3
DYLP039	DYL	Dijlevallei	169626	167500	2	1	1	1	617469_v2014	100% rbbhc	100	1	rbbhc	3	582	10515	1.14	-0.31	100% rbbhc	2	1	3	1	0	1.7	0.5
DYLP040	DYL	Dijlevallei	169585	167579	2	1	1	1	617469_v2014	100% rbbhc	100	1	rbbhc	3	582	10515	2.33	27.37	100% rbbhc	2	1	5	4	27.71	2.82	0.3
DYLP041	DYL	Dijlevallei	169604	167666	2	1	1	1	617469_v2014	100% rbbhc	100	1	rbbhc	3	582	10515	1.66	27.15	100% rbbhc	2	1	7	7	27.23	1.89	0.3
DYLP042	DYL	Dijlevallei	169558	167907	2	1	1	1	611129_v2014	70% rbbhc; 30% 6430,rbbhf	30	0	6430_hf	3	582	5031	2.13	27.56	70% rbbhc; 30% 6430_hf,rbbhf	2	2	1	6	28.29	3.01	0.3
DYLP042	DYL	Dijlevallei	169558	167907	2	1	1	1	611129_v2014	70% rbbhc; 30% 6430,rbbhf	70	1	rbbhc	3	582	5031	2.13	27.56	70% rbbhc; 30% 6430_hf,rbbhf	2	2	1	6	28.29	3.01	0.3
DYLP042	DYL	Dijlevallei	169558	167907	2	1	1	1	611129_v2014	70% rbbhc; 30% 6430,rbbhf	30	0	rbbhf	3	582	5031	2.13	27.56	70% rbbhc; 30% 6430_hf,rbbhf	2	2	1	6	28.29	3.01	0.3
DYLP044	DYL	Dijlevallei	169683	167310	2	1	1	1	316546_v2016	100% rbbhc	100	1	rbbhc	3	582	9168	1.48	28.13	100% rbbhc	2	1	3	1	28.56	2.06	0.3
DYLP051	DYL	Dijlevallei	169878	167863	2	1	1	1	624937_v2014	100% rbbmc	100	1	rbbmc	2	582	6315	1.28	27.18	100% rbbmc	3	1	3	1	27.46	1.71	0.3
DYLP051	DYL	Dijlevallei	169878	167863	2	1	1	1	646510_v2014	70% 9160; 30% 91E0_vc	70	1	9160	4	582	17567	1.28	27.18	70% 9160; 30% 91E0_vc	4	1	3	1	27.46	1.71	0.3
DYLP051	DYL	Dijlevallei	169878	167863	2	1	1	1	646510_v2014	70% 9160; 30% 91E0_vc	30	1	91E0_vc	1	582	17567	1.28	27.18	70% 9160; 30% 91E0_vc	5	1	3	1	27.46	1.71	0.3
DYLP052	DYL	Dijlevallei	169767	167644	2	1	1	1	624798_v2014	70% rbbmc; 30% rbbmr	70	1	rbbmc	2	582	3075	2.89	27.35	70% rbbmc; 30% rbbmr	3	1	4	2	27.74	3.43	0.3
DYLP052	DYL	Dijlevallei	169767	167644	2	1	1	1	624798_v2014	70% rbbmc; 30% rbbmr	30	1	rbbmr	2	582	3075	2.89	27.35	70% rbbmc; 30% rbbmr	3	1	4	2	27.74	3.43	0.3
DYLP053	DYL	Dijlevallei	169768	167645	2	1	1	1	624798_v2014	70% rbbmc; 30% rbbmr	70	1	rbbmc	2	582	3075	1.28	27.35	70% rbbmc; 30% rbbmr	3	1	4	2	27.67	1.75	0.3
DYLP053	DYL	Dijlevallei	169768	167645	2	1	1	1	624798_v2014	70% rbbmc; 30% rbbmr	30	1	rbbmr	2	582	3075	1.28	27.35	70% rbbmc; 30% rbbmr	3	1	4	2	27.67	1.75	0.3
DYLP055	DYL	Dijlevallei	169505	167935	2	1	1	1	611129_v2014	70% rbbhc; 30% 6430,rbbhf	30	0	6430_hf	3	582	5031	2	27.547	70% rbbhc; 30% 6430_hf,rbbhf	2	2	3	1	27.707	2.31	0.3
DYLP055	DYL	Dijlevallei	169505	167935	2	1	1	1	611129_v2014	70% rbbhc; 30% 6430,rbbhf	70	1	rbbhc	3	582	5031	2	27.547	70% rbbhc; 30% 6430_hf,rbbhf	2	2	3	1	27.707	2.31	0.3
DYLP055	DYL	Dijlevallei	169505	167935	2	1	1	1	611129_v2014	70% rbbhc; 30% 6430,rbbhf	30	0	rbbhf	3	582	5031	2	27.547	70% rbbhc; 30% 6430_hf,rbbhf	2	2	3	1	27.707	2.31	0.3
DYLP056	DYL	Dijlevallei	169820	167894	2	1	1	1	609276_v2014	70% rbbsp; 30% rbbmc; 0% 91E0_va	0	1	91E0_va	4	582	3685	0.95	27.1	70% rbbsp; 30% rbbmc; 0% 91E0_va	4	1	3	1	28.09	2.09	0.3
DYLP056	DYL	Dijlevallei	169820	167894	2	1	1	1	609276_v2014	70% rbbsp; 30% rbbmc; 0% 91E0_va	30	1	rbbmc	2	582	3685	0.95	27.1	70% rbbsp; 30% rbbmc; 0% 91E0_va	3	1	3	1	28.09	2.09	0.3
DYLP056	DYL	Dijlevallei	169820	167894	2	1	1	1	624937_v2014	100% rbbmc	100	1	rbbmc	2	582	6315	0.95	27.1	100% rbbmc	3	1	3	1	28.09	2.09	0.3
DYLP058	DYL	Dijlevallei	169641	167380	2	1	1	1	602031_v2014	100% rbbhc	100	1	rbbhc	3	582	6233	2.05	28.02	100% rbbhc	2	1	3	1	28.27	2.45	0.3
DYLP059	DYL	Dijlevallei	169705	167400	2	1	1	1	456344_v2018	70% rbbmr; 30% rbbsf	70	1	rbbmr	2	582	24938	1.61	27.5	70% rbbmr; 30% rbbsf	3	1	3	1	28.11	2.37	0.3
DYLP059	DYL	Dijlevallei	169705	167400	2	1	1	1	456344_v2018	70% rbbmr; 30% rbbsf	30	1	rbbsf	3	582	24938	1.61	27.5	70% rbbmr; 30% rbbsf	2	1	3	1	28.11	2.37	0.3
DYLP060	DYL	Dijlevallei	169507	166887	2	1	1	1	316547_v2016	100% 6430,rbbhf	100	0	6430_hf	3	582	14308	2.87	28.62	100% 6430_hf,rbbhf	2	2	4	2	29.05	3.8	1
DYLP060	DYL	Dijlevallei	169507	166887	2	1	1	1	316547_v2016	100% 6430,rbbhf	100	0	rbbhf	3	582	14308	2.87	28.62	100% 6430_hf,rbbhf	2	2	4	2	29.05	3.8	1
DYLP060	DYL	Dijlevallei	169507	166887	2	1	1	1	646842_v2014	100% 6430,rbbhf,bos	100	0	6430_hf	3	582	4363	2.87	28.62	100% 6430_hf,rbbhf,bos	2	2	4	2	29.05	3.8	1
DYLP060	DYL	Dijlevallei	169507	166887	2	1	1	1	646842_v2014	100% 6430,rbbhf,bos	100	0	rbbhf	3	582	4363	2.87	28.62	100% 6430_hf,rbbhf,bos	2	2	4	2	29.05	3.8	1
DYLP063	DYL	Dijlevallei	169628	167768	2	1	1	1	314829_v2016	100% rbbhc	100	1	rbbhc	3	582	6559	2.14	26.832	100% rbbhc	2	1	3	1	26.862	2.32	0.3
DYLP063	DYL	Dijlevallei	169628	167768	2	1	1	1	314830_v2016	70% rbbmc; 30% rbbmr	70	1	rbbmc	2	582	8732	2.14	26.832	70% rbbmc; 30% rbbmr	3	1	3	1	26.862	2.32	0.3
DYLP063	DYL	Dijlevallei	169628	167768	2	1	1	1	314830_v2016	70% rbbmc; 30% rbbmr	30	1	rbbmr	2	582	8732	2.14	26.832	70% rbbmc; 30% rbbmr	3	1	3	1	26.862	2.32	0.3
DYLP064	DYL	Dijlevallei	169296	166832	2	1	1	1	316360_v2016	100% rbbhc	100	1	rbbhc	3	262	2912	0.95	27.12	100% rbbhc	2	1	3	1	27.39	1.37	0.3
DYLP066	DYL	Dijlevallei	169359	167629	2	1	1	1	109525_v2014	100% 6430,rbbhf	100	0	6430_hf	3	262	5672	2.205	27.165	100% 6430_hf,rbbhf	2	2	3	1	27.435	2.625	0.3
DYLP066	DYL	Dijlevallei	169359	167629	2	1	1	1	109525_v2014	100% 6430,rbbhf	100	0	rbbhf	3	262	5672	2.205	27.165	100% 6430_hf,rbbhf	2	2	3	1	27.435	2.625	0.3
DYLP070	DYL	Dijlevallei	169294	167490	2	1	1	1	597646_v2014	70% 6430,rbbhf; 30% gh	70	0	6430_hf	3	262	5997	1.64	27.47	70% 6430_hf,rbbhf; 30% gh	2	2	3	1	27.84	2.16	0.3
DYLP070	DYL	Dijlevallei	169294	167490	2	1	1	1	597646_v2014	70% 6430,rbbhf; 30% gh	70	0	rbbhf	3	262	5997	1.64	27.47	70% 6430_hf,rbbhf; 30% gh	2	2	3	1	27.84	2.16	0.3
DYLP071	DYL	Dijlevallei	169297	167489	2	1	1	1	325222_v2016	100% rbbhc	100	1	rbbhc	3	262	1671	1.46	27.24	100% rbbhc	2	1	3	1	27.65	2.02	0.3
DYLP071	DYL	Dijlevallei	169297	167489	2	1	1	1	597646_v2014	70% 6430,rbbhf; 30% gh	70	0	6430_hf	3	262	5997	1.46	27.24	70% 6430_hf,rbbhf; 30% gh	2	2	3	1	27.65	2.02	0.3
DYLP071	DYL	Dijlevallei	169297	167489	2	1	1	1	597646_v2014	70% 6430,rbbhf; 30% gh	70	0	rbbhf	3	262	5997	1.46	27.24	70% 6430_hf,rbbhf; 30% gh	2	2	3	1	27.65	2.02	0.3
DYLP072	DYL	Dijlevallei	169307	167493	2	1	1	1	597646_v2014	70% 6430,rbbhf; 30% gh	70	0	6430_hf	3	262	5997	1.61	27.13	70% 6430_hf,rbbhf; 30% gh	2	2	3	1	27.55	2.18	0.3
DYLP072	DYL	Dijlevallei	169307	167493	2	1	1	1	597646_v2014	70% 6430,rbbhf; 30% gh	70	0	rbbhf	3	262	5997	1.61	27.13	70% 6430_hf,rbbhf; 30% gh	2	2	3	1	27.55	2.18	0.3
DYLP073	DYL	Dijlevallei	169323	167496	2	1	1	1	597646_v2014	70% 6430,rbbhf; 30% gh	70	0	6430_hf	3	262	5997	1.61	27.22	70% 6430_hf,rbbhf; 30% gh	2	2	3	1	27.61	2.15	0.3
DYLP073	DYL	Dijlevallei	169323	167496	2	1	1	1	597646_v2014	70% 6430,rbbhf; 30% gh	70	0	rbbhf	3	262	5997	1.61	27.22	70% 6430_hf,rbbhf; 30% gh	2	2	3	1	27.61	2.15	0.3
DYLP080	DYL	Dijlevallei	169130	167736	2	1	1	1	109251_v2014	100% 91E0_va	100	1	91E0_va	4	262	29809	1.78	27.37	100% 91E0_va	4	1	3	1	27.74	2.3	0.3
DYLP081	DYL	Dijlevallei	169188	167724	2	1	1	1	109302_v2014	100% rbbhc	100	1	rbbhc	3	262	8422	1.91	27.07	100% rbbhc	2	1	3	1	27.36	2.35	0.3
DYLP081	DYL	Dijlevallei	169188	167724	2	1	1	1	109595_v2014	70% gh; 30% rbbhc	30	1	rbbhc	3	262	4362	1.91	27.07	70% gh; 30% rbbhc	2	1	3	1	27.36	2.35	0.3
DYLP082	DYL	Dijlevallei	169045	167592	2	1	1	1	109251_v2014	100% 91E0_va	100	1	91E0_va	4	262	29809	1.65	28.1	100% 91E0_va	4	1	3	1	28.73	2.43	0.3
DYLP083	DYL	Dijlevallei	169131	167557	2	1	1	1	109251_v2014	100% 91E0_va	100	1	91E0_va	4	262	29809	1.81	27.53	100% 91E0_va	4	1	3	1	28	2.43	0.3
DYLP085	DYL	Dijlevallei	169055	166957	2	1	1	1	109445_v2014	70% rbbhc; 30% gh	70	1	rbbhc	3	262	9942	1.27	26.8	70% rbbhc; 30% gh	2	1	3	1	26.9	1.52	0.3
DYLP085	DYL	Dijlevallei	169055	166957	2	1	1	1	316309_v2016	100% rbbmr	100	1	rbbmr	2	262	10682	1.27	26.8	100% rbbmr	3	1	3	1	26.9	1.52	0.3
DYLP086	DYL	Dijlevallei	168957	166994	2	1	1	1	654837_v2014	100% 91E0_va	100	1	91E0_va	4	262	27429	1.71	27.45	100% 91E0_va	4	1	3	1	27.98	2.39	0.3
DYLP087	DYL	Dijlevallei	169145	166917	2	1	1	1	313940_v2016	60% rbbhc; 20% gh; 20% 6430,rbbhf	20	0	6430_hf	3	262	20106	1.96	27	60% rbbhc; 20% gh; 20% 6430_hf,rbbhf	2	2	4	2	27.4	2.51	0.3
DYLP087	DYL	Dijlevallei	169145	166917	2	1	1	1	313940_v2016	60% rbbhc; 20% gh; 20% 6430,rbbhf	60	1	rbbhc	3	262	20106	1.96	27	60% rbbhc; 20% gh; 20% 6430_hf,rbbhf	2	2	4	2	27.4	2.51	0.3
DYLP087	DYL	Dijlevallei	169145	166917	2	1	1	1	313940_v2016	60% rbbhc; 20% gh; 20% 6430,rbbhf	20	0	rbbhf	3	262	20106	1.96	27	60% rbbhc; 20% gh; 20% 6430_hf,rbbhf	2	2	4	2	27.4	2.51	0.3
DYLP090	DYL	Dijlevallei	169171	167071	2	1	1	1	313940_v2016	60% rbbhc; 20% gh; 20% 6430,rbbhf	20	0	6430_hf	3	262	20106	1.39	26.7	60% rbbhc; 20% gh; 20% 6430_hf,rbbhf	2	2	3	1	27.11	1.95	0.3
DYLP090	DYL	Dijlevallei	169171	167071	2	1	1	1	313940_v2016	60% rbbhc; 20% gh; 20% 6430,rbbhf	60	1	rbbhc	3	262	20106	1.39	26.7	60% rbbhc; 20% gh; 20% 6430_hf,rbbhf	2	2	3	1	27.11	1.95	0.3
DYLP090	DYL	Dijlevallei	169171	167071	2	1	1	1	313940_v2016	60% rbbhc; 20% gh; 20% 6430,rbbhf	20	0	rbbhf	3	262	20106	1.39	26.7	60% rbbhc; 20% gh; 20% 6430_hf,rbbhf	2	2	3	1	27.11	1.95	0.3
DYLP093	DYL	Dijlevallei	169379	167872	2	1	1	1	316941_v2016	100% 6430,rbbhf,bos	100	0	6430_hf	3	262	19853	1.58	26.891	100% 6430_hf,rbbhf,bos	2	2	3	1	27.101	2.04	0.5
DYLP093	DYL	Dijlevallei	169379	167872	2	1	1	1	316941_v2016	100% 6430,rbbhf,bos	100	0	rbbhf	3	262	19853	1.58	26.891	100% 6430_hf,rbbhf,bos	2	2	3	1	27.101	2.04	0.5
DYLP096	DYL	Dijlevallei	169526	166614	2	1	1	1	620827_v2014	70% 6430,rbbhf; 30% rbbmr	70	0	6430_hf	3	582	9755	2	28.36	70% 6430_hf,rbbhf; 30% rbbmr	2	2	3	1	28.61	2.5	0.5
DYLP096	DYL	Dijlevallei	169526	166614	2	1	1	1	620827_v2014	70% 6430,rbbhf; 30% rbbmr	70	0	rbbhf	3	582	9755	2	28.36	70% 6430_hf,rbbhf; 30% rbbmr	2	2	3	1	28.61	2.5	0.5
DYLP096	DYL	Dijlevallei	169526	166614	2	1	1	1	620827_v2014	70% 6430,rbbhf; 30% rbbmr	30	1	rbbmr	2	582	9755	2	28.36	70% 6430_hf,rbbhf; 30% rbbmr	3	2	3	1	28.61	2.5	0.5
DYLP096	DYL	Dijlevallei	169526	166614	2	1	1	1	647157_v2014	100% 6430,rbbhf,bos	100	0	6430_hf	3	582	5419	2	28.36	100% 6430_hf,rbbhf,bos	2	2	3	1	28.61	2.5	0.5
DYLP096	DYL	Dijlevallei	169526	166614	2	1	1	1	647157_v2014	100% 6430,rbbhf,bos	100	0	rbbhf	3	582	5419	2	28.36	100% 6430_hf,rbbhf,bos	2	2	3	1	28.61	2.5	0.5
DYLP097	DYL	Dijlevallei	168685	166943	2	1	1	1	618867_v2014	70% gh; 30% 91E0_va	30	1	91E0_va	4	262	3165	1.97	29.5	70% gh; 30% 91E0_va	4	1	4	2	29.81	2.53	0.5
DYLP098	DYL	Dijlevallei	168836	166696	2	1	1	1	620887_v2014	100% 6430,rbbhf	100	0	6430_hf	3	262	10137	0.85	26.786	100% 6430_hf,rbbhf	2	2	3	1	27.226	1.54	0.5
DYLP098	DYL	Dijlevallei	168836	166696	2	1	1	1	620887_v2014	100% 6430,rbbhf	100	0	rbbhf	3	262	10137	0.85	26.786	100% 6430_hf,rbbhf	2	2	3	1	27.226	1.54	0.5
DYLP099	DYL	Dijlevallei	168981	166780	2	1	1	1	109594_v2014	100% 6430,rbbhf	100	0	6430_hf	3	262	4043	1.235	26.862	100% 6430_hf,rbbhf	2	2	3	1	27.252	1.88	0.51
DYLP099	DYL	Dijlevallei	168981	166780	2	1	1	1	109594_v2014	100% 6430,rbbhf	100	0	rbbhf	3	262	4043	1.235	26.862	100% 6430_hf,rbbhf	2	2	3	1	27.252	1.88	0.51
DYLP104	DYL	Dijlevallei	169342	166912	2	1	1	1	314804_v2016	100% rbbhc	100	1	rbbhc	3	262	5829	1.41	27	100% rbbhc	2	1	3	1	26.9	1.46	0.3
DYLP104	DYL	Dijlevallei	169342	166912	2	1	1	1	621158_v2014	100% 6430,rbbhf	100	0	6430_hf	3	262	8586	1.41	27	100% 6430_hf,rbbhf	2	2	3	1	26.9	1.46	0.3
DYLP104	DYL	Dijlevallei	169342	166912	2	1	1	1	621158_v2014	100% 6430,rbbhf	100	0	rbbhf	3	262	8586	1.41	27	100% 6430_hf,rbbhf	2	2	3	1	26.9	1.46	0.3
DYLP107	DYL	Dijlevallei	169768	169295	2	1	1	1	607202_v2014	70% gh; 30% rbbmc	30	1	rbbmc	2	582	5225	1.92	26.11	70% gh; 30% rbbmc	3	1	4	2	26.45	2.41	0.3
DYLP108	DYL	Dijlevallei	169602	169321	2	1	1	1	449285_v2018	100% rbbhc	100	1	rbbhc	3	582	10867	1.77	25.07	100% rbbhc	2	1	3	1	25.42	2.27	0.3
DYLP109	DYL	Dijlevallei	169049	168137	2	1	1	1	110693_v2014	100% 91E0_va	100	1	91E0_va	4	262	163041	2.82	27.66	100% 91E0_va	4	1	3	1	28.13	3.44	0.3
DYLP110	DYL	Dijlevallei	168864	168173	2	1	1	1	110693_v2014	100% 91E0_va	100	1	91E0_va	4	262	163041	2.83	27.8	100% 91E0_va	4	1	4	2	28.17	3.35	0.3
DYLP112	DYL	Dijlevallei	169619	169739	2	1	1	1	620533_v2014	100% rbbmr	100	1	rbbmr	2	646	4435	1.74	25.26	100% rbbmr	3	1	1	6	25.99	2.97	1
DYLP115	DYL	Dijlevallei	169827	169475	2	1	1	1	646841_v2014	70% rbbhc,bos; 30% 91E0_va	30	1	91E0_va	4	646	4032	1.8	25.05	70% rbbhc,bos; 30% 91E0_va	4	1	3	1	25.25	2.25	0.5
DYLP115	DYL	Dijlevallei	169827	169475	2	1	1	1	646841_v2014	70% rbbhc,bos; 30% 91E0_va	70	0	rbbhc	3	646	4032	1.8	25.05	70% rbbhc,bos; 30% 91E0_va	2	1	3	1	25.25	2.25	0.5
DYLP121	DYL	Dijlevallei	170301	170378	2	1	1	1	316152_v2016	70% gh; 20% rbbmr; 10% rbbhc	10	1	rbbhc	3	646	12144	2.15	25.02	70% gh; 20% rbbmr; 10% rbbhc	2	1	4	2	25.3	2.43	0
