jaar	mean	sd	p02.5	p50	p97.5	intercept	tijdvenster	gem_jaar	og_jaar	bg_jaar
2015	3.71382546424866	0.0384982824325562	3.63823534587546	3.71382455970551	3.78939784987411	2.28699326515198	2	41.010390615741	38.0246770828085	44.2297593007242
2016	3.14776110649109	0.0387561246752739	3.07166873433563	3.14775970391982	3.22383737036672	2.28699326515198	2	23.2838760614978	21.5778803979328	25.124346858675
2017	3.74948382377625	0.038452036678791	3.67398001864404	3.74948441819745	3.82496127501964	2.28699326515198	2	42.4991392921653	39.4084404761548	45.831025526405
2018	4.56241369247437	0.0382604859769344	4.48729201579148	4.56241128836431	4.63752767964477	2.28699326515198	2	95.8144676105967	88.8804328875485	103.288668975029
1985	2.31401610374451	0.042819794267416	2.22996223006393	2.31401834866928	2.39804142053379	2.3140857219696	4	10.1149659441147	9.29951483076963	11.0016077425708
1986	2.66843557357788	0.0359205044806004	2.59787541392249	2.66843010592545	2.73901879142057	2.3140857219696	4	14.4173965846591	13.4351635298676	15.4717965864606
1987	1.99063646793365	0.0371620692312717	1.91766909284575	1.99063188113017	2.06364795048825	2.3140857219696	4	7.32019134701127	6.80507796357807	7.87464378854689
1988	1.5504002571106	0.03891771286726	1.47401212175714	1.55039607603622	1.62684184826442	2.3140857219696	4	4.71335635948536	4.36671985394313	5.08778133378785
1989	3.48712062835693	0.0347919426858425	3.41874600733253	3.48711598278227	3.55549412430386	2.3140857219696	4	32.6916805583208	30.5311052238876	35.0051125718747
1990	3.90728712081909	0.0344598293304443	3.83954753555493	3.90728626252551	3.97500249608543	2.3140857219696	4	49.7637656005094	46.5044280785394	53.2502498227422
1991	3.89071154594421	0.0344635806977749	3.82296146763697	3.89071188678951	3.95843176074328	2.3140857219696	4	48.945701251336	45.7394638865384	52.3751247836372
1992	3.53074789047241	0.0345762670040131	3.46277770951749	3.53074843958896	3.59868798063819	2.3140857219696	4	34.1494981508467	31.9054776915271	36.5502483377135
1993	3.21213364601135	0.0347137339413166	3.14389322596471	3.21213514574541	3.28034052318438	2.3140857219696	4	24.832012465929	23.1939907555739	26.5848239076068
1994	3.00569534301758	0.0348759144544601	2.93715185628358	3.00569260128618	3.07422889812247	2.3140857219696	4	20.2002573215694	18.8620479125944	21.6331940817571
1995	3.38488125801086	0.0347599945962429	3.3165693963351	3.38487634339199	3.45319274187655	2.3140857219696	4	29.5144878990697	27.5656214404539	31.6011256526129
1996	3.77316093444824	0.0344925224781036	3.7053577631949	3.7731601708924	3.8409403416815	2.3140857219696	4	43.5174033217824	40.6645930094812	46.5692448590061
1997	3.73604273796082	0.0344978272914886	3.66822163844568	3.73604453458154	3.80382649821115	2.3140857219696	4	41.9317265778548	39.182163811658	44.8725611729707
1998	3.4283812046051	0.0346067920327187	3.36034502485026	3.42838411294534	3.49637581520735	2.3140857219696	4	30.8267002168612	28.7991255792754	32.9956526598278
1999	3.16588497161865	0.0347421355545521	3.09759118866434	3.16588582655505	3.23414888278844	2.3140857219696	4	23.7097171779319	22.1445449534743	25.3847571781282
2000	2.52227258682251	0.0352875553071499	2.4529233213843	2.5222719262196	2.5916067825572	2.3140857219696	4	12.4568738475852	11.6222727451745	13.3512068639891
2001	2.43672680854797	0.0357428379356861	2.36651065998837	2.43672126577198	2.50696262060128	2.3140857219696	4	11.4355486767353	10.6601304925308	12.2676120226519
2002	2.06368041038513	0.0368409380316734	1.99134297936808	2.06367392278273	2.13606764462312	2.3140857219696	4	7.87489940282083	7.32536497329797	8.46608044875374
2003	3.40029907226562	0.0346294492483139	3.33223003303303	3.40029799584842	3.46834681611944	2.3140857219696	4	29.973062818877	28.000714649139	32.0836583911108
2004	3.42563390731812	0.0346106328070164	3.3575877117729	3.42563774364277	3.49363401357327	2.3140857219696	4	30.7421263349812	28.7198267497899	32.9053090341941
2005	3.73582434654236	0.0344978757202625	3.66799583907097	3.73582886600326	3.80360234744966	2.3140857219696	4	41.9225700484992	39.1733175023526	44.8625040814082
2006	3.79431581497192	0.0344807840883732	3.72652446098271	3.79431888403938	3.86206349170544	2.3140857219696	4	44.4478154700658	41.5345022347362	47.5633968509287
2007	3.38423466682434	0.0346250087022781	3.31615994120411	3.3842386797949	3.45226246243891	2.3140857219696	4	29.4954102597008	27.5543368657375	31.5717414450933
2008	2.98996090888977	0.0348379537463188	2.92147026130502	2.98996533453223	3.05840410180851	2.3140857219696	4	19.8849051533521	18.5685680471259	21.293547697163
2009	3.58203768730164	0.0345507189631462	3.51410997527291	3.58204084169954	3.64992205283941	2.3140857219696	4	35.9467144328357	33.5860222272252	38.4716671749372
2010	3.77132892608643	0.0344898551702499	3.70352484433662	3.77133025824416	3.83909829566574	2.3140857219696	4	43.4377520581803	40.5901263765858	46.4835411263999
2011	3.86478090286255	0.0344628430902958	3.79702572623271	3.86478355805536	3.93249446654669	2.3140857219696	4	47.6928219271314	44.56842845716	51.0341219346207
2012	3.61988353729248	0.0345405675470829	3.55197833412844	3.61988575217058	3.68775023932686	2.3140857219696	4	37.3332196410183	34.8822580329439	39.9548569014411
2013	3.50054240226746	0.0345969647169113	3.43253349545502	3.50054239211086	3.56852420519567	2.3140857219696	4	33.13341872709	30.9549677598837	35.4642166060109
2014	3.1902072429657	0.0347764603793621	3.12185039949066	3.19020682184211	3.25854118477212	2.3140857219696	4	24.2934615704557	22.688323286813	26.0115633861372
2015	3.54836821556091	0.0346238799393177	3.48030871971262	3.54836759977693	3.61640406966315	2.3140857219696	4	34.7565559817188	32.4697445789274	37.2035456408485
2016	3.24211573600769	0.0347516983747482	3.17380800609897	3.24211496899723	3.31040195666708	2.3140857219696	4	25.5878015509834	23.8983162364737	27.3961353182578
2017	3.63553595542908	0.0345336236059666	3.56764682514753	3.63553724586852	3.70339107967758	2.3140857219696	4	37.922172045567	35.4331146560484	40.5846972152939
2018	4.2442102432251	0.0343826338648796	4.17662131384779	4.24420928932913	4.31177489125734	2.3140857219696	4	69.700691807899	65.1453751837013	74.5727300354237
1985	2.33467173576355	0.0393411479890347	2.25742821898233	2.33467297177095	2.41187327017312	2.33468389511108	6	10.3260696935699	9.55847522435607	11.1548376099116
1986	2.66632866859436	0.033342357724905	2.60081964212306	2.66632458889942	2.73185642432667	2.33468389511108	6	14.387052477246	13.4747780056234	15.3613778016769
1987	1.9919468164444	0.0346120484173298	1.92395755563882	1.99194350331342	2.0599334353833	2.33468389511108	6	7.32978963601966	6.84800627824499	7.84544756372719
1988	1.55706381797791	0.0363734439015388	1.48565991164959	1.55706084408415	1.6285113435919	2.33468389511108	6	4.74486897298059	4.41787986142054	5.09628245526863
1989	3.33442711830139	0.0323325507342815	3.27091504714692	3.33442398643977	3.39798793925055	2.33468389511108	6	28.0623022386165	26.3354264780148	29.9038710702987
1990	3.65858316421509	0.0320363342761993	3.59563313610764	3.65858259617341	3.72155828051591	2.33468389511108	6	38.8063217172769	36.4387633827899	41.3287457358728
1991	3.70743465423584	0.0320213958621025	3.64450999574217	3.70743493935491	3.77037827265761	2.33468389511108	6	40.7491367020152	38.2640187250352	43.3964774322868
1992	3.5141065120697	0.0320888757705688	3.45105134347415	3.51410699117204	3.57718132269324	2.33468389511108	6	33.5859059122068	31.533527455793	35.7725672843615
1993	3.44177293777466	0.0321167409420013	3.37866313272119	3.44177364456283	3.5049011847185	2.33468389511108	6	31.2422997486156	29.3315325246713	33.2781552996432
1994	3.318363904953	0.032180942595005	3.25513686496737	3.31836318459655	3.38162133416006	2.33468389511108	6	27.6151325964983	25.923162263971	29.4184295725065
1995	3.36170887947083	0.0321680642664433	3.29851187721393	3.36170682810249	3.42494509086152	2.33468389511108	6	28.8384301965645	27.072321990601	30.7209579438561
1996	3.60783672332764	0.0320519879460335	3.54485626219665	3.60783622433856	3.67084218028702	2.33468389511108	6	36.8861714489986	34.6347066678014	39.28497696561
1997	3.62101197242737	0.032041534781456	3.55804562174157	3.62101303329361	3.68399282954063	2.33468389511108	6	37.3753715361265	35.0945420679572	39.8050118220902
1998	3.45900940895081	0.0321048051118851	3.39591975135341	3.4590108420553	3.52211237360615	2.33468389511108	6	31.7854745078988	29.8420881574322	33.855869227062
1999	3.33548998832703	0.0321649648249149	3.27228893497992	3.33549042728548	3.39871296033893	2.33468389511108	6	28.0921446750224	26.3716332663677	29.925559868917
2000	2.99396347999573	0.0323628298938274	2.93038353822737	2.99396421154986	3.05757108072842	2.33468389511108	6	19.9646553967031	18.7348146364846	21.2758171090636
2001	2.72593379020691	0.0325879529118538	2.66190844526239	2.72593328626393	2.7899832648811	2.33468389511108	6	15.2706668703705	14.3235988351574	16.280747339266
2002	2.20940518379211	0.0332781448960304	2.14401535933769	2.20940373423413	2.2747984129731	2.33468389511108	6	9.11029582946259	8.53363453562204	9.72595818793322
2003	3.19679236412048	0.0322466231882572	3.1334408792167	3.19679143496545	3.26017850556611	2.33468389511108	6	24.4539648449178	22.9528217086485	26.0541875449418
2004	3.2431914806366	0.0322050824761391	3.17990546888093	3.24319371975964	3.30648643453119	2.33468389511108	6	25.6153423018188	24.0444804929804	27.2890748795216
2005	3.55620431900024	0.0320601984858513	3.49319265676341	3.55620744737849	3.61921459301517	2.33468389511108	6	35.0299818471381	32.8907892564085	37.3082541485786
2006	3.67876362800598	0.0320172756910324	3.6158378297299	3.67876596249994	3.74169265605463	2.33468389511108	6	39.5974066708435	37.1824854707655	42.1693079241283
2007	3.48904776573181	0.0320868976414204	3.42598573685532	3.4890507151523	3.55211072070036	2.33468389511108	6	32.7547426629247	30.7529442259775	34.8868762811958
2008	3.24807357788086	0.0321975573897362	3.18479705059352	3.24807712388875	3.31135014481856	2.33468389511108	6	25.7407046604947	24.1623841666799	27.4221243284516
2009	3.5734441280365	0.0320553369820118	3.5104430865473	3.57344696215543	3.63644590680627	2.33468389511108	6	35.639127737138	33.4630915452927	37.9566950830067
2010	3.69885587692261	0.032014474272728	3.63593998596373	3.6988573944841	3.76178279540475	2.33468389511108	6	40.4010541287544	37.9374968566511	43.0250625285853
2011	3.74036264419556	0.0319996438920498	3.6774721212721	3.74036492465124	3.80325829713496	2.33468389511108	6	42.1132595252799	39.5462993633037	44.8470717776575
2012	3.59274196624756	0.0320530161261559	3.52974923261959	3.59274381626094	3.65574206736651	2.33468389511108	6	36.3335648750148	34.1154115096272	38.696225669764
2013	3.60388159751892	0.0320526100695133	3.54089496641365	3.60388234844152	3.66688480567233	2.33468389511108	6	36.740570125895	34.4977797334299	39.1298188069985
2014	3.40465641021729	0.0321380235254765	3.34150716635118	3.40465681923332	3.46782710238158	2.33468389511108	6	30.1039505369454	28.2616896903311	32.0669884052696
2015	3.53908324241638	0.0320878773927689	3.47603125900713	3.53908339674186	3.60215700673615	2.33468389511108	6	34.435335860646	32.3311531433968	36.6772622830542
2016	3.27133369445801	0.0322188138961792	3.20803228921051	3.27133346790613	3.33466347426585	2.33468389511108	6	26.3464540416651	24.7303760887165	28.0689357150271
2017	3.55364227294922	0.0320696830749512	3.49062290048474	3.55364295014159	3.61667884708457	2.33468389511108	6	34.9403482921571	32.8063764508276	37.2137697397988
2018	4.06593132019043	0.031914696097374	4.00321582793172	4.06593074996585	4.12866889328459	2.33468389511108	6	58.3191970843455	54.7740109066394	62.0952125443827
1985	2.34245848655701	0.0395438186824322	2.26479193856487	2.3424594002482	2.4201095603156	2.34244799613953	8	10.4067900918996	9.629120943953	11.2470914822747
1986	2.66516089439392	0.0343525260686874	2.597637027439	2.66515730988354	2.73272278304786	2.34244799613953	8	14.3702614545124	13.4319611501958	15.3746920319218
1987	1.99203085899353	0.0355568192899227	1.92215629125288	1.99202803967911	2.06193633412979	2.34244799613953	8	7.33040567611171	6.83568231111505	7.86117694774165
1988	1.55965733528137	0.0372147411108017	1.48653950927415	1.5596548101932	1.63276905957574	2.34244799613953	8	4.75719084435126	4.42176752759255	5.1180272372401
1989	3.33192038536072	0.0334416553378105	3.26614776266158	3.33191764726739	3.39770061634901	2.34244799613953	8	27.9920456352641	26.2101767955978	29.8952802375261
1990	3.6561484336853	0.0331781208515167	3.59087838120781	3.65614818664049	3.72140416238764	2.34244799613953	8	38.7119537079968	36.2659172402112	41.3223767177392
1991	3.62310862541199	0.0331908240914345	3.55781193553285	3.62310902958604	3.68838799199366	2.34244799613953	8	37.4538169280547	35.0863419156431	39.9803463450979
1992	3.42338299751282	0.0332673452794552	3.35793799157637	3.42338335029602	3.48881310536338	2.34244799613953	8	30.6730064019292	28.7298884871684	32.7470573247011
1993	3.40012907981873	0.033273171633482	3.33467199691314	3.40012967963927	3.46557009746335	2.34244799613953	8	29.9679680576351	28.0691749376852	31.9946946690743
1994	3.35350632667542	0.0332989245653152	3.28800230604316	3.35350597429845	3.4190001568599	2.34244799613953	8	28.602848954987	26.7892933557369	30.5388656759661
1995	3.45406627655029	0.0332592315971851	3.38864199929254	3.4540650478736	3.51948391858312	2.34244799613953	8	31.6287423919333	29.6256932282891	33.7669974464384
1996	3.62978219985962	0.0331844165921211	3.56449947211808	3.62978208582665	3.69505000461117	2.34244799613953	8	37.704603654853	35.3217694485448	40.2475851024973
1997	3.58111119270325	0.0331976786255836	3.51579930016234	3.58111211207215	3.64640269305263	2.34244799613953	8	35.9134254195106	33.6428078817158	38.3365095102804
1998	3.41548848152161	0.0332634784281254	3.35004867522041	3.41548957863702	3.48090934708209	2.34244799613953	8	30.4318111748531	28.5041210543758	32.4892526541566
1999	3.33980655670166	0.033301193267107	3.27429616334777	3.33980687613449	3.40530346144141	2.34244799613953	8	28.2136684324126	26.4246203175322	30.1234356382407
2000	3.12683868408203	0.0334121435880661	3.06111306696712	3.12683906263226	3.19255367570343	2.34244799613953	8	22.8017818467964	21.3513093778446	24.3505314731571
2001	2.97114062309265	0.0335151106119156	2.90521756153683	2.97114043469161	3.03705938249878	2.34244799613953	8	19.5141652141635	18.2692178989946	20.843859208673
2002	2.65496039390564	0.0337674729526043	2.58854926987977	2.65496037210693	2.72137194712958	2.34244799613953	8	14.2244226743472	13.3104477222924	15.2011631375164
2003	3.1802122592926	0.0333854220807552	3.11454013421375	3.18021208922894	3.24587594463966	2.34244799613953	8	24.0518582407025	22.5230703821091	25.6841981453211
2004	3.15338516235352	0.0333891622722149	3.08769913888129	3.15338716774995	3.21905138735597	2.34244799613953	8	23.4151948070076	21.9265698998624	25.0043894474941
2005	3.42360591888428	0.0332540683448315	3.35817984114517	3.42360842958166	3.48900501279755	2.34244799613953	8	30.679844832771	28.7368376386015	32.7533423314994
2006	3.55130004882812	0.0332046523690224	3.48597125329422	3.55130212953408	3.61660291815543	2.34244799613953	8	34.8586059324211	32.6541271415436	37.2109442453829
2007	3.42708158493042	0.0332521386444569	3.36165924973763	3.427084162395	3.49247689991289	2.34244799613953	8	30.7866632528022	28.8369989884834	32.8672558717745
2008	3.2877082824707	0.0333134979009628	3.22216554020661	3.28771127291371	3.35322325485523	2.34244799613953	8	26.7814178298528	25.0823783097619	28.594753440331
2009	3.58298826217651	0.0331917032599449	3.51768277155489	3.5829908921681	3.64826431203736	2.34244799613953	8	35.9809007221496	33.7062328587412	38.4079439554222
2010	3.68088293075562	0.0331608839333057	3.61563996747549	3.68088462991636	3.74610023428048	2.34244799613953	8	39.6814145513023	37.1751291881553	42.355582656201
2011	3.70683240890503	0.0331519432365894	3.64160543994857	3.70683458949292	3.77203116007093	2.34244799613953	8	40.724603113063	38.1530399977359	43.4682662366786
2012	3.58867645263672	0.033194649964571	3.52336786457028	3.58867828243851	3.65396019417037	2.34244799613953	8	36.1861501338476	33.8984016589146	38.627335297633
2013	3.57450747489929	0.033203236758709	3.50918500066504	3.57450834559915	3.63981009249544	2.34244799613953	8	35.6770446476512	33.4210185734981	38.0846034865874
2014	3.43835639953613	0.0332587510347366	3.37292696353798	3.43835709003019	3.50376882525732	2.34244799613953	8	31.1357413709033	29.1637635274002	33.2404937928449
2015	3.5848217010498	0.0332010053098202	3.51950512493579	3.58482209725246	3.65012102182692	2.34244799613953	8	36.0469300160703	33.7677135288877	38.4793226051741
2016	3.3880774974823	0.0332823619246483	3.32260421602081	3.38807760324502	3.45353778224125	2.34244799613953	8	29.6089741902397	27.7324779634905	31.6120311978514
2017	3.54452562332153	0.0332140326499939	3.47918296993936	3.54452629688944	3.60985004342707	2.34244799613953	8	34.623256980309	32.4332123382686	36.9605099278341
2018	3.94929146766663	0.0330892130732536	3.88419398215916	3.94929108175544	4.01437196970982	2.34244799613953	8	51.8985819813512	48.6277318399612	55.3884988219966
1985	2.3461058139801	0.0372264944016933	2.27312165454642	2.34610432705233	2.41912119670805	2.3461172580719	10	10.4448163677723	9.70966377030283	11.2359807579851
1986	2.66284441947937	0.0321339853107929	2.59982333242509	2.66284408385605	2.72588010730038	2.3461172580719	10	14.3370116303976	13.4613596391528	15.2698471185917
1987	1.99034857749939	0.0334007106721401	1.92484931919569	1.99034825104158	2.05586614402231	2.3461172580719	10	7.3180842372684	6.85411580440268	7.81360264780428
1988	1.55919706821442	0.0351237840950489	1.49032674001625	1.55919618017225	1.62809126275377	2.3461172580719	10	4.75500176989246	4.43854553254149	5.09414205426565
1989	3.32913374900818	0.0312005095183849	3.26793896359818	3.3291336218213	3.39034097606335	2.3461172580719	10	27.9141505663371	26.2571665603141	29.6760693747366
1990	3.6539351940155	0.0309319607913494	3.59326519085425	3.65393530300819	3.71461590457834	2.3461172580719	10	38.6263696203394	36.3525804644846	41.0428196973581
1991	3.62078428268433	0.0309450663626194	3.5600886311231	3.62078428163891	3.68149060261001	2.3461172580719	10	37.3668625161304	35.1663138368774	39.7055351580322
1992	3.42100310325623	0.0310272313654423	3.36014659774972	3.42100307640453	3.48187026958836	2.3461172580719	10	30.6000946856619	28.7934116192098	32.5204873128838
