mean	sd	p02.5	p50	p97.5	jaar	simulatienr	intercept
3.77166271209717	0.0585117787122726	3.6569077888729	3.77158719640793	3.88677430439255	2010	16	3.70851516723633
3.77322745323181	0.057517196983099	3.6594567213658	3.7735207647111	3.88542776695617	2010	17	3.71745824813843
3.74415469169617	0.06078777089715	3.62531722672622	3.74399154881728	3.86390712195785	2010	18	3.67099618911743
3.77436089515686	0.0561705715954304	3.66333960619157	3.77460093049638	3.88402169490854	2010	19	3.72992753982544
3.75475358963013	0.0567474700510502	3.64254685853554	3.75500647737139	3.86553558421269	2010	20	3.7100567817688
3.83447337150574	0.0566849783062935	3.722618444344	3.83465068382343	3.94530865106937	2011	1	3.7223174571991
3.77404093742371	0.0600706748664379	3.65536589215962	3.77428342291067	3.89118843879624	2011	2	3.70737457275391
3.80763554573059	0.058418545871973	3.69179449607541	3.80801922900899	3.92132366907262	2011	3	3.71592688560486
3.80245852470398	0.0570327825844288	3.68892879101984	3.80297446176935	3.91314463135761	2011	4	3.69567036628723
3.76961064338684	0.0577115826308727	3.65497223214228	3.77003598249175	3.8818570952622	2011	5	3.69287395477295
3.81255173683167	0.0582521185278893	3.69712324046775	3.81288186216189	3.92608512090259	2011	6	3.72149610519409
3.80469822883606	0.0582091100513935	3.689920032338	3.80486902250562	3.91851049877634	2011	7	3.71941351890564
3.81748008728027	0.0584692768752575	3.70122299489179	3.81793827406656	3.93114405157958	2011	8	3.73004460334778
3.75074529647827	0.0611399561166763	3.63017435823848	3.75093182495453	3.87024800282282	2011	9	3.67714214324951
3.75715517997742	0.0590899959206581	3.63767227251255	3.75851507660111	3.86947183889043	2011	10	3.70199537277222
3.76518130302429	0.0660131275653839	3.63248749028245	3.76638111293382	3.8914350052903	2011	11	3.68804025650024
3.73361277580261	0.0638467743992805	3.60752220797706	3.73386170195309	3.85824907596634	2011	12	3.68760991096497
3.81147289276123	0.060529287904501	3.69318303652203	3.81126259498145	3.93086548668538	2011	13	3.72119665145874
3.78678607940674	0.0590730383992195	3.66951578071254	3.78719680746376	3.90176553313051	2011	14	3.70295977592468
3.79425692558289	0.0557798817753792	3.68402607414811	3.79446813741925	3.90331307594204	2011	15	3.71337366104126
3.80481147766113	0.0591678880155087	3.68849255121126	3.80482559731294	3.92099109806257	2011	16	3.70851516723633
3.80329370498657	0.0576642043888569	3.68906357696334	3.80362616298576	3.91569778008711	2011	17	3.71745824813843
3.75620746612549	0.062089592218399	3.63397023335739	3.75632151920124	3.87776361466406	2011	18	3.67099618911743
3.80572366714478	0.0563432723283768	3.69438198640105	3.80595449770668	3.91575432976609	2011	19	3.72992753982544
3.7860689163208	0.0570279210805893	3.67316972114292	3.78636211259332	3.89729690680391	2011	20	3.7100567817688
3.87292981147766	0.0569995269179344	3.76060296195835	3.87304955320608	3.98459263562077	2012	1	3.7223174571991
3.80551958084106	0.0627042725682259	3.67943476214055	3.80641560136682	3.92607138521714	2012	2	3.70737457275391
3.84395265579224	0.0587013922631741	3.7274699527244	3.8443464246049	3.95820909167472	2012	3	3.71592688560486
3.8376305103302	0.0569498054683208	3.72466327159409	3.8380000655255	3.9485088808846	2012	4	3.69567036628723
3.80491924285889	0.0580969043076038	3.68935615061908	3.80537609667386	3.91785458121428	2012	5	3.69287395477295
3.84653425216675	0.058348510414362	3.73100700454576	3.84682059013777	3.96042858834757	2012	6	3.72149610519409
3.83880305290222	0.0584160834550858	3.72373473438242	3.83892900920669	3.95316102669356	2012	7	3.71941351890564
3.8527410030365	0.0589324980974197	3.7353555931323	3.85324829166446	3.96718371598894	2012	8	3.73004460334778
3.78073310852051	0.0636629685759544	3.65334318333076	3.78145686181352	3.90376173072154	2012	9	3.67714214324951
3.79217338562012	0.0604641176760197	3.66926509464849	3.79378878986373	3.90650682250608	2012	10	3.70199537277222
3.78884363174438	0.073421522974968	3.63876366241502	3.79177268313346	3.92523022693136	2012	11	3.68804025650024
3.74243259429932	0.0703639760613441	3.59868099872307	3.74428124206695	3.87583586648191	2012	12	3.68760991096497
3.84566950798035	0.0611939914524555	3.72586070142924	3.84550408189904	3.96621050065167	2012	13	3.72119665145874
3.81899619102478	0.0592226386070251	3.70139023416298	3.81939651908056	3.93432404883563	2012	14	3.70295977592468
3.82497620582581	0.0558684691786766	3.71473607064484	3.82512386505315	3.9343358448253	2012	15	3.71337366104126
3.84169173240662	0.0600748918950558	3.72314546569038	3.84183371154007	3.95932019488063	2012	16	3.70851516723633
3.83685612678528	0.0578253380954266	3.72232089085375	3.8371644683113	3.94964392327111	2012	17	3.71745824813843
3.77386689186096	0.065449096262455	3.64295204567624	3.77464489800876	3.90023858977085	2012	18	3.67099618911743
3.84037280082703	0.056635357439518	3.72859279244898	3.84054840138474	3.95113882386643	2012	19	3.72992753982544
3.82102823257446	0.0573751032352448	3.70745286234171	3.82130878305882	3.93299875198387	2012	20	3.7100567817688
3.91581773757935	0.0575247034430504	3.80282762268816	3.91580076072298	4.02886884352419	2013	1	3.7223174571991
3.84766530990601	0.0648760870099068	3.71549500923245	3.84908316452227	3.97094679190263	2013	2	3.70737457275391
3.88561367988586	0.0588793195784092	3.76917173712581	3.88585709047194	4.00067710295273	2013	3	3.71592688560486
3.8770489692688	0.0569461584091187	3.76481746162527	3.8771556608115	3.98865189787529	2013	4	3.69567036628723
3.8455662727356	0.0583517365157604	3.7299478372355	3.84587800557531	3.9594032779629	2013	5	3.69287395477295
3.88482284545898	0.058552835136652	3.76934534280535	3.88495064339185	3.99954592535941	2013	6	3.72149610519409
3.87732625007629	0.0587751977145672	3.76183568699277	3.87734589622058	3.99270769634608	2013	7	3.71941351890564
3.89305400848389	0.0591645650565624	3.77553460106542	3.89343765653298	4.00830654433549	2013	8	3.73004460334778
3.82340097427368	0.0656910240650177	3.69034844439952	3.82458934463242	3.94920326800189	2013	9	3.67714214324951
