jaar,gem_jaar,og_jaar_trend,bg_jaar_trend,aantal dagen onder kritisch minimum,og_jaar_indicator,bg_jaar_indicator,tijdvenster
1987,11.340682968654555,9.38922610138222,13.697730654989575,5.643965517241379,3.8430898227943024,7.4448412116884555,8
1988,14.526413474767974,11.997787609967938,17.587966656836365,3.5448275862068965,2.2919558765449923,4.797699295868801,8
1989,22.082070923897803,19.626282972765303,24.84514551047199,25.80344827586207,21.839830641450284,29.767065910273857,8
1990,30.513661618177842,26.97250039022424,34.519734243330156,39.38103448275862,34.60520127642758,44.156867689089665,8
1991,34.361898851232006,30.5635333585987,38.632316454017314,38.42327586206896,33.235263062241955,43.61128866189597,8
1992,33.588117257222756,30.31021653096791,37.22050681268818,31.451724137931034,27.195981418685314,35.707466857176755,8
1993,32.06733102019699,28.912975206410216,35.56582162222113,30.900862068965516,26.550450828307106,35.251273309623926,8
1994,31.684452139112484,28.57173108928807,35.136285730061594,29.064655172413794,25.46593790707634,32.66337243775125,8
1995,32.952593129663164,29.919723278195463,36.292895621814594,31.729310344827585,28.245234593899614,35.21338609575555,8
1996,34.47732944514853,31.313137962925627,37.961262364592635,38.49913793103448,34.614410009063015,42.38386585300595,8
1997,33.78514833216119,30.601525570063153,37.29997856521174,37.30948275862069,32.6897900637218,41.929175453519576,8
1998,30.72037862670668,27.80010191295325,33.94741738441208,31.65948275862069,27.354739471085974,35.9642260461554,8
1999,26.727650490149117,24.12641049096942,29.60934868413011,28.97155172413793,25.361837695468115,32.58126575280775,8
2000,22.73333137498103,20.417052270648007,25.312388319035946,23.39396551724138,20.380445616059674,26.407485418423086,8
2001,19.99430995884927,17.788033368499036,22.47423436019066,19.802586206896553,17.312286230332,22.292886183461107,8
2002,19.29519070044182,17.118392806602294,21.748793147381484,14.40948275862069,12.411252841076937,16.407712676164444,8
2003,21.4368580688288,19.378138047203638,23.714295085715122,24.44137931034483,21.903275884823312,26.979482735866345,8
2004,24.637067355327687,22.381618561239105,27.119803074570356,24.599137931034484,20.75209076943225,28.446185092636718,8
2005,28.455328399661393,25.806397381156685,31.376162366770615,32.57586206896552,27.73086424032512,37.42085989760592,8
2006,31.066335275625907,28.240975586193215,34.17435720348969,36.75603448275862,31.9609568586334,41.55111210688385,8
2007,31.710912569444236,28.905011369544198,34.789191504919074,32.65,28.036454699684583,37.263545300315414,8
2008,32.45964685286303,29.437976609462527,35.79147737599271,28.53965517241379,24.021668008964202,33.05764233586338,8
2009,35.1108641147878,32.01651736437107,38.50427467976139,38.202586206896555,32.846224434539835,43.558947979253276,8
2010,37.66909935806653,34.36976277093864,41.2851568369768,41.57155172413793,36.39730578503722,46.74579766323865,8
2011,38.402423523096346,34.973976142957085,42.16695655132829,42.9448275862069,36.991999425456996,48.8976557469568,8
2012,37.02247828822344,33.674137217028246,40.70375700402095,37.894827586206894,32.36628410632835,43.42337106608544,8
2013,35.040704273974306,31.81339115512597,38.59541254275504,36.84396551724138,31.714178931172526,41.97375210331023,8
2014,33.30312378078838,30.205285379690903,36.71867488145753,32.03362068965517,27.39256881693464,36.674672562375704,8
2015,32.961629355385355,29.932234102917704,36.29762502946266,36.9448275862069,32.24958683663115,41.640068335782644,8
2016,33.780568968277194,30.556540369024976,37.344765671747545,30.15344827586207,26.34749498765901,33.959401564065125,8
2017,38.14416419458132,34.65733776850795,41.98179536528835,35.59310344827586,31.08622353562087,40.09998336093085,8
2018,46.61159208953324,41.56567649575301,52.270062712512996,52.62844827586207,47.37288682701733,57.88400972470681,8
1985,9.923580134543016,6.885808995694825,14.301506583796801,3.4473684210526314,0.38169064142583053,6.513046200679432,10
1986,10.400322694194136,8.541431056461604,12.663769271021783,11.160344827586206,7.64048217799456,14.680207477177852,10
1987,11.007783405145743,9.047338018893077,13.39303287238372,5.643965517241379,3.8430898227943024,7.4448412116884555,10
1988,14.071903905553233,11.48640759016571,17.239374275440248,3.5448275862068965,2.2919558765449923,4.797699295868801,10
1989,22.12112978915062,19.677094738310906,24.868731367934277,25.80344827586207,21.839830641450284,29.767065910273857,10
1990,31.11355201252684,27.463607143597056,35.248578738205104,39.38103448275862,34.60520127642758,44.156867689089665,10
1991,34.663283820044484,30.831793435466817,38.97091642443294,38.42327586206896,33.235263062241955,43.61128866189597,10
1992,33.01620261479924,29.820531498170148,36.55433288197313,31.451724137931034,27.195981418685314,35.707466857176755,10
1993,30.804142451694794,27.767166992675243,34.17328071079834,29.817241379310346,25.684668199386337,33.949814559234355,10
1994,30.206861422508577,27.224997670873424,33.51531882681567,28.002586206896552,24.62923943370562,31.375932980087484,10
1995,31.791705953879855,28.880730761334785,34.99608703845857,30.87155172413793,27.572414292399174,34.17068915587669,10
1996,34.105701397031964,31.021393895955164,37.49666670958895,37.359482758620686,33.67500423769112,41.04396127955025,10
1997,34.361109511468435,31.17970707302585,37.86712441184414,37.88448275862069,33.58182671045469,42.18713880678669,10
1998,31.81053503740163,28.879291247660092,35.03929963820512,33.35431034482759,29.180348705313737,37.528271984341444,10
1999,27.890266105987433,25.281509932966145,30.768215408229317,29.622413793103448,26.10557015810724,33.139257428099654,10
2000,23.965628029241458,21.609964047808294,26.578078777239575,24.103448275862068,21.141065392248795,27.06583115947534,10
2001,21.418985137351694,19.17948497003183,23.919981429685464,21.386206896551723,18.854974628852673,23.917439164250773,10
2002,20.816085613701215,18.631190456904754,23.257205237594118,17.34396551724138,15.249218464962848,19.43871256951991,10
2003,22.749723443787605,20.622654632419742,25.096183105118172,25.610344827586207,23.085551663529497,28.135137991642917,10
2004,25.218827412204856,22.928044787239592,27.738486292583023,25.63362068965517,21.941724951928556,29.325516427381785,10
2005,27.873185632494266,25.34343300334332,30.65545528898921,31.03965517241379,26.587675767954757,35.491634576872826,10
2006,29.406885987823557,26.798208900404198,32.26950527607127,33.53189655172414,29.29291033897023,37.770882764478046,10
2007,29.547585394885566,26.934177010683605,32.41457135748942,30.34051724137931,26.319855749806276,34.36117873295235,10
2008,30.29941200007342,27.489869416816507,33.396097799889425,27.417241379310344,23.404557937653685,31.429924820967003,10
2009,33.31301938866431,30.42230480395482,36.47840845527452,36.01810344827586,31.19692823947082,40.8392786570809,10
2010,36.533692889171775,33.394202283093485,39.968336563501204,39.851724137931036,35.06656416717993,44.63688410868214,10
2011,38.03852338876807,34.71778182205092,41.67689252194223,42.300862068965515,36.74579658310078,47.85592755483025,10
2012,37.16527121934556,33.896512755276795,40.749247416092686,38.35431034482759,33.083685124600784,43.62493556505439,10
2013,35.39375870090867,32.224699976604285,38.87447069755946,37.172413793103445,32.23381597846599,42.1110116077409,10
2014,33.663337512644624,30.608386026740696,37.0231965677707,32.983620689655176,28.397875553685175,37.56936582562518,10
2015,33.20578194445648,30.209920070674066,36.49873789679939,36.351724137931036,31.672361230456232,41.03108704540584,10
2016,33.88147344969431,30.718302219098508,37.3703675071151,31.154310344827586,27.1907533095992,35.11786738005597,10
2017,38.01098871697573,34.61853174520066,41.73589087706936,36.647413793103446,32.16620657173363,41.12862101447326,10
2018,45.88694531074125,41.1280091385634,51.19653963451018,50.37241379310345,45.33086137766439,55.413966208542504,10
1985,10.770551089575813,7.313929225381422,15.86080028920612,3.4473684210526314,0.38169064142583053,6.513046200679432,20
1986,10.413681843464525,8.523751028287085,12.722658038346712,11.160344827586206,7.64048217799456,14.680207477177852,20
1987,9.99954042087625,8.199398815620272,12.194895123072977,5.643965517241379,3.8430898227943024,7.4448412116884555,20
1988,12.631913478697532,10.210270475229102,15.627914903960464,3.5448275862068965,2.2919558765449923,4.797699295868801,20
1989,22.214956993761046,19.816478620571544,24.903734093419835,25.80344827586207,21.839830641450284,29.767065910273857,20
1990,32.98139707208386,29.253847905323855,37.18391359478217,39.38103448275862,34.60520127642758,44.156867689089665,20
1991,35.78792863854955,32.14201823655804,39.847399339135855,38.42327586206896,33.235263062241955,43.61128866189597,20
1992,32.39893218221805,29.376074309478316,35.73284828631023,31.451724137931034,27.195981418685314,35.707466857176755,20
1993,29.401886062195256,26.649125300535168,32.438997312866825,29.817241379310346,25.684668199386337,33.949814559234355,20
1994,28.500047137333187,25.878139623441317,31.387599674840878,28.002586206896552,24.62923943370562,31.375932980087484,20
1995,30.091073194460314,27.4432275713986,32.99439483342892,30.111206896551725,26.917758644215905,33.30465514888755,20
1996,32.66366736773998,29.811786395490046,35.788367451598454,35.36379310344827,31.918783850014755,38.80880235688179,20
1997,33.228812992968685,30.36203756965908,36.36626858090284,35.51120689655173,31.67670357576172,39.34571021734173,20
1998,31.544485946263375,28.849564712077914,34.4911475630489,32.39224137931034,28.69566595053864,36.08881680808204,20
1999,29.132251669346058,26.62175397958749,31.87949554251222,30.544827586206896,27.347293156652306,33.742362015761486,20
2000,26.514740971928347,24.205668003511,29.044085406214858,27.29051724137931,24.41123070227663,30.16980378048199,20
2001,24.631775215031322,22.46668271620362,27.005515585362502,25.455172413793104,22.912125340651723,27.998219486934484,20
2002,24.00909409441598,21.887327692746016,26.336545389484215,22.88706896551724,20.60976820713628,25.1643697238982,20
2003,25.440752072772067,23.243798123966688,27.845357397115542,27.461206896551722,25.009144147032462,29.913269646070983,20
2004,26.975339985126855,24.667585325235873,29.498994640904343,27.45344827586207,24.418432646014804,30.488463905709335,20
2005,28.65571985994264,26.22168356742734,31.315696361752547,30.46034482758621,27.044482665391037,33.87620698978138,20
2006,29.37419366284743,26.890396224765837,32.08741314669786,31.83103448275862,28.53023981349315,35.131829152024096,20
2007,28.750434774736547,26.328392311956677,31.39528953923241,29.880172413793105,26.73527084343389,33.02507398415232,20
2008,28.46133345930793,26.01857483745002,31.133430917821578,27.78965517241379,24.722927057577166,30.856383287250416,20
2009,30.049355415904955,27.53909169430786,32.78843655900288,31.66810344827586,28.221564484670665,35.11464241188106,20
2010,32.00436537908729,29.35826622572437,34.888960929873456,33.56206896551724,30.15992604731033,36.964211883724154,20
2011,33.22943371617206,30.47924815328409,36.22777240253209,35.286206896551725,31.426280137675157,39.146133655428294,20
2012,33.1972723940015,30.428915948227033,36.21748787490888,33.967241379310344,30.13325512298646,37.801227635634234,20
2013,32.815871790034976,30.059839027114737,35.824591088749315,34.18189655172414,30.466004601613527,37.89778850183475,20
2014,32.27381837047226,29.560901075387513,35.23571049319168,32.4551724137931,28.8036729201296,36.1066719074566,20
2015,32.40129944398221,29.702788087386743,35.34497174372722,34.592241379310344,30.77519161691481,38.40929114170588,20
2016,32.74424117596057,29.969607030583294,35.77575538762756,32.144827586206894,28.61548935871883,35.674165813694955,20
2017,35.46447662564594,32.48916046360145,38.71226847305143,35.1948275862069,31.321706992321257,39.06794818009254,20
2018,40.891673045399195,37.12667454573104,45.03847826155748,42.97586206896552,38.803466987167795,47.14825715076324,20
1985,11.415914138085057,7.751925743376417,16.811705880888244,3.4473684210526314,0.38169064142583053,6.513046200679432,30
1986,10.519241438251617,8.58611273055873,12.887606290376445,11.160344827586206,7.64048217799456,14.680207477177852,30
1987,9.352686391730694,7.726411572595251,11.321263683689967,5.643965517241379,3.8430898227943024,7.4448412116884555,30
1988,11.635456994995025,9.489583519303515,14.266575472673123,3.5448275862068965,2.2919558765449923,4.797699295868801,30
1989,22.41358618642408,20.006622847632638,25.110127259469234,25.80344827586207,21.839830641450284,29.767065910273857,30
1990,34.348810524636725,30.69268091570647,38.440460372219576,39.38103448275862,34.60520127642758,44.156867689089665,30
1991,36.36891376020757,32.86197906991907,40.25009830610524,38.42327586206896,33.235263062241955,43.61128866189597,30
1992,31.916889653748434,28.96445329754813,35.17027698416067,31.451724137931034,27.195981418685314,35.707466857176755,30
1993,28.760268062962236,26.112440081253652,31.676588494970485,29.817241379310346,25.684668199386337,33.949814559234355,30
1994,27.899647549423644,25.38414571883967,30.66442897088922,28.002586206896552,24.62923943370562,31.375932980087484,30
1995,29.803914097902744,27.20811011333793,32.64737212011347,30.111206896551725,26.917758644215905,33.30465514888755,30
1996,32.877392093151705,30.051561184388422,35.968943650367365,35.36379310344827,31.918783850014755,38.80880235688179,30
1997,33.45099651465443,30.622961985495255,36.540200401039876,35.51120689655173,31.67670357576172,39.34571021734173,30
1998,31.525085264240982,28.866413490271192,34.428627624717336,32.39224137931034,28.69566595053864,36.08881680808204,30
1999,29.08653991455106,26.603740271947974,31.801047354715603,30.544827586206896,27.347293156652306,33.742362015761486,30
2000,26.383233595768036,24.10778332376833,28.87345574748838,27.29051724137931,24.41123070227663,30.16980378048199,30
2001,24.40373267891476,22.28883937876322,26.719299221625867,25.455172413793104,22.912125340651723,27.998219486934484,30
2002,23.670884909990935,21.613109183692423,25.924580663517105,22.88706896551724,20.60976820713628,25.1643697238982,30
2003,25.398997176408926,23.219404621404436,27.783186868303464,27.461206896551722,25.009144147032462,29.913269646070983,30
2004,26.900513386806548,24.61968421384435,29.392644283667792,27.45344827586207,24.418432646014804,30.488463905709335,30
