jaar	mean	sd	p02.5	p50	p97.5	intercept	tijdvenster	gem_jaar	og_jaar	bg_jaar
1986	3.30090713500977	0.0394333451986313	3.22343029150766	3.30090454201713	3.37836483422809	3.08980321884155	2	27.1372449034168	25.1141213496567	29.3227842775782
1987	3.70164823532104	0.0392313860356808	3.62456643849898	3.70164511477883	3.77871098817996	3.08980321884155	2	40.5140260071373	37.5084574106587	43.7595987255382
1988	4.04316759109497	0.0391346402466297	3.96625911662231	4.04317005566956	4.12002933770172	3.08980321884155	2	57.0066308114953	52.7866921654037	61.5610482976083
1989	3.47329545021057	0.0393192581832409	3.39601972165855	3.47330031545824	3.55051381658575	3.08980321884155	2	32.2428221736402	29.8450716292181	34.8312097438074
1990	2.60848069190979	0.0405644811689854	2.52880149674313	2.6084789495671	2.68815334521929	3.08980321884155	2	13.5784053912315	12.5384697310687	14.7044967037152
1991	2.77320885658264	0.0409610234200954	2.69279324276119	2.77319816458789	2.85367744377598	3.08980321884155	2	16.0099252266546	14.7728825908926	17.3514737261833
1992	2.98171734809875	0.0402900129556656	2.90259449744493	2.98170843057852	3.06086704800908	3.08980321884155	2	19.7216565283588	18.2213593649786	21.3460571970532
1993	3.20038557052612	0.0396018028259277	3.12259870917827	3.20037690479502	3.27818569644118	3.08980321884155	2	24.5419910414787	22.7053075328695	26.5275998941469
1994	3.86111521720886	0.0391868464648724	3.78411721034913	3.86111320770382	3.93808846262448	3.08980321884155	2	47.5183150730527	43.9968134783495	51.3204066036605
1995	4.01747179031372	0.0391493178904057	3.94054831487687	4.01746929590264	4.09437243961753	3.08980321884155	2	55.5604596179773	51.4468026154617	60.0016726670406
1996	3.17323803901672	0.0394814610481262	3.09567800611245	3.17323183842637	3.25079733617194	3.08980321884155	2	23.8846988639934	22.1022188980954	25.8109116883145
1997	2.29186367988586	0.0427426099777222	2.20799724887762	2.29185186911796	2.37583004786959	3.08980321884155	2	9.89335856388627	9.09747815122858	10.759940746306
1998	3.62783074378967	0.0395151861011982	3.550220085913	3.62781959620761	3.70547002892889	3.08980321884155	2	37.631096523482	34.8209802515681	40.6691585061325
1999	4.08203840255737	0.0392533838748932	4.00492253479182	4.0820322282368	4.15915168768567	3.08980321884155	2	59.2661550876418	54.8675739064046	64.0171929858156
2000	3.72783994674683	0.0392204225063324	3.65077449463616	3.72783866500533	3.80487761845984	3.08980321884155	2	41.5891762346957	38.5044760138539	44.9197524281272
2001	3.91960024833679	0.0391740128397942	3.84259937711357	3.91960841714425	3.99652713434897	3.08980321884155	2	50.3803011429331	46.6465690102895	54.4088668610399
2002	4.00515270233154	0.0391549505293369	3.92819629559409	4.00515819280497	4.08204791146844	3.08980321884155	2	54.8802040943751	50.8152392886198	59.2667186469194
2003	3.58243680000305	0.0392713621258736	3.50526364085382	3.58243845228904	3.65956817222253	3.08980321884155	2	35.9610640865141	33.2902193574175	38.8445650868282
2004	2.85408234596252	0.0397428572177887	2.77601450949162	2.85407588164245	2.93215462453389	3.08980321884155	2	17.3585007983773	16.0549065914812	18.7680250106808
2005	2.38983488082886	0.0416708439588547	2.30804908746854	2.38982311903819	2.47169812035814	3.08980321884155	2	10.9116920647342	10.0547894931762	11.84253984466
2006	2.08599853515625	0.0434704460203648	2.00069946181395	2.08598955161043	2.17138311236103	3.08980321884155	2	8.05262830096535	7.39422626947066	8.77040611282039
2007	2.62330055236816	0.0407567508518696	2.54321740559986	2.62330812005574	2.70332938526327	3.08980321884155	2	13.7811339585192	12.7205323137279	14.929354645471
2008	2.49715662002563	0.0408592633903027	2.41687894440822	2.49716283021596	2.57738933580241	3.08980321884155	2	12.1479037012679	11.2108150787345	13.1627297974366
2009	2.18868613243103	0.0426032803952694	2.10507072297145	2.18867944730606	2.27236671510004	3.08980321884155	2	8.92348113678585	8.20768346083303	9.70233632834705
2010	2.45611929893494	0.0416500009596348	2.37436035321324	2.4561112969629	2.53793311777547	3.08980321884155	2	11.6594766877705	10.7441385339465	12.653490649432
2011	2.566978931427	0.040858581662178	2.48674233310159	2.5669735277585	2.64723573488764	3.08980321884155	2	13.0264112542821	12.0220484305396	14.1149671570048
2012	2.56489133834839	0.0406045503914356	2.48513431104968	2.5648896247997	2.64464246565088	3.08980321884155	2	12.9992457734091	12.0027322461417	14.0784106677951
2013	2.7914834022522	0.0409446284174919	2.71101368560644	2.79149765753187	2.87186463214963	3.08980321884155	2	16.3051890251386	15.0445181994797	17.6699354307225
2014	2.59075808525085	0.0416121743619442	2.50896771160033	2.59077952983455	2.67242717047258	3.08980321884155	2	13.3398805376784	12.2922343778806	14.4750600281452
2015	2.68749141693115	0.041180606931448	2.60659010426535	2.68749760157417	2.76835336204466	3.08980321884155	2	14.6947666020542	13.5527584772762	15.9323775407
2016	3.33463501930237	0.0401041954755783	3.25585841119758	3.33463058780584	3.41341161671568	3.08980321884155	2	28.0681370258496	25.9418737737755	30.3686740036225
2017	2.93649768829346	0.0401622168719769	2.85761629205778	2.93649075245963	3.01539292138998	3.08980321884155	2	18.8497129996143	17.4199533254968	20.3971038246157
2018	2.88765144348145	0.0403962060809135	2.80827744347122	2.88765639081455	2.96698002821641	3.08980321884155	2	17.9511008811789	16.5813313240561	19.4331433448243
1985	3.09287595748901	0.035975381731987	3.02218012160267	3.09287944131018	3.1635303726554	3.09312129020691	4	22.0403740925975	20.5360139241075	23.6539559758424
1986	3.300448179245	0.0352441854774952	3.23119080408829	3.30044707137884	3.36967951538664	3.09312129020691	4	27.1247929660912	25.3097780204095	29.0692093304697
1987	3.58148097991943	0.0350699052214622	3.51256313473493	3.58148010975124	3.65037027730309	3.09312129020691	4	35.9267082008703	33.5341101667254	38.4889149824796
1988	3.84157848358154	0.0349809937179089	3.772826022153	3.84158068410457	3.91028712872677	3.09312129020691	4	46.5989721295035	43.5028312486725	49.9132814530595
1989	3.62328124046326	0.0350475832819939	3.55439641502253	3.62328428630826	3.69211861141524	3.09312129020691	4	37.4602825786022	34.9667082171752	40.1297763616073
1990	3.25371789932251	0.0352025032043457	3.18453239981124	3.25372025465952	3.3228603746816	3.09312129020691	4	25.8864042726432	24.1559904189011	27.7395827878485
1991	2.90826678276062	0.0354282408952713	2.83865024692625	2.90826575085137	2.97785867469007	3.09312129020691	4	18.325009803656	17.0926790640265	19.6457037295009
1992	2.78516602516174	0.0357937328517437	2.71484973233378	2.7851609512031	2.85548266930935	3.09312129020691	4	16.202507677427	15.102340507916	17.3828253394477
1993	3.01783204078674	0.0354953147470951	2.94809941082547	3.01782592497529	3.08756576392702	3.09312129020691	4	20.4469155198327	19.0696756451932	21.9236456396207
1994	3.58573961257935	0.0350702740252018	3.51682263241512	3.58573816525617	3.65463154577283	3.09312129020691	4	36.0800330992632	33.6772532736297	38.6532765279525
1995	3.82609105110168	0.0349957086145878	3.75731840002299	3.82609005749931	3.89483694575949	3.09312129020691	4	45.8828335831013	42.8334097633092	49.1480389131491
1996	3.51458144187927	0.0350966826081276	3.44561383753117	3.51457964407175	3.58352572954821	3.09312129020691	4	33.601860648496	31.3625290366274	36.0002444801456
1997	3.06857585906982	0.0353157557547092	2.99918351072762	3.06857313169264	3.13795086970915	3.09312129020691	4	21.5112458047224	20.0691439909972	23.0565724980085
1998	3.3666832447052	0.0351928025484085	3.29754082708082	3.36667689643961	3.4358302542145	3.09312129020691	4	28.9822404670127	27.0460461683632	31.0571872248718
1999	3.74632430076599	0.0351104214787483	3.67733608526015	3.74632028146389	3.8153033613464	3.09312129020691	4	42.3650741860758	39.5409200083523	45.3905240250386
2000	3.7257981300354	0.0350306034088135	3.65695983580904	3.72579619834963	3.79461492418199	3.09312129020691	4	41.5043453936315	38.7433774163572	44.4611122095297
2001	3.92148375511169	0.0349671356379986	3.8527547917929	3.92148729231491	3.99016240600818	3.09312129020691	4	50.4752822021121	47.1226978126513	54.0636689150375
2002	3.93356108665466	0.0349621325731277	3.8648388619844	3.93356577822709	4.00222749894946	3.09312129020691	4	51.0885849958034	47.6955862413169	54.7199029068426
2003	3.73040294647217	0.0350184477865696	3.66157114138941	3.73040747047019	3.79918013413295	3.09312129020691	4	41.6959059977137	38.9224475250211	44.6645505374351
2004	3.37748217582703	0.0351411737501621	3.30841800071267	3.3774839349459	3.44650566458166	3.09312129020691	4	29.2969136948162	27.3418364735338	31.3905114642824
2005	2.83590269088745	0.0354851894080639	2.76617744166595	2.83590084213687	2.90560786544008	3.09312129020691	4	17.0457804282633	15.8977476453388	18.2763498377712
2006	2.20863366127014	0.0363459698855877	2.13724377739673	2.20862877091553	2.28003194528119	3.09312129020691	4	9.10326974178929	8.4760435412448	9.77699273332231
2007	2.41176462173462	0.0363900661468506	2.34026662093922	2.41176671320806	2.48323443581253	3.09312129020691	4	11.1536257200597	10.3840047867914	11.9799502007437
2008	2.36669921875	0.036565862596035	2.29485457122549	2.36670289901059	2.43850982710386	3.09312129020691	4	10.6621407430546	9.92299281866182	11.4559566607231
2009	2.23088192939758	0.0368388034403324	2.1585168049988	2.23088282590671	2.30323323494295	3.09312129020691	4	9.30807152255155	8.65828620339662	10.0064835203829
2010	2.31102681159973	0.0366212986409664	2.23909216960064	2.31102509772043	2.38295771635292	3.09312129020691	4	10.084774503873	9.38480760536308	10.836908009563
2011	2.38879680633545	0.0366136580705643	2.31688381880332	2.38879307946545	2.46071713216635	3.09312129020691	4	10.9003707927004	10.1440144157344	11.7132084473236
2012	2.48010873794556	0.0363745950162411	2.40865359653581	2.48010679526285	2.55155687353356	3.09312129020691	4	11.9425629570082	11.1189804285168	12.8270583529244
2013	2.62242484092712	0.0361263677477837	2.55142560142589	2.62243157133308	2.69336804998948	3.09312129020691	4	13.7690709444718	12.8253746284546	14.7813765915612
2014	2.51204228401184	0.0363243669271469	2.44064315349795	2.51205376399179	2.58336240591315	3.09312129020691	4	12.330085901382	11.4804220424806	13.241586980655
2015	2.62799191474915	0.0364355407655239	2.55638554653535	2.62800036135117	2.69953662422576	3.09312129020691	4	13.8459381430406	12.8891458026454	14.8728384148841
2016	3.06794214248657	0.0358884073793888	2.99742124331479	3.06794376440813	3.13843018012457	3.09312129020691	4	21.49761809004	20.0338079374713	23.0676264022648
2017	2.91192293167114	0.0359045825898647	2.84138112453505	2.91192103756176	2.98245009469233	3.09312129020691	4	18.3921313967845	17.1394208725873	19.736112800745
2018	2.94226384162903	0.0356908738613129	2.87212936523252	2.94226490997803	3.01236602204227	3.09312129020691	4	18.9587173008399	17.6746138664446	20.3354571904999
1985	3.0906617641449	0.0352634824812412	3.02135025907654	3.09066491711128	3.159926579478	3.09083485603333	6	21.9916264312696	20.518978925047	23.5688654271391
1986	3.29936361312866	0.0346581861376762	3.23124391376359	3.29936290291756	3.36747916552005	3.09083485603333	6	27.0953902821871	25.3111222501977	29.0053172178763
1987	3.57782578468323	0.0344954766333103	3.51002297554699	3.57782549716001	3.64562618728754	3.09083485603333	6	35.7956287745891	33.4490362850214	38.3067525443551
1988	3.8359968662262	0.0344057194888592	3.76836288843441	3.83599918637579	3.90361489990048	3.09083485603333	6	46.3395990320007	43.309104930482	49.5813571864638
1989	3.59468340873718	0.034479983150959	3.52690361191263	3.59468606513946	3.66244365244335	3.09083485603333	6	36.4041729202142	34.0184699830325	38.9564226103967
1990	3.35970735549927	0.0345731489360332	3.2917475713354	3.35970912177427	3.42765015746048	3.09083485603333	6	28.7807671134958	26.8898144879989	30.8041726810382
1991	3.18951797485352	0.0346613191068172	3.1213899332692	3.18951812000339	3.25763641444717	3.09083485603333	6	24.2767226315318	22.6778784852417	25.9880395389239
1992	3.04988479614258	0.034751296043396	2.98158455327872	3.0498835754407	3.11818163835089	3.09083485603333	6	21.1129119935276	19.7190377684121	22.6052377516959
1993	3.02335333824158	0.0347788520157337	2.95500372008291	3.02335038728662	3.09170952201661	3.09083485603333	6	20.5601212561364	19.2017941519666	22.0146804063575
1994	3.39818286895752	0.0345649570226669	3.33024641823205	3.39818161776796	3.46612026469356	3.09083485603333	6	29.9097007912981	27.9452270683104	32.0123019446505
1995	3.6473708152771	0.0344708077609539	3.57961725147416	3.64737009351806	3.71512507833916	3.09083485603333	6	38.3736419085957	35.8598129295245	41.0637229454593
1996	3.4719295501709	0.0345361791551113	3.40404948208934	3.47192831135352	3.53981164250877	3.09083485603333	6	32.1988117653057	30.0856851460527	34.4604276998079
1997	3.23949527740479	0.0346426442265511	3.17140812870172	3.23949370132546	3.30758393122743	3.09083485603333	6	25.5208375527913	23.8410319726041	27.3190409898912
1998	3.4525454044342	0.0345518514513969	3.38463932008376	3.45254232566405	3.52046407354853	3.09083485603333	6	31.5806756804881	29.5073480887781	33.8001105619938
1999	3.67111086845398	0.0344719439744949	3.60335812342401	3.67110887819093	3.73887152670815	3.09083485603333	6	39.2955337922434	36.7213424222434	42.0505105022593
2000	3.61121344566345	0.0344879738986492	3.54342762203103	3.61121218107362	3.67900260504066	3.09083485603333	6	37.0109363376563	34.585261462844	39.606870672465
2001	3.78282952308655	0.0344244316220284	3.71515891828988	3.78283188302651	3.8504835444739	3.09083485603333	6	43.9401958027921	41.0651125633322	47.0157919623497
2002	3.8804566860199	0.0343965254724026	3.81283878560738	3.88045979972143	3.94805428111311	3.09083485603333	6	48.4463347838901	45.278793381617	51.8344134559804
2003	3.7830970287323	0.0344221740961075	3.71542851413226	3.78310037949643	3.85074336889661	3.09083485603333	6	43.9519516255492	41.0761850394259	47.0280094004801
2004	3.5275239944458	0.0345038659870625	3.45969767183859	3.52752654855241	3.59533048991034	3.09083485603333	6	34.0395809953898	31.8073588005825	36.4277369982488
2005	3.20275640487671	0.0346475467085838	3.13465167042742	3.20275804523186	3.27084312756754	3.09083485603333	6	24.6002450649051	22.9806296148215	26.3335325133271
2006	2.82904434204102	0.0348926819860935	2.76046441008949	2.82904457575692	2.8976082607816	3.09083485603333	6	16.9292744955643	15.8071822588309	18.1307294936249
2007	2.61747694015503	0.035096351057291	2.54849795796724	2.6174776432853	2.68643053037098	3.09083485603333	6	13.7011112153603	12.78788141448	14.6791853880728
2008	2.34921479225159	0.0354696474969387	2.27950641140187	2.34921568376982	2.41888508078171	3.09083485603333	6	10.4773396057327	9.7718559423002	11.2333280771624
2009	2.22154712677002	0.036016970872879	2.15077464971974	2.22154655020159	2.29229294336063	3.09083485603333	6	9.22158679896956	8.59151123180483	9.89760633300139
2010	2.27791500091553	0.0358982123434544	2.2073757612102	2.27791379148476	2.34842925330948	3.09083485603333	6	9.75631727576041	9.09182593732555	10.4691124792499
2011	2.33445882797241	0.0357056371867657	2.26429678527065	2.33445712695423	2.4045967222701	3.09083485603333	6	10.3238714269027	9.62435423322081	11.073963498709
2012	2.39009737968445	0.0355719327926636	2.3201949125211	2.39009612196189	2.45997337123604	3.09083485603333	6	10.9145567473853	10.1776578657103	11.704499859467
2013	2.52319407463074	0.0355087369680405	2.45340315635117	2.52319723786938	2.59293573973099	3.09083485603333	6	12.4683579954028	11.6278508562115	13.3689618413189
2014	2.4878363609314	0.0355844981968403	2.41789000789536	2.4878422666794	2.55772068341108	3.09083485603333	6	12.0352080832946	11.2221556565777	12.9063660696518
2015	2.56655144691467	0.0355263538658619	2.49672086681334	2.56655663102101	2.63632351339233	3.09083485603333	6	13.0208438552928	12.1426113663672	13.9617788414952
2016	2.9252758026123	0.0351943336427212	2.85610136218298	2.92527816915582	2.99441121147853	3.09083485603333	6	18.6393661269126	17.3935832972015	19.9735962028582
2017	2.84494185447693	0.0352384261786938	2.7756856344054	2.84494254444727	2.91416842026838	3.09083485603333	6	17.2005585043768	16.0496274008364	18.4334771214186
2018	2.88264942169189	0.0350852347910404	2.81368982537257	2.88265106950777	2.95157814041187	3.09083485603333	6	17.8615332797219	16.671319126116	19.1361294103864
1985	3.08957052230835	0.0349377170205116	3.02089818994961	3.08957359197555	3.15825590278486	3.08970212936401	8	21.967641337603	20.5097050245389	23.529522346921
1986	3.29848766326904	0.0344071798026562	3.23084934938773	3.29848706424816	3.36615047627347	3.08970212936401	8	27.0716664708246	25.3011373530166	28.9668037566722
1987	3.57529211044312	0.034251231700182	3.50795098418218	3.57529192891839	3.64264981075409	3.08970212936401	8	35.7050491101919	33.3798019219483	38.1929067330551
1988	3.8326244354248	0.0341609977185726	3.7654473159277	3.83262684661039	3.89979934214355	3.08970212936401	8	46.1835851617576	43.1830179919798	49.3925371104822
1989	3.5920205116272	0.0342355370521545	3.52469946575327	3.59202316476037	3.65934007725871	3.08970212936401	8	36.3073613102396	33.943570877683	38.8357058475727
1990	3.35796475410461	0.0343293882906437	3.29046672797611	3.35796655196612	3.42546951712721	3.08970212936401	8	28.7306573819092	26.8553948954381	30.7370730463312
1991	3.22772336006165	0.0343962274491787	3.16010228709421	3.22772376706222	3.29536210204167	3.08970212936401	8	25.2221697579476	23.5730070201441	26.9871844154377
1992	3.16847944259644	0.0344324111938477	3.10079238951417	3.16847896619195	3.23619109962664	3.08970212936401	8	23.7713112184663	22.2155476759516	25.4366513281886
1993	3.15847277641296	0.0344421789050102	3.09077115988672	3.15847119195498	3.22620646363354	3.08970212936401	8	23.5346258331856	21.9940323531533	25.183939341854
1994	3.40235900878906	0.034316036850214	3.33489458777632	3.4023585917936	3.46984370938947	3.08970212936401	8	30.0348690623106	28.0754235749825	32.1317201661337
1995	3.55293369293213	0.0342570468783379	3.48558224521261	3.55293333487083	3.62030335521052	3.08970212936401	8	34.9155990290193	32.6414268925975	37.3488960859577
1996	3.38845801353455	0.034326110035181	3.32097710279541	3.38845689155348	3.45596442128134	3.08970212936401	8	29.6202430240597	27.6873907727527	31.6888353371653
1997	3.23291826248169	0.0344017446041107	3.16529386796175	3.23291674773951	3.3005730455142	3.08970212936401	8	25.3535373942529	23.6957064187174	27.12818014926
1998	3.43160963058472	0.0343132019042969	3.36415810632031	3.43160722193377	3.49909425755956	3.08970212936401	8	30.9263827589811	28.9091486214799	33.0854714677701
1999	3.6317822933197	0.0342359691858292	3.56447504056806	3.63178090971231	3.69911366754467	3.08970212936401	8	37.7800918525983	35.3209064935092	40.4114704841918
2000	3.609459400177	0.0342407710850239	3.54214066873563	3.60945861321556	3.67679844626385	3.08970212936401	8	36.9460743738713	34.5407804752483	39.5196669815458
2001	3.73698878288269	0.0341916903853416	3.66975450720732	3.73699067478278	3.80422487226017	3.08970212936401	8	41.9714146452365	39.2422709830116	44.8904407980075
2002	3.79310488700867	0.0341737680137157	3.72590270559035	3.79310744461431	3.86030428534132	3.08970212936401	8	44.3940249422076	41.5086859605385	47.4797965771168
2003	3.72741341590881	0.0341925136744976	3.66017448088218	3.72741621609839	3.7946487636047	3.08970212936401	8	41.5714409510956	38.868124024293	44.4626167733565
2004	3.58557534217834	0.0342387892305851	3.51824967804184	3.58557750794089	3.65290247470748	3.08970212936401	8	36.0741067045368	33.7253465581277	38.5865000132337
2005	3.38260269165039	0.0343177728354931	3.31512681059907	3.38260453564804	3.45008473395309	3.08970212936401	8	29.4473137392499	27.5258843371395	31.5030615745992
2006	3.1029372215271	0.034458089619875	3.03519366543972	3.10293874201205	3.17069354407945	3.08970212936401	8	22.2632474294849	20.8050067201163	23.824001623315
2007	2.93012428283691	0.0345666743814945	2.86217107521753	2.93012618185494	2.998090766765	3.08970212936401	8	18.7299581643613	17.4994784078143	20.0472255328786
2008	2.69072556495667	0.0347604863345623	2.62240340248272	2.69072707036431	2.75907056134384	3.08970212936401	8	14.7423685868863	13.7687757601741	15.7851647857455
2009	2.3851215839386	0.0351127348840237	2.31610880494466	2.38512152724596	2.4541567733884	3.08970212936401	8	10.8603830327949	10.1361557096761	11.6366171055056
2010	2.26341724395752	0.0353304110467434	2.19397816519435	2.26341635123238	2.33287829546988	3.08970212936401	8	9.61589293763545	8.97082966580601	10.3075671007134
2011	2.29828953742981	0.0354134514927864	2.22868954572229	2.29828792766045	2.36791407752121	3.08970212936401	8	9.9571365713862	9.28768701199605	10.6751016094732
2012	2.3369996547699	0.0352874100208282	2.26764475674151	2.33699875928994	2.40637711685546	3.08970212936401	8	10.3501359487485	9.65663029613969	11.093697084933
2013	2.44607782363892	0.035116583108902	2.37705228233697	2.44608037846709	2.51511264396822	3.08970212936401	8	11.5429841977147	10.7730999569353	12.3680018814593
2014	2.43552565574646	0.0352207832038403	2.36629034181329	2.43553018400969	2.50475724505487	3.08970212936401	8	11.4218210815256	10.6577821307375	12.2405871420432
2015	2.52311873435974	0.0352483801543713	2.45383019784593	2.52312258135156	2.59240604602007	3.08970212936401	8	12.4674186613179	11.6328174914262	13.36188226148
2016	2.81954050064087	0.0349050723016262	2.75093452214022	2.81954265003971	2.88816509316826	3.08970212936401	8	16.7691434908658	15.6572571027461	17.9603238270033
2017	2.75800514221191	0.0348791740834713	2.68945239885283	2.75800617514995	2.82658243546709	3.08970212936401	8	15.7683559250131	14.7236110461776	16.8876474653466
2018	2.82759237289429	0.0348249897360802	2.759144714989	2.82759442621612	2.89606126903409	3.08970212936401	8	16.9047115479566	15.7863353566543	18.1027030886199
1985	3.08799767494202	0.0359497554600239	3.01728515489848	3.08800048942565	3.15866680228099	3.08809804916382	10	21.9331167488522	20.4357364473935	23.539192602413
1986	3.29731965065002	0.0354933775961399	3.22750330000945	3.29731926649013	3.3671064908226	3.08809804916382	10	27.0400648818889	25.2166199766191	28.9945096840298
1987	3.57250428199768	0.0353479497134686	3.50296938686766	3.57250433647402	3.64201131657424	3.08809804916382	10	35.6056481793866	33.2139306852143	38.1685285678809
1988	3.82953858375549	0.0352605395019054	3.7601677441331	3.82954087103529	3.89887059982285	3.08809804916382	10	46.0412891335271	42.955630929524	49.346685466418
1989	3.58940148353577	0.0353326462209225	3.51989004946528	3.58940389552691	3.65887089540706	3.08809804916382	10	36.2123957240944	33.7807140520794	38.8174891130076
1990	3.35600805282593	0.0354236997663975	3.2863216764101	3.35600972596146	3.42565435463036	3.08809804916382	10	28.6744950322622	26.7443082876821	30.742754935264
1991	3.22636723518372	0.0354885496199131	3.1565580033344	3.22636765356645	3.29614182449474	3.08809804916382	10	25.1879885283099	23.4896054808605	27.0082351348644
1992	3.16731762886047	0.0355233885347843	3.09744273731823	3.16731729807909	3.23716158052621	3.08809804916382	10	23.74370941975	22.1412578099632	25.4613490948685
1993	3.18431687355042	0.0355167575180531	3.11445655251376	3.18431590761674	3.25415038809139	3.08809804916382	10	24.150784729611	22.5211879442673	25.8976022730879
