jaar	gem_jaar_t	var_sim	og_jaar_t	bg_jaar_t	gem_jaar	og_jaar	bg_jaar	tijdvenster	nat_ind_j	nat_ind_j_var	lcl	ucl
1991	3.3444250702858	0.00262653264617099	3.24397564115088	3.44487449942071	28.3442750153043	25.6354367194065	31.3393500932643	10	25.8862068965517	2.86870955629263	22.566502898986	29.2059108941174
1991	3.30530155897141	0.00268923808125428	3.20366014510409	3.40694297283872	27.2567598700608	24.6224873450815	30.1728638622923	20	25.8862068965517	2.86870955629263	22.566502898986	29.2059108941174
1991	3.27710349559784	0.00272770604028247	3.17473770285266	3.37946928834302	26.4989072315817	23.9205447547869	29.3551878381637	30	25.8862068965517	2.86870955629263	22.566502898986	29.2059108941174
1992	3.52985863685608	0.0055376108292633	3.38400499184952	3.67571228186263	34.119144084352	29.4886366799829	39.4767654294098	0	18.4784482758621	13.7040254005257	11.2227343910221	25.734162160702
1992	3.33088775873184	0.00544355403357588	3.18627808694124	3.47549743052244	27.9631552226163	24.1981960486819	32.3138984588369	2	16.7387931034483	7.62732170609341	11.3257422939575	22.151843912939
1992	3.16344732046127	0.00528126589306607	3.02100957597336	3.30588506494918	23.6519915444751	20.5119896462651	27.2726689934628	4	14.9637931034483	4.30908364102885	10.8951599526989	19.0324262541976
1992	3.23594027757645	0.00361062122528734	3.11816692533128	3.35371362982161	25.4302720552169	22.6049051628364	28.608779030206	6	21.2431034482759	3.26823523583036	17.6997642771033	24.7864426194484
1992	3.28991808891296	0.00293908674284026	3.18365993331399	3.39617624451193	26.840665017805	24.1349243176227	29.8497434306014	8	24.1327586206897	2.92524526983332	20.7805023314731	27.4850149099062
1992	3.29297837018967	0.00281666850900539	3.18895667175999	3.39700006861935	26.9229308164511	24.2630998556288	29.8743445009256	10	24.1327586206897	2.92524526983332	20.7805023314731	27.4850149099062
1992	3.24910473823547	0.0030356570228565	3.14111501641434	3.35709446005661	25.767261144284	23.1296424169192	28.7056641391071	20	24.1327586206897	2.92524526983332	20.7805023314731	27.4850149099062
1992	3.21822592020035	0.00303815687043732	3.11019174304575	3.32626009735495	24.9837576618611	22.4253438922742	27.834050166858	30	24.1327586206897	2.92524526983332	20.7805023314731	27.4850149099062
1993	3.57349532842636	0.00517343253233456	3.43251923677882	3.7144714200739	35.6409525210869	30.9545263861682	41.0368900742733	0	25.6103448275862	8.85935352650354	19.7764702568214	31.444219398351
1993	3.39903519153595	0.00463983562130584	3.26552716734711	3.53254321572479	29.9352043716914	26.1939159289176	34.2108626753908	2	22.9077586206897	6.5702087244717	17.8838046165281	27.9317126248512
1993	3.23624963760376	0.00459271282461901	3.10342130633721	3.36907796887031	25.4381403818847	22.2740273383738	29.0517281072761	4	19.1543103448276	4.06091089607193	15.2045767717432	23.104043917912
1993	3.24547293186188	0.00369019034572849	3.12640893548955	3.36453692823421	25.6738491708058	22.7919849184004	28.9201021150705	6	20.2620689655172	2.9326828963014	16.9055537168655	23.6185842141689
1993	3.28620886802673	0.00300941334408139	3.17868695257401	3.39373078347946	26.741291475664	24.0151997445658	29.7768362284072	8	23.573275862069	2.5637970800217	20.4349510123105	26.7116007118274
1993	3.29023617506027	0.0028044712339979	3.18643994828624	3.3940324018343	26.8492040195288	24.2021131182433	29.7858188233526	10	24.3284482758621	2.5018510884077	21.2282690647152	27.4286274870089
1993	3.26131492853165	0.00283697789958419	3.15691888311305	3.36571097395025	26.0838129523247	23.4980839342461	28.9540755763621	20	24.3284482758621	2.5018510884077	21.2282690647152	27.4286274870089
1993	3.24324221611023	0.00290425709008292	3.13761554316602	3.34886888905444	25.6166419413114	23.0488423133969	28.470512116261	30	24.3284482758621	2.5018510884077	21.2282690647152	27.4286274870089
1994	3.6239609003067	0.0048363062094703	3.48765553014726	3.76026627046614	37.4857514825102	32.709172074485	42.9598633988243	0	60.4344827586207	35.8904628992219	48.6923874484279	72.1765780688135
1994	3.48696160316467	0.00402373125573238	3.36263314305991	3.61129006326944	32.6864821708829	28.865096829162	37.0137721356283	2	48.4827586206897	16.719080251163	40.4685201233109	56.4969971180684
1994	3.3661414027214	0.00389542367882455	3.24381127722252	3.48847152822029	28.9665409260625	25.6312235245803	32.7358735885784	4	36.5137931034483	6.61953230281411	31.4710165572893	41.5565696496072
1994	3.31476378440857	0.00347118130879031	3.19928698970137	3.43024057911577	27.5158935337799	24.5150444849146	30.8840719187033	6	30.2172413793103	3.91732127584121	26.3379654915612	34.0965172670594
1994	3.3221866607666	0.00299460064888948	3.21492968965156	3.42944363188165	27.7209005388802	24.9015410135875	30.8594687480259	8	30.5913793103448	3.31358934643386	27.0235389505108	34.1592196701788
1994	3.32334496974945	0.00273904486413205	3.22076663504836	3.42592330445054	27.7530285104539	25.0473149722229	30.7510243056489	10	30.8	2.90255084798798	27.4607726436149	34.1392273563851
1994	3.31959161758423	0.00266926848555167	3.21832828851543	3.42085494665302	27.6490568639647	24.9863153379477	30.5955614154009	20	30.8	2.90255084798798	27.4607726436149	34.1392273563851
1994	3.32321512699127	0.00277857276797876	3.21989927561566	3.42653097836688	27.7494252146203	25.0255993662973	30.7697165798486	30	30.8	2.90255084798798	27.4607726436149	34.1392273563851
1995	3.66670198440552	0.00473728766267567	3.53179918871568	3.80160478009536	39.1226656978441	34.1854183363667	44.7729776551256	0	55.0051724137931	22.9374675615913	45.618129461691	64.3922153658952
1995	3.55534230470657	0.00393075694389604	3.43245863664742	3.67822597276572	34.9997985131805	30.9526505946391	39.5761226398943	2	56.4836206896552	20.1759957991739	47.6797519115494	65.287489467761
1995	3.46186336278915	0.00370511620632217	3.34255881795449	3.58116790762382	31.8763183552872	28.2914267753919	35.9154623043412	4	46.6439655172414	10.6059222651605	40.2608854633927	53.02704557109
1995	3.38882513046265	0.00334741875969836	3.27542564233657	3.50222461858873	29.6311191129643	26.4544832325606	33.189203212483	6	38.9560344827586	6.15970097471682	34.0915604860687	43.8205084794485
1995	3.36268813610077	0.00302094208560641	3.25496046502195	3.47041580717959	28.8666842522595	25.9185898228635	32.1501079115261	8	35.5818965517241	4.59461200377579	31.3806275203831	39.7831655830651
1995	3.35779806375504	0.0027694622819949	3.25465172934362	3.46094439816645	28.7258686577147	25.9105890645765	31.8470386020059	10	35.1284482758621	3.94541034326303	31.2352890992191	39.021607452505
1995	3.36670979261398	0.00276006085541336	3.26373868121784	3.46968090401012	28.9830098951022	26.1471103416558	32.126489375055	20	34.7629310344828	3.68743487546154	30.9992028538654	38.5266592151001
1995	3.3797131061554	0.00284541130288531	3.27516200830767	3.48426420400312	29.362346028456	26.4475098498146	32.5984324872396	30	34.7629310344828	3.68743487546154	30.9992028538654	38.5266592151001
1996	3.69902646541595	0.00477510911355827	3.56358622335088	3.83446670748103	40.4079466715854	35.2895266112472	46.2687463110739	0	8.0301724137931	2.85355186234016	4.71925036180125	11.341094465785
1996	3.597028028965	0.00411816234213238	3.47124912591073	3.72280693201927	36.4896270199784	32.176910364599	41.3803831682374	2	23.3706896551724	3.22193112835597	19.8525409058026	26.8888384045422
1996	3.48610540628433	0.00354663368927438	3.36938031052204	3.60283050204663	32.6585080841907	29.0605129826876	36.7019725673992	4	33.9172413793103	5.12794542837474	29.4788277936196	38.3556549650011
1996	3.43087350130081	0.00323604254931959	3.31937650108347	3.54237050151815	30.9036253202232	27.6431097352885	34.5487199912811	6	32.5137931034483	3.98592986628283	28.6006935424465	36.42689266445
1996	3.38893448114395	0.00302553472431343	3.28112495374993	3.49674400853797	29.6343594731917	26.6056860374359	33.0078036759011	8	29.898275862069	3.02661289817886	26.4884318612906	33.3081198628473
1996	3.3758321762085	0.00278387928392703	3.2724177156281	3.47924663678889	29.2486136568758	26.3750296410822	32.4352773244534	10	30.298275862069	2.80602107975051	27.0150441340349	33.581507590103
1996	3.37432115077972	0.00261893382142538	3.27401713207465	3.4746251694848	29.2044516312583	26.4172480506777	32.2857245935057	20	30.5698275862069	2.61800040939149	27.3985013064434	33.7411538659704
1996	3.37583988904953	0.00267597982948509	3.27444933666446	3.4772304414346	29.2488392476534	26.4286681742725	32.3699473501228	30	30.5698275862069	2.61800040939149	27.3985013064434	33.7411538659704
1997	3.72641687393188	0.00487409838714012	3.58957997699236	3.86325377087141	41.5300339005052	36.218859976675	47.6200442777009	0	6.27672413793103	2.30370508427728	3.30184372827427	9.2516045475878
1997	3.64657678604126	0.00423437422495596	3.51903552988236	3.77411804220016	38.3431842087869	33.7518601002858	43.5590741043785	2	6.58793103448276	1.69615730020652	4.03529359754163	9.14056847142389
1997	3.49902436733246	0.00384485175947129	3.37749090478331	3.62055782988161	33.0831591974589	29.2971694274113	37.3584016434151	4	21.5146551724138	2.12207054310866	18.6594588221769	24.3698515226507
1997	3.46792063713074	0.00319854871138792	3.35707143898448	3.57876983527699	32.0699879232636	28.7050033115491	35.8294376153051	6	25.6620689655172	2.48891211381605	22.5699168385294	28.7542210925051
1997	3.42446663379669	0.00301368297434463	3.31686847157148	3.5320647960219	30.7062628002675	27.5738668681425	34.1944994391934	8	25.4663793103448	2.22014906283247	22.5459470410091	28.3868115796805
1997	3.39936399459839	0.00280439500926598	3.29556917840993	3.50315881078685	29.9450487769101	26.9927734022296	33.2202227940556	10	25.5879310344828	2.02820248451092	22.7965975423151	28.3792645266505
1997	3.37488179206848	0.0025558103323248	3.2757939473414	3.47396963679557	29.2208294432681	26.4642283456122	32.2645671810846	20	27.0318965517241	1.95757339059599	24.2895957043856	29.7741973990627
1997	3.36175084114075	0.00263640081174462	3.26111288926176	3.46238879301974	28.8396403306429	26.0785435301329	31.8930715375195	30	27.0318965517241	1.95757339059599	24.2895957043856	29.7741973990627
1998	3.74431565999985	0.00507137209584956	3.60473706907912	3.88389425092057	42.2800633776749	36.7720140865326	48.6131587737779	0	48.2422413793103	20.7684671678453	39.3100443667051	57.1744383919156
1998	3.71292893886566	0.00409891919398818	3.58744424666926	3.83841363106206	40.9736402358731	36.14158880372	46.4517263835938	2	33.9396551724138	9.12948896468281	28.0175065077208	39.8618038371068
1998	3.56653760671616	0.00390961060439885	3.44398492376772	3.68909028966459	35.3938333819749	31.3114837668813	40.0084343111211	4	27.8284482758621	4.14780880374241	23.8366789563176	31.8202175954066
1998	3.53553768396378	0.00315346467356395	3.42547247651854	3.64560289140901	34.3134595519805	30.7371640094931	38.3058601652956	6	31.1715517241379	3.66433153148925	27.4196327469518	34.923470701324
1998	3.4921368598938	0.00291738922381314	3.38627165105633	3.59800206873127	32.8560815894197	29.5555531796097	36.5251866832038	8	30.7043103448276	2.91769135792811	27.3563851484385	34.0522355412166
1998	3.45352779626846	0.00275542739939396	3.35064315262563	3.55641243991129	31.6117155225443	28.5210711480229	35.0372730775766	10	29.1948275862069	2.34337635855393	26.19444184117	32.1952133312438
1998	3.40421404838562	0.00250920382061166	3.30603381922892	3.50239427754232	30.0906366432419	27.276726221453	33.1948345356592	20	29.775	1.9402087244717	27.0448890432932	32.5051109567068
1998	3.38932108879089	0.00258186050650116	3.28972954636999	3.4889126312118	29.6458185581185	26.8356048876073	32.750316665556	30	29.775	1.9402087244717	27.0448890432932	32.5051109567068
1999	3.73825231790543	0.0052757548707859	3.59588890999591	3.88061572581494	42.0244805158274	36.4480846590029	48.4540402917697	0	61.8224137931035	40.4137739637441	49.3623353800629	74.282492206144
1999	3.76688210964203	0.00417356426165329	3.64025997702862	3.89350424225544	43.2450211850195	38.1017410153138	49.0825827759719	2	56.973275862069	26.3355364462732	46.9149163133153	67.0316354108226
1999	3.67530856132507	0.00354603063828094	3.55859338964624	3.79202373300391	39.460831065181	35.1137709977456	44.3460541009603	4	40.8206896551724	11.1220430982331	34.2841431077842	47.3572362025606
1999	3.6237176656723	0.00304159748239121	3.5156223332645	3.73181299808011	37.4766347582496	33.6368547451398	41.7547408473493	6	39.148275862069	7.95269061476521	33.620974869208	44.67557685493
1999	3.57823370695114	0.00278599572161173	3.47477994353896	3.68168747036332	35.8102335872719	32.290721972715	39.7133526670155	8	37.8879310344828	6.09768993679204	33.048004830378	42.7278572385876
1999	3.5305761218071	0.00264167442783045	3.42983756671545	3.63131467689875	34.1436328408808	30.8716277624907	37.7624293912133	10	35.6181034482759	4.61679799789307	31.4067033023973	39.8295035941544
1999	3.45528818368912	0.00242482096322325	3.35877294026965	3.55180342710858	31.6674133994326	28.7538864871741	34.8761574146814	20	33.726724137931	3.09162016031458	30.280455429913	37.1729928459491
1999	3.44590464830399	0.00250354369720344	3.34783521643464	3.54397408017333	31.3716509242414	28.4410981322487	34.6041660253798	30	33.726724137931	3.09162016031458	30.280455429913	37.1729928459491
2000	3.69848378896713	0.00527689959179543	3.55610493705491	3.84086264087935	40.3860241795295	35.0265006723831	46.5656265319002	0	33.0275862068966	17.7738517220519	24.7644131616654	41.2907592521277
2000	3.77242912054062	0.00447599567205301	3.64129947105676	3.90355877002447	43.4855683308731	38.1413681400725	49.5785742691359	2	42.2913793103448	16.8537026201056	34.2449400987807	50.337818521909
2000	3.77085453271866	0.00333561963443596	3.65765507871092	3.88405398672639	43.4171503637331	38.7703228402231	48.6209246560962	4	41.5758620689655	11.4585868953001	34.9411572965597	48.2105668413714
2000	3.70453804731369	0.00290619400236345	3.5988761578763	3.81019993675108	40.6312732550201	36.5571269096729	45.1594670008734	6	37.151724137931	7.50706802678516	31.7815144090938	42.5219338667682
2000	3.65658249855041	0.00267228343549636	3.55526199694387	3.75790300015696	38.7287608543933	34.9969878705264	42.8584575011377	8	37.3241379310345	6.23302188288796	32.4307978789532	42.2174779831157
2000	3.60699270963669	0.002535790137907	3.50829371575234	3.70569170352104	36.8550521496937	33.3912441945745	40.6781748245649	10	36.0560344827586	4.95365147224482	31.6937016784238	40.4183672870934
2000	3.50737574100494	0.00235323440394723	3.41229585203675	3.60245562997314	33.3606059403433	30.3348086062438	36.6882166013665	20	33.573275862069	3.16734340123495	30.0850576334909	37.061494090647
2000	3.50234395265579	0.00242641223156501	3.40579704577225	3.59889085953934	33.1931640514118	30.138307764085	36.5576643641852	30	33.573275862069	3.16734340123495	30.0850576334909	37.061494090647
2001	3.62479470968246	0.00502994941571213	3.48578732255718	3.76380209680775	37.5170204879371	32.6481215961899	43.1120308758148	0	67.1801724137931	68.8405982982873	50.9180064318982	83.442338395688
2001	3.71796720027924	0.00472922674422263	3.58317922803911	3.85275517251936	41.1805970599539	35.9877725020097	47.1227157535127	2	55.4543103448276	36.6790124668836	43.5839230599586	67.3246976296966
2001	3.81430205106735	0.00355165355214403	3.6974943788625	3.93110972327221	45.3450967739431	40.3460856001954	50.9635016842454	4	53.5181034482759	20.372538135991	44.6714576147849	62.3647492817668
2001	3.76082799434662	0.00285700383381508	3.6560641364185	3.86559185227474	42.9840017589095	38.7086905336468	47.7315140796077	6	46.225	12.2943266292217	39.3525997512646	53.0974002487354
2001	3.71255402565002	0.00261513849248489	3.61232271301405	3.812785338286	40.9582815559219	37.0520141398711	45.2763734160662	8	43.9741379310345	9.38571067234078	37.9694609106724	49.9788149513966
2001	3.66709342002869	0.00248729285684715	3.56934279732548	3.76484404273189	39.1379827004862	35.4932592200205	43.1569746911136	10	42.2258620689655	7.53493110749525	36.8456955898913	47.6060285480397
2001	3.55404025316238	0.00231493697787807	3.45973722089822	3.64834328542655	34.9542566268559	31.8086167765881	38.4109772807026	20	37.2741379310345	4.32475003650625	33.1981153918129	41.3501604702561
2001	3.55540746450424	0.00235447144160709	3.46030258823558	3.65051234077291	35.0020791672728	31.8266054141751	38.494383239702	30	37.2741379310345	4.32475003650625	33.1981153918129	41.3501604702561
2002	3.51233174800873	0.00460606808812479	3.37931042953932	3.64535306647814	33.5263517163937	29.3505248785272	38.2962916017103	0	55.6646551724138	33.1803416072136	44.3745887280446	66.954721616783
2002	3.58721560239792	0.00452287430108613	3.4554010587578	3.71903014603804	36.1333261811195	31.6709880626365	41.2243930732133	2	59.1706896551724	34.5317321171538	47.6530031643333	70.6883761460115
2002	3.75580108165741	0.00392549250161645	3.63299972989689	3.87860243341792	42.7684671258029	37.8261147275907	48.3565862754784	4	54.7612068965517	23.057663091662	45.3496013728949	64.1728124202086
2002	3.75503767728806	0.00299323743514429	3.64780512191959	3.86227023265652	42.7358299503947	38.3903114557588	47.5732311693733	6	51.4301724137931	15.8442233686922	43.6284310381021	59.2319137894841
2002	3.7215681552887	0.0026548153150955	3.62057935138217	3.82255695919522	41.3291538498615	37.3592056609289	45.7209656288781	8	46.9051724137931	11.3702831320275	40.2960817289866	53.5142630985996
2002	3.68753437995911	0.00250505647429721	3.58943532312541	3.7856334367928	39.9462332020783	36.2136211574398	44.0635732090271	10	45.3775862068966	9.3811720070092	39.3743612084373	51.3808112053558
2002	3.57709331512451	0.0023105464274902	3.48287975370236	3.67130687654667	35.7694191662186	32.5533328039169	39.3032367897735	20	39.1534482758621	5.02349943676075	34.7604680304865	43.5464285212377
2002	3.58243457078934	0.00232373443422733	3.48795251851205	3.67691662306662	35.9609839217062	32.7188877606644	39.5243375654084	30	39.1534482758621	5.02349943676075	34.7604680304865	43.5464285212377
2003	3.36870925426483	0.00451631181535244	3.23699037380399	3.50042813472567	29.0410182853638	25.4569903138836	33.1296328690857	0	28.9862068965517	9.20640882825375	23.0391622393611	34.9332515537424
2003	3.37945245504379	0.00410601913721748	3.25385913070872	3.50504577937886	29.354693697662	25.8900605035838	33.2829674911064	2	37.5344827586207	11.4697571813005	30.8965448869859	44.1724206302555
