jaar	tijdvenster	nat_ind_j	nat_ind_j_var	lcl	ucl
1995	20	34.7629310344828	3.68743487546154	30.9992028538654	38.5266592151001
1995	30	34.7629310344828	3.68743487546154	30.9992028538654	38.5266592151001
1996	0	8.0301724137931	2.85355186234016	4.71925036180125	11.341094465785
1996	2	23.3706896551724	3.22193112835597	19.8525409058026	26.8888384045422
1996	4	33.9172413793103	5.12794542837474	29.4788277936196	38.3556549650011
1996	6	32.5137931034483	3.98592986628283	28.6006935424465	36.42689266445
1996	8	29.898275862069	3.02661289817886	26.4884318612906	33.3081198628473
1996	10	30.298275862069	2.80602107975051	27.0150441340349	33.581507590103
1996	20	30.5698275862069	2.61800040939149	27.3985013064434	33.7411538659704
1996	30	30.5698275862069	2.61800040939149	27.3985013064434	33.7411538659704
1997	0	6.27672413793103	2.30370508427728	3.30184372827427	9.2516045475878
1997	2	6.58793103448276	1.69615730020652	4.03529359754163	9.14056847142389
1997	4	21.5146551724138	2.12207054310866	18.6594588221769	24.3698515226507
1997	6	25.6620689655172	2.48891211381605	22.5699168385294	28.7542210925051
1997	8	25.4663793103448	2.22014906283247	22.5459470410091	28.3868115796805
1997	10	25.5879310344828	2.02820248451092	22.7965975423151	28.3792645266505
1997	20	27.0318965517241	1.95757339059599	24.2895957043856	29.7741973990627
1997	30	27.0318965517241	1.95757339059599	24.2895957043856	29.7741973990627
1998	0	48.2422413793103	20.7684671678453	39.3100443667051	57.1744383919156
1998	2	33.9396551724138	9.12948896468281	28.0175065077208	39.8618038371068
1998	4	27.8284482758621	4.14780880374241	23.8366789563176	31.8202175954066
1998	6	31.1715517241379	3.66433153148925	27.4196327469518	34.923470701324
1998	8	30.7043103448276	2.91769135792811	27.3563851484385	34.0522355412166
1998	10	29.1948275862069	2.34337635855393	26.19444184117	32.1952133312438
1998	20	29.775	1.9402087244717	27.0448890432932	32.5051109567068
1998	30	29.775	1.9402087244717	27.0448890432932	32.5051109567068
1999	0	61.8224137931035	40.4137739637441	49.3623353800629	74.282492206144
1999	2	56.973275862069	26.3355364462732	46.9149163133153	67.0316354108226
1999	4	40.8206896551724	11.1220430982331	34.2841431077842	47.3572362025606
1999	6	39.148275862069	7.95269061476521	33.620974869208	44.67557685493
1999	8	37.8879310344828	6.09768993679204	33.048004830378	42.7278572385876
1999	10	35.6181034482759	4.61679799789307	31.4067033023973	39.8295035941544
1999	20	33.726724137931	3.09162016031458	30.280455429913	37.1729928459491
1999	30	33.726724137931	3.09162016031458	30.280455429913	37.1729928459491
2000	0	33.0275862068966	17.7738517220519	24.7644131616654	41.2907592521277
2000	2	42.2913793103448	16.8537026201056	34.2449400987807	50.337818521909
2000	4	41.5758620689655	11.4585868953001	34.9411572965597	48.2105668413714
2000	6	37.151724137931	7.50706802678516	31.7815144090938	42.5219338667682
2000	8	37.3241379310345	6.23302188288796	32.4307978789532	42.2174779831157
2000	10	36.0560344827586	4.95365147224482	31.6937016784238	40.4183672870934
2000	20	33.573275862069	3.16734340123495	30.0850576334909	37.061494090647
2000	30	33.573275862069	3.16734340123495	30.0850576334909	37.061494090647
2001	0	67.1801724137931	68.8405982982873	50.9180064318982	83.442338395688
2001	2	55.4543103448276	36.6790124668836	43.5839230599586	67.3246976296966
2001	4	53.5181034482759	20.372538135991	44.6714576147849	62.3647492817668
2001	6	46.225	12.2943266292217	39.3525997512646	53.0974002487354
2001	8	43.9741379310345	9.38571067234078	37.9694609106724	49.9788149513966
2001	10	42.2258620689655	7.53493110749525	36.8456955898913	47.6060285480397
2001	20	37.2741379310345	4.32475003650625	33.1981153918129	41.3501604702561
2001	30	37.2741379310345	4.32475003650625	33.1981153918129	41.3501604702561
2002	0	55.6646551724138	33.1803416072136	44.3745887280446	66.954721616783
2002	2	59.1706896551724	34.5317321171538	47.6530031643333	70.6883761460115
2002	4	54.7612068965517	23.057663091662	45.3496013728949	64.1728124202086
2002	6	51.4301724137931	15.8442233686922	43.6284310381021	59.2319137894841
2002	8	46.9051724137931	11.3702831320275	40.2960817289866	53.5142630985996
2002	10	45.3775862068966	9.3811720070092	39.3743612084373	51.3808112053558
2002	20	39.1534482758621	5.02349943676075	34.7604680304865	43.5464285212377
2002	30	39.1534482758621	5.02349943676075	34.7604680304865	43.5464285212377
2003	0	28.9862068965517	9.20640882825375	23.0391622393611	34.9332515537424
2003	2	37.5344827586207	11.4697571813005	30.8965448869859	44.1724206302555
2003	4	44.5810344827586	15.1690173039614	36.9473396450736	52.2147293204436
2003	6	46.7620689655172	13.3301931702026	39.6060037001182	53.9181342309163
2003	8	44.025	10.2827916979577	37.739908704969	50.310091295031
2003	10	42.9758620689655	8.72798005715835	37.1854036943997	48.7663204435313
2003	20	38.0948275862069	4.79820623943926	33.8014851715572	42.3881700008566
2003	30	38.0948275862069	4.79820623943926	33.8014851715572	42.3881700008566
2004	0	11.2258620689655	3.26346960594113	7.68510722879606	14.766616909135
2004	2	16.8155172413793	2.05239340175647	14.0075865990401	19.6234478837186
2004	4	30.5844827586207	5.17301025304045	26.1266092534525	35.0423562637888
2004	6	35.9301724137931	6.86423140006676	30.7950354782775	41.0653093493087
2004	8	37.9370689655172	6.6675150849031	32.8760487175669	42.9980892134676
2004	10	37.3051724137931	5.81552522060204	32.5785539938797	42.0317908337065
2004	20	35.4818965517241	3.70598516021028	31.7087132018902	39.255079901558
2004	30	35.4818965517241	3.70598516021028	31.7087132018902	39.255079901558
2005	0	7.0948275862069	2.74950794793166	3.84482608885735	10.3448290835564
2005	2	8.17586206896552	1.76209232951582	5.57408308275858	10.7776410551725
2005	4	17.1284482758621	1.42542578019067	14.7883808244452	19.4685157272789
2005	6	25.6922413793103	3.09415473694641	22.244560298141	29.1399224604797
2005	8	30.8241379310345	4.04925151761687	26.8800785209752	34.7681973410937
2005	10	31.7672413793103	3.97122499322027	27.8613665817835	35.6731161768371
2005	20	32.8758620689655	3.04496255502013	29.4556971385323	36.2960269993987
2005	30	32.8637931034483	2.9861806642051	29.4768015711869	36.2507846357097
2006	0	4.79913793103448	1.29845465141749	2.56572274596803	7.03255311610093
2006	2	5.30344827586207	1.02965725848509	3.31459651562544	7.2923000360987
2006	4	8.75344827586207	0.767138796754073	7.03675366073379	10.4701428909904
2006	6	17.3706896551724	1.22099343930576	15.2049176458333	19.5364616645116
2006	8	23.1913793103448	2.18151933788097	20.2964657212366	26.0862928994531
2006	10	26.6724137931034	2.62944072428396	23.494165928885	29.8506616573219
2006	20	30.1198275862069	2.44951990372781	27.0522429236164	33.1874122487974
2006	30	30.3758620689655	2.38036109894236	27.351891963674	33.3998321742571
2007	0	18.1827586206897	14.5182954711392	10.7145939276792	25.6509233137001
2007	2	13.4189655172414	6.54866037716169	8.40325682305824	18.4346742114245
2007	4	10.8431034482759	2.63025830777896	7.66436150921197	14.0218453873398
2007	6	14.2301724137931	1.71077551004443	11.6665587144642	16.793786113122
2007	8	19.7284482758621	2.27408297609362	16.7727559439437	22.6841406077805
2007	10	24.0931034482759	2.54755575025554	20.9647348366539	27.2214720598979
2007	20	28.775	2.25495724857626	25.8317630462142	31.7182369537858
2007	30	29.3120689655172	2.21155146337902	26.3972969158165	32.226841015218
2008	0	9.07327586206897	3.20748723585122	5.56302188760415	12.5835298365338
2008	2	11.7974137931034	4.82130954429772	7.49374759492147	16.1010799912854
2008	4	10.326724137931	2.91036225931952	6.98300649802753	13.6704417778345
2008	6	10.8163793103448	1.85806048824499	8.14468973787539	13.4880688828143
2008	8	15.4681034482759	1.80372615359743	12.8357671491568	18.1004397473949
2008	10	19.6301724137931	2.06570677399503	16.8131493143175	22.4471955132687
2008	20	26.7060344827586	1.95844203068611	23.9631252780849	29.4489436874323
2008	30	27.6405172413793	1.91223002325969	24.9301624938685	30.3508719888901
2009	0	5.73103448275862	1.72100214865344	3.15976984171775	8.3022991237995
2009	2	6.57155172413793	1.21291425464672	4.41295694960269	8.73014649867317
2009	4	8.70775862068965	1.67488965986607	6.17117506847981	11.2443421728995
2009	6	8.68879310344828	1.35123726192711	6.41043556666455	10.967150640232
2009	8	11.1379310344828	1.07182343492501	9.10876447956226	13.1670975894033
2009	10	15.2655172413793	1.3121446899055	13.0203591086989	17.5106753740597
2009	20	24.5663793103448	1.54994723543401	22.1262405233814	27.0065180973082
2009	30	25.9189655172414	1.54261598556439	23.4846044983816	28.3533265361012
2010	0	11.1129310344828	3.56053853234454	7.41453072815372	14.8113313408118
2010	2	9.0448275862069	1.99264409537518	6.27807108141771	11.8115840909961
2010	4	9.36379310344828	1.75880410747439	6.76444282707658	11.96314337982
2010	6	9.19913793103448	1.50341824947327	6.79590437035493	11.602371491714
2010	8	9.68965517241379	1.195595260446	7.54652690921316	11.8327834356144
2010	10	12.9181034482759	1.09643575161149	10.8657712180094	14.9704356785424
2010	20	22.9974137931034	1.34017451290235	20.728402023904	25.2664255623029
2010	30	24.7801724137931	1.33221813265327	22.5179060328378	27.0424387947485
2011	0	11.7706896551724	4.51495572313662	7.60599832135167	15.9353809889932
2011	2	11.2422413793103	2.76840354267059	7.98109142116317	14.5033913374575
2011	4	9.67586206896552	1.58588501574984	7.20759630602495	12.1441278319061
2011	6	9.88793103448276	1.44652799507687	7.53060586686432	12.2452562021012
2011	8	9.63362068965517	1.19970253927029	7.48681439311588	11.7804269861945
2011	10	11.0775862068966	0.957076214615015	9.16011287303633	12.9950595407568
2011	20	21.5120689655172	1.14247517575151	19.4170910097461	23.6070469212884
2011	30	23.8258620689655	1.17414611886434	21.7020448145321	25.949679323399
2012	0	12.7112068965517	4.2385045085216	8.67603169342404	16.7463820996794
2012	2	12.0637931034483	2.62996500615391	8.88522840100145	15.2423578058951
2012	4	10.9965517241379	1.76573878215157	8.39208208417023	13.6010213641056
2012	6	10.6362068965517	1.58290240315414	8.17026328974379	13.1021505033597
2012	8	10.275	1.44149530894716	7.92177914788021	12.6282208521198
2012	10	10.398275862069	1.18825108997226	8.26174002402706	12.5348117001109
2012	20	20.1284482758621	1.06921658896051	18.1017508519355	22.1551456997887
2012	30	23.0137931034483	1.07793082587563	20.9788535316959	25.0487326752007
2013	0	17.8991379310345	21.3972296060454	8.83273857657275	26.9655372854962
2013	2	15.8663793103448	12.6864147865949	8.88525253566275	22.8475060850269
2013	4	14.025	6.0925482534368	9.18711478325469	18.8628852167453
2013	6	12.4827586206897	3.82082837891399	8.65155850839638	16.3139587329829
2013	8	12.0310344827586	3.21070091995744	8.51902243065679	15.5430465348605
2013	10	11.4724137931034	2.57673884473371	8.32617795548272	14.6186496307242
2013	20	19.2413793103448	1.56702025575234	16.7878379892136	21.694920631476
2013	30	22.6336206896552	1.32812526075891	20.3748320758775	24.8924093034328
2014	0	10.8172413793103	10.9845386653316	4.32122692914647	17.3132558294742
2014	2	12.901724137931	12.4795905563552	5.97773720255239	19.8257110733097
2014	4	12.9887931034483	8.38246960854872	7.31410410331789	18.6634821035787
2014	6	12.3456896551724	5.54769094071385	7.72919644951876	16.9621828608261
2014	8	11.8775862068966	4.3852492333688	7.77315281665746	15.9820195971356
2014	10	11.451724137931	3.59235183678578	7.73683802713352	15.1666102487285
2014	20	17.7077586206897	1.93206052996641	14.9833864486252	20.4321307927541
2014	30	21.851724137931	1.46904019859399	19.4761263548628	24.2273219209993
2015	0	14.4370689655172	6.34536048615892	9.49982916542366	19.3743087656108
2015	2	12.9603448275862	5.63197493585331	8.30891548666593	17.6117741685065
2015	4	13.4629310344828	6.70920104772931	8.38611443892242	18.5397476300431
2015	6	13.0974137931034	5.33475855028475	8.57038292875385	17.624444657453
2015	8	12.3965517241379	4.1403738239773	8.40836164815218	16.3847418001237
2015	10	12.076724137931	3.64292531082462	8.33578015625156	15.8176681196105
2015	20	16.7991379310345	1.97794231230573	14.04260692505	19.5556689370189
2015	30	21.0715517241379	1.46127408108559	18.7022415903862	23.4408618578896
2016	0	30.2931034482759	15.3348791121681	22.617787715532	37.9684191810197
2016	2	24.6775862068966	8.43265708116903	18.9859348258808	30.3692375879123
2016	4	19.9991379310345	5.93880219089638	15.2226850110794	24.7755908509896
2016	6	18.0181034482759	5.17245521465674	13.5604691033991	22.4757377931527
2016	8	16.5137931034483	4.18822663078624	12.5026222737742	20.5249639331224
2016	10	15.4818965517241	3.59413836128669	11.7660868245289	19.1977062789194
2016	20	17.5413793103448	2.04042973068819	14.7416445276535	20.3411140930362
2016	30	21.3120689655172	1.50343977512151	18.9088182003854	23.7153197306491
2017	0	10.3974137931034	4.5998880953126	6.19373325018004	14.6010943360269
2017	2	16.7146551724138	3.41912897396583	13.0904413450594	20.3388689997682
2017	4	16.7965517241379	2.93608110645222	13.4380923781659	20.15501107011
2017	6	16.3465517241379	3.24166390262219	12.8176459378759	19.8754575103999
2017	8	15.6637931034483	3.08351508229551	12.2220447773578	19.1055414295387
2017	10	14.8008620689655	2.74331019097983	11.5545256061712	18.0471985317599
2017	20	16.3370689655172	1.76099277437053	13.7361018680664	18.9380360629681
2017	30	20.3129310344828	1.31089545914429	18.0688419106179	22.5570201583477
2018	0	21.1396551724138	16.7774629722344	13.1114360825947	29.1678742622329
2018	2	17.2439655172414	8.60599527765609	11.4941140879744	22.9938169465084
2018	4	18.6534482758621	4.73909907795648	14.386631779002	22.9202647727222
2018	6	17.7741379310345	4.5329097044037	13.6011742455422	21.9471016165268
2018	8	17.0112068965517	4.34825803919728	12.9241213721982	21.0982924209053
2018	10	16.1887931034483	3.85679716346455	12.3396020217838	20.0379841851128
2018	20	16.1137931034483	2.35891440849448	13.1034765766238	19.1241096302727
2018	30	20.0491379310345	1.62215033533596	17.5528100823282	22.5454657797408
